,protein,degree,inviable,icp55_shell,pim1_shell,betweenness,eigenvector,closeness,bridging,cluster_id,cluster_size,cluster_degree,cluster_eigenvector,cluster_closeness,betweenness/min-shell,closeness/min-shell,eigenvector/min-shell,bridging/min-shell,min-shell,cluster_betweenness
2306,YDL022W,12,0,4,4,0.000863172,2.63E-06,0.227119149,6.78E-05,171,6,4,0.467901064,0.833333333,0.000215793,0.056779787,6.57E-07,1.70E-05,4,0.033333333
2307,YJL102W,1,0,4,4,0,3.58E-05,0.217926103,0,172,2,1,0.707106781,1,0,0.054481526,8.96E-06,0,4,0
2308,YOR187W,49,0,3,3,0.006412964,0.005868157,0.278634563,6.48E-05,172,2,1,0.707106781,1,0.002137655,0.092878188,0.001956052,2.16E-05,3,0
2309,YPL017C,8,0,4,3,1.18E-05,2.38E-06,0.226702376,4.58E-06,173,6,2,0.329481425,0.555555556,3.93E-06,0.075567459,7.94E-07,1.53E-06,3,0
2310,YIL042C,1,0,5,4,0,3.47E-08,0.195575903,0,173,6,1,0.165413446,0.5,0,0.048893976,8.69E-09,0,4,0
2311,YBR221C,53,0,3,3,0.004249342,7.80E-05,0.263929788,3.99E-05,173,6,4,0.539477867,0.833333333,0.001416447,0.087976596,2.60E-05,1.33E-05,3,0.25
2312,YKL029C,26,0,4,3,0.000490839,4.31E-06,0.23713426,1.84E-05,173,6,2,0.344384525,0.625,0.000163613,0.079044753,1.44E-06,6.12E-06,3,0
2313,YGR193C,7,0,4,4,1.31E-06,1.06E-06,0.219559057,6.23E-07,173,6,3,0.453688795,0.714285714,3.27E-07,0.054889764,2.66E-07,1.56E-07,4,0.1
2314,YER178W,32,0,4,3,0.001923399,5.69E-06,0.243112435,2.12E-05,173,6,4,0.498607852,0.833333333,0.000641133,0.081037478,1.90E-06,7.07E-06,3,0.45
2315,YGR101W,8,0,4,2,0.000426335,3.59E-05,0.225461182,3.44E-05,174,4,3,0.707106878,1,0.000213167,0.112730591,1.80E-05,1.72E-05,2,1
2316,YPL246C,2,0,5,3,1.80E-05,3.30E-07,0.201783428,4.18E-05,174,4,1,0.408248235,0.6,6.01E-06,0.067261143,1.10E-07,1.39E-05,3,0
2317,YKR087C,7,0,4,2,0.000225925,4.04E-07,0.220927985,4.80E-05,174,4,1,0.408248235,0.6,0.000112962,0.110463992,2.02E-07,2.40E-05,2,0
2318,YKR066C,2,0,5,3,6.46E-06,3.81E-07,0.198308026,1.92E-05,174,4,1,0.408248235,0.6,2.15E-06,0.066102675,1.27E-07,6.39E-06,3,0
2319,YIL114C,6,0,5,3,7.23E-06,3.40E-06,0.225527926,4.79E-06,175,3,2,0.577350269,1,2.41E-06,0.075175975,1.13E-06,1.60E-06,3,0
2320,YGR231C,14,0,4,2,0.000916608,9.05E-05,0.253423518,7.31E-05,175,3,2,0.577350269,1,0.000458304,0.126711759,4.52E-05,3.66E-05,2,0
2321,YGR132C,9,0,4,2,0.000134506,3.83E-05,0.232644544,1.82E-05,175,3,2,0.577350269,1,6.73E-05,0.116322272,1.92E-05,9.11E-06,2,0
2322,YJR077C,17,0,4,3,0.00169438,8.18E-05,0.259126984,9.84E-05,176,1,0,1,0,0.000564793,0.086375661,2.73E-05,3.28E-05,3,0
2323,YKR065C,13,0,5,3,9.47E-06,1.35E-05,0.234880016,1.39E-06,177,33,8,0.08505061,0.470588235,3.16E-06,0.078293339,4.50E-06,4.64E-07,3,0
2324,YLR348C,3,0,5,3,1.22E-06,2.14E-06,0.221979409,6.07E-06,177,33,2,0.03220122,0.5,4.07E-07,0.073993136,7.15E-07,2.02E-06,3,0
2325,YGL219C,10,0,4,3,0.000173016,2.45E-06,0.231748124,3.83E-05,177,33,7,0.087793648,0.533333333,5.77E-05,0.077249375,8.16E-07,1.28E-05,3,0
2326,YPR133W-A,17,0,4,2,0.000181211,1.86E-05,0.251665474,1.89E-05,177,33,12,0.161967308,0.592592593,9.06E-05,0.125832737,9.32E-06,9.45E-06,2,0.00462045
2327,YNR017W,38,1,4,2,0.001954925,0.000284748,0.264067013,2.87E-05,177,33,18,0.205207976,0.680851064,0.000977462,0.132033507,0.000142374,1.43E-05,2,0.044435254
2328,YDL217C,29,1,4,2,0.000163861,5.06E-05,0.254015004,6.28E-06,177,33,15,0.189420534,0.64,8.19E-05,0.127007502,2.53E-05,3.14E-06,2,0.015281427
2329,YNL026W,25,1,4,3,0.001078426,1.44E-05,0.250150495,2.55E-05,177,33,16,0.186059143,0.653061224,0.000359475,0.083383498,4.82E-06,8.50E-06,3,0.015462266
2330,YOR045W,16,0,4,2,8.01E-05,4.05E-05,0.248978703,1.03E-05,177,33,11,0.153714486,0.581818182,4.01E-05,0.124489351,2.02E-05,5.15E-06,2,0.001624181
2331,YOL009C,12,0,4,3,4.15E-05,5.44E-06,0.233345245,6.41E-06,177,33,10,0.129415862,0.561403509,1.38E-05,0.077781748,1.81E-06,2.14E-06,3,0.000864055
2332,YNL121C,43,0,4,2,0.003364593,6.27E-05,0.277349675,3.96E-05,177,33,23,0.262374197,0.780487805,0.001682297,0.138674838,3.13E-05,1.98E-05,2,0.066413955
2333,YMR203W,65,1,4,2,0.007170433,0.000261112,0.28056715,3.25E-05,177,33,28,0.299175207,0.888888889,0.003585216,0.140283575,0.000130556,1.63E-05,2,0.166849161
2334,YGR033C,21,0,4,3,4.79E-05,1.97E-05,0.243825679,2.95E-06,177,33,13,0.159674035,0.615384615,1.60E-05,0.081275226,6.56E-06,9.84E-07,3,0.008776778
2335,YMR060C,18,0,4,3,0.000147792,1.39E-05,0.249617737,9.22E-06,177,33,14,0.168321123,0.603773585,4.93E-05,0.083205912,4.63E-06,3.07E-06,3,0.006459613
2336,YHR194W,1,0,5,4,0,5.55E-08,0.193661823,0,177,33,1,0.010736678,0.385542169,0,0.048415456,1.39E-08,0,4,0
2337,YAL010C,22,0,4,3,0.001860815,9.09E-06,0.240161824,3.71E-05,177,33,15,0.170088057,0.615384615,0.000620272,0.080053941,3.03E-06,1.24E-05,3,0.06733711
2338,YOL026C,6,1,5,3,0.000330128,2.25E-06,0.223980792,0.000105778,177,33,5,0.068771865,0.507936508,0.000110043,0.074660264,7.49E-07,3.53E-05,3,0
2339,YJL143W,28,1,4,3,0.000172075,2.43E-05,0.24638853,5.83E-06,177,33,16,0.197983384,0.653061224,5.74E-05,0.08212951,8.09E-06,1.94E-06,3,0.017230037
2340,YIL022W,34,1,4,2,0.000570494,9.09E-05,0.257303687,1.42E-05,177,33,16,0.197983384,0.653061224,0.000285247,0.128651844,4.54E-05,7.08E-06,2,0.017230037
2341,YPL063W,32,1,4,3,0.000331333,2.50E-05,0.24820808,6.81E-06,177,33,18,0.210942891,0.680851064,0.000110444,0.082736027,8.32E-06,2.27E-06,3,0.046268041
2342,YNL070W,34,0,4,2,0.000485165,5.02E-05,0.257884344,1.13E-05,177,33,20,0.244699143,0.727272727,0.000242582,0.128942172,2.51E-05,5.66E-06,2,0.038724923
2343,YLR008C,23,1,4,2,8.47E-05,2.39E-05,0.247134516,4.56E-06,177,33,11,0.133897397,0.592592593,4.24E-05,0.123567258,1.20E-05,2.28E-06,2,0.005143928
2344,YDR375C,25,0,4,2,0.000405489,5.01E-05,0.256150182,2.68E-05,177,33,8,0.120160507,0.542372881,0.000202744,0.128075091,2.51E-05,1.34E-05,2,0.000252016
2345,YJL104W,22,1,4,3,4.27E-05,1.99E-05,0.243228862,2.35E-06,177,33,13,0.156586636,0.615384615,1.42E-05,0.081076287,6.65E-06,7.84E-07,3,0.008950389
2346,YHR083W,19,1,4,3,0.000161633,1.57E-05,0.249481498,8.72E-06,177,33,15,0.173533967,0.615384615,5.39E-05,0.083160499,5.23E-06,2.91E-06,3,0.0093734
2347,YPL098C,13,0,5,3,0.000159646,4.46E-06,0.230462842,2.31E-05,177,33,8,0.08505061,0.470588235,5.32E-05,0.076820947,1.49E-06,7.70E-06,3,0
2348,YBR091C,18,1,4,3,3.76E-05,1.02E-05,0.234675018,3.25E-06,177,33,11,0.137423544,0.592592593,1.25E-05,0.078225006,3.39E-06,1.08E-06,3,0.006508561
2349,YMR056C,22,0,4,2,0.000787048,5.95E-05,0.268078119,5.49E-05,177,33,11,0.138990587,0.592592593,0.000393524,0.134039059,2.97E-05,2.74E-05,2,0.010045975
2350,YNL131W,46,1,4,2,0.003023114,0.000428618,0.277787906,3.84E-05,177,33,25,0.287966945,0.820512821,0.001511557,0.138893953,0.000214309,1.92E-05,2,0.080986625
2351,YNL055C,20,0,4,3,0.000741432,3.98E-05,0.252862754,3.76E-05,177,33,8,0.113176833,0.542372881,0.000247144,0.084287585,1.33E-05,1.25E-05,3,0
2352,YGR082W,40,1,4,2,0.003949963,0.00041013,0.276761928,6.70E-05,177,33,20,0.245393723,0.727272727,0.001974981,0.138380964,0.000205065,3.35E-05,2,0.034361077
2353,YOR297C,11,1,4,3,3.43E-05,4.77E-06,0.227006357,6.87E-06,177,33,5,0.057226729,0.457142857,1.14E-05,0.075668786,1.59E-06,2.29E-06,3,0
2354,YLL006W,17,0,4,3,0.000755469,1.51E-05,0.248302461,4.41E-05,177,33,13,0.170155395,0.62745098,0.000251823,0.082767487,5.04E-06,1.47E-05,3,0.009426875
2355,YJL054W,36,1,4,2,0.000252663,6.09E-05,0.254935862,5.78E-06,177,33,20,0.235515947,0.711111111,0.000126332,0.127467931,3.04E-05,2.89E-06,2,0.041164188
2356,YFL022C,11,1,4,3,0.001072139,3.02E-05,0.248437415,0.000198893,178,39,9,0.090400425,0.542857143,0.00035738,0.082812472,1.01E-05,6.63E-05,3,0.001116356
2357,YKL194C,5,0,5,4,1.01E-06,9.30E-06,0.21538969,1.13E-06,178,39,5,0.05893351,0.513513514,2.53E-07,0.053847422,2.32E-06,2.81E-07,4,0.000202215
2358,YGR024C,1,1,5,5,0,1.54E-06,0.197553808,0,178,39,1,0.009212773,0.4,0,0.039510762,3.07E-07,0,5,0
2359,YPR047W,11,0,5,5,7.20E-06,1.27E-05,0.217376831,1.02E-06,178,39,11,0.086649448,0.558823529,1.44E-06,0.043475366,2.55E-06,2.04E-07,5,0.006114464
2360,YGR171C,16,0,4,4,0.000341576,1.06E-05,0.227288549,2.38E-05,178,39,13,0.124523096,0.59375,8.54E-05,0.056822137,2.66E-06,5.95E-06,4,0.009297806
2361,YPR081C,5,0,4,4,1.46E-05,0.000481685,0.233834663,2.11E-05,178,39,3,0.03254438,0.469135802,3.66E-06,0.058458666,0.000120421,5.27E-06,4,0
2362,YLR382C,28,0,5,4,0.002692737,2.32E-05,0.23709736,5.42E-05,178,39,25,0.206122561,0.730769231,0.000673184,0.05927434,5.80E-06,1.35E-05,4,0.043520203
2363,YOL033W,17,0,5,5,0.000154517,7.52E-06,0.217345823,6.79E-06,178,39,15,0.111365549,0.584615385,3.09E-05,0.043469165,1.50E-06,1.36E-06,5,0.017286879
2364,YHR011W,13,0,5,5,3.43E-05,9.99E-06,0.219064507,3.23E-06,178,39,13,0.109965509,0.584615385,6.85E-06,0.043812901,2.00E-06,6.45E-07,5,0.0113511
2365,YDR268W,10,0,5,5,8.42E-06,4.04E-06,0.213918008,1.42E-06,178,39,10,0.086366004,0.558823529,1.68E-06,0.042783602,8.09E-07,2.84E-07,5,0.003998977
2366,YOR168W,32,1,4,4,0.002289548,0.00034565,0.244412362,2.27E-05,178,39,28,0.24491265,0.791666667,0.000572387,0.061103091,8.64E-05,5.68E-06,4,0.093016342
2367,YBR121C,19,1,4,4,0.000178898,0.000502681,0.240781711,1.27E-05,178,39,17,0.1803846,0.644067797,4.47E-05,0.060195428,0.00012567,3.17E-06,4,0.004340624
2368,YPL160W,34,1,5,4,0.001753151,0.000171712,0.251762503,2.76E-05,178,39,29,0.256840022,0.808510638,0.000438288,0.062940626,4.29E-05,6.90E-06,4,0.047198629
2369,YOR335C,19,1,5,4,0.000264086,3.25E-05,0.230940231,1.69E-05,178,39,18,0.188039179,0.655172414,6.60E-05,0.057735058,8.12E-06,4.23E-06,4,0.006040614
2370,YDR341C,18,1,5,4,2.54E-05,2.70E-05,0.226063304,1.63E-06,178,39,18,0.176587578,0.644067797,6.35E-06,0.056515826,6.74E-06,4.09E-07,4,0.009420017
2371,YIL078W,20,1,5,4,5.75E-05,3.22E-05,0.230381533,2.50E-06,178,39,20,0.189738961,0.678571429,1.44E-05,0.057595383,8.04E-06,6.26E-07,4,0.024145564
2372,YPL040C,10,0,5,5,7.60E-06,1.15E-05,0.219432576,1.49E-06,178,39,10,0.092254891,0.558823529,1.52E-06,0.043886515,2.30E-06,2.98E-07,5,0.003039161
2373,YLR060W,15,1,4,4,0.00037708,0.000638923,0.253507848,4.07E-05,178,39,11,0.107184682,0.575757576,9.43E-05,0.063376962,0.000159731,1.02E-05,4,0.004729804
2374,YDR023W,24,1,5,4,0.000896911,0.000446281,0.25177637,2.59E-05,178,39,21,0.197490434,0.678571429,0.000224228,0.062944093,0.00011157,6.48E-06,4,0.030146164
2375,YER087W,16,0,5,4,3.47E-05,1.62E-05,0.22412356,2.30E-06,178,39,16,0.141896601,0.62295082,8.66E-06,0.05603089,4.05E-06,5.75E-07,4,0.01449069
2376,YGL245W,25,1,5,4,0.000175995,3.43E-05,0.229537009,5.63E-06,178,39,24,0.232159278,0.730769231,4.40E-05,0.057384252,8.57E-06,1.41E-06,4,0.018694362
2377,YHR020W,26,1,4,4,0.003350792,0.000689324,0.256394436,0.000102016,178,39,20,0.198819795,0.666666667,0.000837698,0.064098609,0.000172331,2.55E-05,4,0.010792342
2378,YLL018C,14,1,5,4,0.000750352,2.09E-05,0.230858586,7.51E-05,178,39,13,0.134167172,0.59375,0.000187588,0.057714646,5.22E-06,1.88E-05,4,0.012658133
2379,YHR019C,18,1,5,4,0.000289665,2.40E-05,0.227605437,1.48E-05,178,39,15,0.155985631,0.612903226,7.24E-05,0.056901359,5.99E-06,3.70E-06,4,0.003432731
2380,YGR185C,29,1,5,4,0.000158983,3.81E-05,0.234026213,3.17E-06,178,39,29,0.254164541,0.808510638,3.97E-05,0.058506553,9.52E-06,7.92E-07,4,0.053053936
2381,YGR094W,21,1,4,4,0.000391693,0.000851635,0.242596327,1.73E-05,178,39,18,0.171855349,0.644067797,9.79E-05,0.060649082,0.000212909,4.34E-06,4,0.015593304
2382,YNL073W,17,0,5,4,2.26E-05,2.00E-05,0.224090597,1.59E-06,178,39,17,0.167229106,0.644067797,5.66E-06,0.056022649,4.99E-06,3.98E-07,4,0.009950008
2383,YCR024C,8,0,5,5,4.71E-05,3.99E-06,0.210732562,9.43E-06,178,39,6,0.050796893,0.535211268,9.43E-06,0.042146512,7.98E-07,1.89E-06,5,0.002638574
2384,YPR033C,22,1,4,4,0.001006624,0.000251351,0.246176217,2.23E-05,178,39,19,0.175169987,0.655172414,0.000251656,0.061544054,6.28E-05,5.59E-06,4,0.067445358
2385,YCR011C,1,0,5,5,0,2.11E-06,0.196416294,0,178,39,1,0.012880853,0.447058824,0,0.039283259,4.22E-07,0,5,0
2386,YPL097W,21,0,4,4,0.00073941,8.88E-05,0.233321423,2.50E-05,178,39,16,0.132087579,0.612903226,0.000184852,0.058330356,2.22E-05,6.26E-06,4,0.021934446
2387,YNL247W,14,1,4,4,0.000179127,0.000493537,0.238607298,2.18E-05,178,39,12,0.123660135,0.584615385,4.48E-05,0.059651824,0.000123384,5.46E-06,4,0.003157202
2388,YGR264C,30,1,4,4,0.00166805,0.000460836,0.249685912,3.88E-05,178,39,23,0.221440953,0.716981132,0.000417012,0.062421478,0.000115209,9.70E-06,4,0.021122646
2389,YDR037W,31,1,4,4,0.002436193,0.000401465,0.263139716,5.13E-05,178,39,26,0.235701393,0.76,0.000609048,0.065784929,0.000100366,1.28E-05,4,0.035060527
2390,YPL104W,6,0,5,5,1.26E-05,8.98E-07,0.199816401,5.05E-06,178,39,6,0.036623386,0.481012658,2.53E-06,0.03996328,1.80E-07,1.01E-06,5,0.001663506
2391,YHR091C,10,0,5,5,2.70E-05,9.09E-06,0.216861182,4.24E-06,178,39,10,0.084231172,0.567164179,5.40E-06,0.043372236,1.82E-06,8.48E-07,5,0.005993559
2392,YOL097C,18,1,5,4,2.86E-05,2.52E-05,0.227390309,1.84E-06,178,39,18,0.177746727,0.655172414,7.15E-06,0.056847577,6.29E-06,4.60E-07,4,0.011774158
2393,YGL105W,18,0,5,4,0.000262407,0.000136016,0.239469824,1.90E-05,178,39,16,0.165281914,0.633333333,6.56E-05,0.059867456,3.40E-05,4.76E-06,4,0.006177401
2394,YBL076C,31,1,4,3,0.001312715,0.000437081,0.257680816,2.39E-05,178,39,26,0.231562021,0.76,0.000437572,0.085893605,0.000145694,7.98E-06,3,0.0493453
2395,YNL071W,28,0,4,3,0.00082962,4.21E-06,0.239231695,2.24E-05,179,15,7,0.304622323,0.635338346,0.00027654,0.079743898,1.40E-06,7.46E-06,3,0.001373626
2396,YDR234W,12,0,4,4,0.000359385,2.48E-05,0.232478893,3.50E-05,179,15,5,0.148422301,0.52484472,8.98E-05,0.058119723,6.20E-06,8.75E-06,4,0.002747253
2397,YKR097W,27,0,4,3,0.00028918,1.81E-05,0.238719449,9.06E-06,179,15,5,0.189120396,0.482857143,9.64E-05,0.07957315,6.04E-06,3.02E-06,3,0.004120879
2398,YNL117W,34,0,4,3,0.000709843,3.03E-06,0.241647283,1.27E-05,179,15,8,0.308335482,0.670634921,0.000236614,0.080549094,1.01E-06,4.22E-06,3,0.054029304
2399,YIR031C,25,0,4,3,0.000465854,2.23E-06,0.22972158,1.35E-05,179,15,8,0.308335482,0.670634921,0.000155285,0.07657386,7.43E-07,4.49E-06,3,0.054029304
2400,YDL182W,17,0,5,4,0.000123686,4.18E-07,0.219685683,6.93E-06,179,15,11,0.368791379,0.804761905,3.09E-05,0.054921421,1.04E-07,1.73E-06,4,0.223901099
2401,YBL015W,22,0,4,3,0.000242359,1.41E-06,0.231138754,1.16E-05,179,15,7,0.304622323,0.635338346,8.08E-05,0.077046251,4.68E-07,3.87E-06,3,0.001373626
2402,YAL054C,38,0,4,3,0.001387798,2.30E-06,0.241328335,1.68E-05,179,15,9,0.344160135,0.710084034,0.000462599,0.080442778,7.67E-07,5.60E-06,3,0.05540293
2403,YLR153C,28,1,4,3,0.000510313,1.21E-06,0.233107247,1.48E-05,179,15,8,0.326595663,0.670634921,0.000170104,0.077702416,4.04E-07,4.94E-06,3,0.023351648
2404,YPL188W,8,0,4,4,1.81E-05,1.78E-07,0.223117099,6.62E-06,179,15,0,4.92E-19,0,4.53E-06,0.055779275,4.45E-08,1.66E-06,4,0
2405,YER065C,18,0,4,3,0.000311732,1.18E-06,0.237825182,1.64E-05,179,15,4,0.151174137,0.464285714,0.000103911,0.079275061,3.92E-07,5.48E-06,3,0.001373626
2406,YNR050C,8,0,4,4,0.000312937,1.84E-05,0.225884562,6.53E-05,179,15,5,0.148422301,0.52484472,7.82E-05,0.056471141,4.60E-06,1.63E-05,4,0.002747253
2407,YIL094C,11,0,4,3,0.000420471,1.70E-06,0.233107247,5.77E-05,179,15,5,0.148422301,0.52484472,0.000140157,0.077702416,5.67E-07,1.92E-05,3,0.002747253
2408,YIR034C,7,0,4,4,2.97E-05,3.54E-07,0.213149918,8.41E-06,179,15,4,0.107018043,0.50297619,7.43E-06,0.05328748,8.85E-08,2.10E-06,4,0
2409,YDL131W,16,0,5,4,7.79E-05,4.15E-07,0.219527423,5.39E-06,179,15,10,0.356357112,0.754464286,1.95E-05,0.054881856,1.04E-07,1.35E-06,4,0.133241758
2410,YOR017W,1,0,6,5,0,2.69E-06,0.185000809,0,180,2,1,0.707106781,1,0,0.037000162,5.37E-07,0,5,0
2411,YPL029W,11,0,5,4,0.000491007,0.000439436,0.226983812,3.20E-05,180,2,1,0.707106781,1,0.000122752,0.056745953,0.000109859,8.00E-06,4,0
2412,YOL072W,5,0,5,3,9.28E-06,4.87E-06,0.21755271,6.20E-06,181,2,1,0.707106781,1,3.09E-06,0.07251757,1.62E-06,2.07E-06,3,0
2413,YOR257W,20,1,4,3,0.002519652,0.000129683,0.25519205,7.50E-05,181,2,1,0.707106781,1,0.000839884,0.085064017,4.32E-05,2.50E-05,3,0
2414,YNL004W,5,0,4,4,0,1.66E-05,0.226533849,0,182,13,5,0.227373258,0.631578947,0,0.056633462,4.15E-06,0,4,0
2415,YKL214C,1,0,4,4,0,3.48E-06,0.208692873,0,182,13,1,0.04859633,0.52173913,0,0.052173218,8.69E-07,0,4,0
2416,YDL084W,41,1,3,3,0.004012771,0.001851361,0.282369657,5.21E-05,182,13,10,0.36403052,0.857142857,0.00133759,0.094123219,0.00061712,1.74E-05,3,0.053030303
2417,YDR159W,17,0,4,3,0.000681901,0.000279352,0.253479732,4.32E-05,182,13,6,0.230702156,0.666666667,0.0002273,0.084493244,9.31E-05,1.44E-05,3,0.015151515
2418,YDR381W,51,1,3,3,0.00196717,0.000568685,0.26371661,1.16E-05,182,13,12,0.381644945,1,0.000655723,0.087905537,0.000189562,3.88E-06,3,0.310606061
2419,YPL169C,110,1,3,3,0.006252328,0.019199186,0.286313811,2.75E-05,182,13,6,0.230702156,0.666666667,0.002084109,0.095437937,0.006399729,9.17E-06,3,0.015151515
2420,YNL139C,15,0,3,3,0.000226779,0.000147524,0.244883746,1.27E-05,182,13,10,0.36403052,0.857142857,7.56E-05,0.081627915,4.92E-05,4.23E-06,3,0.053030303
2421,YCL011C,6,0,4,4,1.35E-06,2.17E-05,0.229203229,5.83E-07,182,13,5,0.227373258,0.631578947,3.37E-07,0.057300807,5.43E-06,1.46E-07,4,0
2422,YML062C,6,0,4,4,0,1.67E-05,0.226545076,0,182,13,6,0.260549909,0.666666667,0,0.056636269,4.18E-06,0,4,0
2423,YNL253W,6,0,4,4,0,1.67E-05,0.226545076,0,182,13,6,0.260549909,0.666666667,0,0.056636269,4.18E-06,0,4,0
2424,YKL186C,7,1,4,3,1.12E-05,0.000520716,0.24492311,9.22E-06,182,13,3,0.107349184,0.571428571,3.74E-06,0.081641037,0.000173572,3.07E-06,3,0
2425,YHR167W,8,0,4,4,9.57E-08,1.70E-05,0.226567534,1.31E-08,182,13,8,0.31191401,0.75,2.39E-08,0.056641884,4.24E-06,3.29E-09,4,0.015151515
2426,YDR138W,10,0,4,4,2.42E-05,0.000135262,0.235582126,2.41E-06,182,13,10,0.36403052,0.857142857,6.05E-06,0.058895532,3.38E-05,6.03E-07,4,0.053030303
2427,YEL037C,48,0,3,3,0.004876421,0.001070597,0.273876573,5.87E-05,183,1,0,1,0,0.001625474,0.091292191,0.000356866,1.96E-05,3,0
2428,YBR114W,16,0,4,3,9.62E-05,1.32E-05,0.240477694,9.85E-06,184,8,3,0.199295676,0.636363636,3.21E-05,0.080159231,4.40E-06,3.28E-06,3,0
2429,YLR376C,6,0,4,4,9.54E-06,3.99E-07,0.211268257,2.83E-06,184,8,5,0.369618907,0.777777778,2.38E-06,0.052817064,9.98E-08,7.07E-07,4,0
2430,YDR078C,6,0,4,3,3.27E-06,3.89E-07,0.210567533,9.50E-07,184,8,5,0.369618907,0.777777778,1.09E-06,0.070189178,1.30E-07,3.17E-07,3,0
2431,YHL006C,6,0,4,4,9.68E-06,4.37E-07,0.216307023,2.93E-06,184,8,5,0.369618907,0.777777778,2.42E-06,0.054076756,1.09E-07,7.32E-07,4,0
2432,YER162C,20,0,3,3,0.00045946,1.11E-05,0.239256739,1.71E-05,184,8,7,0.432486948,1,0.000153153,0.079752246,3.70E-06,5.68E-06,3,0.19047619
2433,YJR052W,17,0,4,3,0.000107285,1.56E-05,0.240465043,9.66E-06,184,8,3,0.199295676,0.636363636,3.58E-05,0.080155014,5.21E-06,3.22E-06,3,0
2434,YGR258C,32,0,4,3,0.001583983,1.44E-05,0.250781807,3.02E-05,184,8,7,0.432486948,1,0.000527994,0.083593936,4.82E-06,1.01E-05,3,0.19047619
2435,YIL132C,8,0,4,4,2.23E-05,8.42E-07,0.217884551,4.05E-06,184,8,5,0.369618907,0.777777778,5.57E-06,0.054471138,2.11E-07,1.01E-06,4,0
2436,YNL225C,4,1,6,5,2.29E-07,2.55E-08,0.190410731,1.19E-07,185,8,4,0.27834606,0.7,4.58E-08,0.038082146,5.09E-09,2.39E-08,5,0.015873016
2437,YHR172W,13,1,5,4,4.70E-05,4.35E-06,0.233369071,4.92E-06,185,8,5,0.364753852,0.777777778,1.18E-05,0.058342268,1.09E-06,1.23E-06,4,0.011904762
2438,YDR356W,9,1,5,4,0.000121371,7.95E-07,0.223706749,1.44E-05,185,8,7,0.443373773,1,3.03E-05,0.055926687,1.99E-07,3.61E-06,4,0.178571429
2439,YNL126W,14,1,4,4,0.000353566,5.79E-06,0.249481498,3.41E-05,185,8,5,0.364753852,0.777777778,8.84E-05,0.062370374,1.45E-06,8.52E-06,4,0.011904762
2440,YKL042W,9,1,5,4,0.000328223,7.77E-07,0.223739599,3.68E-05,185,8,6,0.395113181,0.875,8.21E-05,0.0559349,1.94E-07,9.21E-06,4,0.095238095
2441,YPL124W,6,1,5,4,0.00027888,7.04E-07,0.223182462,6.68E-05,185,8,3,0.212831074,0.636363636,6.97E-05,0.055795615,1.76E-07,1.67E-05,4,0
2442,YLR212C,9,1,5,4,1.89E-05,2.97E-06,0.227945943,4.16E-06,185,8,4,0.301510613,0.7,4.73E-06,0.056986486,7.42E-07,1.04E-06,4,0
2443,YAL047C,11,1,5,5,0.000277122,1.89E-06,0.225862239,2.32E-05,185,8,6,0.409307074,0.875,5.54E-05,0.045172448,3.78E-07,4.64E-06,5,0.067460317
2444,YJR084W,8,0,5,4,0.000496288,1.09E-05,0.225494549,3.67E-05,186,2,1,0.707106781,1,0.000124072,0.056373637,2.74E-06,9.18E-06,4,0
2445,YPR045C,1,0,6,5,0,6.68E-08,0.184010306,0,186,2,1,0.707106781,1,0,0.036802061,1.34E-08,0,5,0
2446,YNL188W,6,1,5,4,0.000147875,9.72E-07,0.212733281,3.46E-05,187,5,2,0.350541837,0.666666667,3.70E-05,0.05318332,2.43E-07,8.64E-06,4,0
2447,YGL075C,3,1,5,4,6.86E-05,5.46E-09,0.184359119,3.66E-05,187,5,2,0.350541837,0.666666667,1.71E-05,0.04608978,1.36E-09,9.14E-06,4,0
2448,YPL255W,6,1,6,5,0.000120997,1.99E-08,0.187466678,1.48E-05,187,5,4,0.559032619,1,2.42E-05,0.037493336,3.99E-09,2.96E-06,5,0.333333333
2449,YLR457C,3,1,6,5,1.33E-06,5.04E-09,0.172458027,5.93E-07,187,5,3,0.469959238,0.8,2.67E-07,0.034491605,1.01E-09,1.19E-07,5,0.083333333
2450,YLL003W,4,1,5,4,0.000335541,7.99E-07,0.203553616,0.000117049,187,5,3,0.469959238,0.8,8.39E-05,0.050888404,2.00E-07,2.93E-05,4,0.083333333
2451,YLL040C,6,0,4,4,0.000904998,9.04E-07,0.224024701,0.000230758,188,4,1,0.408248235,0.6,0.00022625,0.056006175,2.26E-07,5.77E-05,4,0
2452,YHR105W,1,0,6,5,0,3.74E-10,0.167399106,0,188,4,1,0.408248235,0.6,0,0.033479821,7.48E-11,0,5,0
2453,YLR253W,1,0,6,5,0,3.74E-10,0.167399106,0,188,4,1,0.408248235,0.6,0,0.033479821,7.48E-11,0,5,0
2454,YOR228C,5,0,5,4,0.00095435,6.12E-08,0.201046798,7.75E-05,188,4,3,0.707106878,1,0.000238587,0.0502617,1.53E-08,1.94E-05,4,1
2455,YPL155C,26,0,4,4,0.000183061,1.50E-05,0.242159356,8.79E-06,189,9,3,0.260996657,0.615384615,4.58E-05,0.060539839,3.76E-06,2.20E-06,4,0
2456,YER016W,32,1,4,4,0.000989204,6.77E-06,0.242454782,1.17E-05,189,9,8,0.478583858,1,0.000247301,0.060613695,1.69E-06,2.92E-06,4,0.363095238
