,protein,degree,inviable,icp55_shell,pim1_shell,betweenness,eigenvector,closeness,bridging,cluster_id,cluster_size,cluster_degree,cluster_eigenvector,cluster_closeness,betweenness/min-shell,closeness/min-shell,eigenvector/min-shell,bridging/min-shell,min-shell,cluster_betweenness
2155,YOR002W,17,0,4,4,0.000456421,9.24E-07,0.207584015,2.13E-05,155,12,8,0.371818228,0.785714286,0.000114105,0.051896004,2.31E-07,5.33E-06,4,0.066060606
2156,YOR067C,16,0,4,4,0.000575091,2.09E-06,0.221742505,3.47E-05,155,12,8,0.371818228,0.785714286,0.000143773,0.055435626,5.22E-07,8.68E-06,4,0.066060606
2157,YGL226C-A,15,0,5,3,0.000132234,2.89E-05,0.222910368,1.09E-05,155,12,6,0.294868517,0.6875,4.41E-05,0.074303456,9.64E-06,3.63E-06,3,0.025454545
2158,YNL219C,14,0,3,3,0.001324332,9.48E-07,0.217221879,7.95E-05,155,12,6,0.305347867,0.611111111,0.000441444,0.072407293,3.16E-07,2.65E-05,3,0
2159,YGL027C,21,0,4,3,0.003888749,4.19E-06,0.220714631,7.51E-05,155,12,7,0.232656179,0.733333333,0.00129625,0.073571544,1.40E-06,2.50E-05,3,0.301818182
2160,YOR336W,13,1,4,4,0.000865161,3.65E-05,0.228973601,8.93E-05,155,12,2,0.04124379,0.458333333,0.00021629,0.0572434,9.12E-06,2.23E-05,4,0
2161,YFR042W,3,1,5,4,3.44E-06,4.32E-08,0.184032531,2.68E-06,155,12,3,0.096603657,0.578947368,8.61E-07,0.046008133,1.08E-08,6.70E-07,4,0.025454545
2162,YBL082C,15,0,4,4,0.000488954,9.47E-07,0.208578599,3.34E-05,155,12,6,0.305347867,0.611111111,0.000122238,0.05214465,2.37E-07,8.35E-06,4,0
2163,YPL227C,18,0,4,3,0.000957235,1.52E-06,0.218092466,4.56E-05,155,12,7,0.342502424,0.647058824,0.000319078,0.072697489,5.08E-07,1.52E-05,3,0.007272727
2164,YPR159W,3,0,5,4,1.18E-05,2.49E-07,0.187412874,8.56E-06,155,12,3,0.053416419,0.47826087,2.94E-06,0.046853219,6.22E-08,2.14E-06,4,0.009090909
2165,YGR227W,21,0,4,3,0.000665437,2.63E-06,0.21101468,1.77E-05,155,12,9,0.383990857,0.846153846,0.000221812,0.070338227,8.76E-07,5.90E-06,3,0.182424242
2166,YGL229C,4,0,4,4,3.04E-06,5.98E-07,0.223542645,4.71E-06,156,8,3,0.297019825,0.636363636,7.59E-07,0.055885661,1.49E-07,1.18E-06,4,0
2167,YNL049C,16,0,4,4,0.000660356,3.98E-06,0.241200992,2.86E-05,156,8,6,0.454655273,0.875,0.000165089,0.060300248,9.94E-07,7.15E-06,4,0.095238095
2168,YHR098C,31,1,4,3,0.004031414,6.11E-05,0.266515072,5.44E-05,156,8,7,0.472625895,1,0.001343805,0.088838357,2.04E-05,1.81E-05,3,0.380952381
2169,YIL109C,27,1,3,4,0.002720094,4.45E-06,0.250356008,4.39E-05,156,8,6,0.454655273,0.875,0.000906698,0.083452003,1.48E-06,1.46E-05,3,0.095238095
2170,YKR028W,4,0,4,4,3.04E-06,5.98E-07,0.223542645,4.71E-06,156,8,3,0.297019825,0.636363636,7.59E-07,0.055885661,1.49E-07,1.18E-06,4,0
2171,YJL126W,6,0,4,3,0.000241686,1.63E-06,0.239231695,0.000130487,156,8,1,0.101581602,0.538461538,8.06E-05,0.079743898,5.43E-07,4.35E-05,3,0
2172,YJL098W,5,0,4,4,2.48E-05,6.08E-07,0.223586382,2.03E-05,156,8,3,0.297019825,0.636363636,6.19E-06,0.055896596,1.52E-07,5.06E-06,4,0
2173,YFR040W,5,0,4,4,2.48E-05,6.08E-07,0.223586382,2.03E-05,156,8,3,0.297019825,0.636363636,6.19E-06,0.055896596,1.52E-07,5.06E-06,4,0
2174,YBL040C,22,1,4,3,0.001087985,3.25E-05,0.246907578,3.31E-05,157,1,0,1,0,0.000362662,0.082302526,1.08E-05,1.10E-05,3,0
2175,YPR181C,46,1,4,3,0.004466348,3.70E-05,0.263367135,3.41E-05,158,1,0,1,0,0.001488783,0.087789045,1.23E-05,1.14E-05,3,0
2176,YDR221W,3,0,4,4,2.28E-05,9.79E-07,0.203771398,4.09E-05,159,3,1,0.500000064,0.666666667,5.71E-06,0.05094285,2.45E-07,1.02E-05,4,0
2177,YNL322C,1,0,5,5,0,1.12E-08,0.179642366,0,159,3,1,0.500000064,0.666666667,0,0.035928473,2.25E-09,0,5,0
2178,YBR229C,11,0,4,4,0.000922958,1.84E-06,0.21897006,3.49E-05,159,3,2,0.70710669,1,0.00023074,0.054742515,4.60E-07,8.73E-06,4,1
2179,YGL215W,10,0,5,4,4.78E-07,1.78E-07,0.211561603,5.06E-08,160,40,10,0.117652853,0.428571429,1.19E-07,0.052890401,4.45E-08,1.26E-08,4,0.001868989
2180,YFL029C,14,1,5,3,0.000312291,9.40E-06,0.243994876,2.63E-05,160,40,6,0.101614329,0.5,0.000104097,0.081331625,3.13E-06,8.78E-06,3,0.051282051
2181,YER167W,4,0,6,5,5.38E-06,5.53E-08,0.205069538,5.04E-06,160,40,3,0.034400998,0.397959184,1.08E-06,0.041013908,1.11E-08,1.01E-06,5,0
2182,YPL219W,13,0,5,3,4.63E-05,8.56E-07,0.233035942,4.26E-06,160,40,12,0.182590327,0.557142857,1.54E-05,0.077678647,2.85E-07,1.42E-06,3,0.012892954
2183,YDR113C,17,1,5,4,2.09E-05,2.79E-06,0.235097464,2.46E-06,160,40,5,0.089180411,0.493670886,5.23E-06,0.058774366,6.97E-07,6.15E-07,4,0.000168691
2184,YOR372C,8,1,5,4,1.94E-05,5.92E-07,0.231337618,5.90E-06,160,40,6,0.091843457,0.506493506,4.84E-06,0.057834405,1.48E-07,1.47E-06,4,0.000347606
2185,YBR160W,112,1,4,3,0.022974788,6.75E-05,0.289909304,4.10E-05,160,40,32,0.387098649,0.847826087,0.007658263,0.096636435,2.25E-05,1.37E-05,3,0.379227568
2186,YGL116W,47,1,5,4,0.003761668,1.70E-05,0.253733,4.23E-05,160,40,14,0.203309407,0.565217391,0.000940417,0.06343325,4.26E-06,1.06E-05,4,0.014092438
2187,YGR108W,25,0,5,3,0.000237695,6.36E-06,0.24787159,1.04E-05,160,40,14,0.228232565,0.590909091,7.92E-05,0.082623863,2.12E-06,3.48E-06,3,0.028974866
2188,YLR182W,22,1,4,4,0.001551897,2.14E-06,0.249549599,4.11E-05,160,40,13,0.14700178,0.557142857,0.000387974,0.0623874,5.35E-07,1.03E-05,4,0.042639524
2189,YDL155W,11,1,5,4,1.88E-05,4.59E-06,0.241608965,6.42E-06,160,40,7,0.131392928,0.527027027,4.71E-06,0.060402241,1.15E-06,1.61E-06,4,0.002236809
2190,YOR083W,9,0,5,4,5.11E-05,5.47E-07,0.23089357,7.81E-06,160,40,8,0.104121398,0.52,1.28E-05,0.057723392,1.37E-07,1.95E-06,4,0.009532913
2191,YPR119W,47,0,5,3,0.002354607,1.70E-05,0.25682661,2.54E-05,160,40,15,0.211602058,0.609375,0.000784869,0.08560887,5.66E-06,8.47E-06,3,0.042186761
2192,YNR009W,3,0,5,5,0,4.74E-08,0.205798928,0,160,40,2,0.0200993,0.364485981,0,0.041159786,9.48E-09,0,5,0
2193,YHR071W,11,0,4,4,0.00061614,5.92E-06,0.229537009,5.15E-05,160,40,9,0.108861479,0.423913043,0.000154035,0.057384252,1.48E-06,1.29E-05,4,0.001338817
2194,YGL003C,36,1,5,4,0.000845095,1.49E-05,0.251734773,1.02E-05,160,40,11,0.155913025,0.534246575,0.000211274,0.062933693,3.72E-06,2.55E-06,4,0.054989017
2195,YDL056W,13,0,5,4,0.000336013,1.46E-06,0.238495252,2.36E-05,160,40,9,0.105640586,0.527027027,8.40E-05,0.059623813,3.65E-07,5.91E-06,4,0.021283103
2196,YPL031C,36,0,4,3,0.007947126,1.79E-05,0.267200561,9.93E-05,160,40,19,0.25824384,0.629032258,0.002649042,0.089066854,5.97E-06,3.31E-05,3,0.085386268
2197,YJL187C,29,0,4,3,0.001869805,1.58E-05,0.265925883,4.55E-05,160,40,13,0.197369005,0.590909091,0.000623268,0.088641961,5.28E-06,1.52E-05,3,0.019589401
2198,YPL267W,1,0,6,5,0,9.10E-08,0.201117564,0,160,40,1,0.01240356,0.351351351,0,0.040223513,1.82E-08,0,5,0
2199,YLR131C,11,0,5,4,0.000853715,6.03E-07,0.232042236,9.51E-05,160,40,6,0.088591401,0.506493506,0.000213429,0.058010559,1.51E-07,2.38E-05,4,0.000740195
2200,YBR135W,35,1,4,3,0.001011939,1.49E-05,0.26143903,2.00E-05,160,40,16,0.244899342,0.6,0.000337313,0.087146343,4.96E-06,6.66E-06,3,0.032911329
2201,YAL040C,15,0,5,4,0.001827633,1.04E-06,0.237023593,0.000110328,160,40,12,0.172214064,0.573529412,0.000456908,0.059255898,2.59E-07,2.76E-05,4,0.03826989
2202,YGR109C,10,0,5,3,2.35E-05,5.08E-06,0.23843305,8.06E-06,160,40,5,0.09193479,0.4875,7.84E-06,0.079477683,1.69E-06,2.69E-06,3,0.000122684
2203,YDL127W,9,0,5,4,4.55E-05,5.81E-07,0.229467871,7.02E-06,160,40,9,0.127958187,0.534246575,1.14E-05,0.057366968,1.45E-07,1.75E-06,4,0.00929258
2204,YGL134W,7,0,5,4,2.93E-07,1.64E-07,0.211532232,6.93E-08,160,40,7,0.083430576,0.414893617,7.34E-08,0.052883058,4.10E-08,1.73E-08,4,0.000680119
2205,YLR210W,12,0,5,4,2.39E-05,4.87E-06,0.242031134,6.99E-06,160,40,7,0.131392928,0.527027027,5.99E-06,0.060507784,1.22E-06,1.75E-06,4,0.002236809
2206,YLR079W,26,0,4,4,0.001905779,1.10E-05,0.256078431,5.23E-05,160,40,14,0.204769001,0.565217391,0.000476445,0.064019608,2.75E-06,1.31E-05,4,0.018432834
2207,YDL179W,9,0,5,4,4.55E-05,5.81E-07,0.229467871,7.02E-06,160,40,9,0.127958187,0.534246575,1.14E-05,0.057366968,1.45E-07,1.75E-06,4,0.00929258
2208,YNL289W,9,0,5,4,4.33E-05,5.48E-07,0.229502435,6.05E-06,160,40,8,0.119297652,0.527027027,1.08E-05,0.057375609,1.37E-07,1.51E-06,4,0.006852866
2209,YDR146C,16,0,5,4,0.000817631,1.01E-06,0.237577963,5.08E-05,160,40,10,0.146519624,0.534246575,0.000204408,0.059394491,2.53E-07,1.27E-05,4,0.008465706
2210,YPR120C,20,1,5,3,0.0001856,1.04E-05,0.243241805,1.19E-05,160,40,11,0.16306924,0.549295775,6.19E-05,0.081080602,3.47E-06,3.98E-06,3,0.015451605
2211,YOL128C,2,0,5,3,0,1.93E-07,0.203880464,0,160,40,1,0.00808389,0.336206897,0,0.067960155,6.45E-08,0,3,0
2212,YMR199W,8,0,5,4,2.17E-05,6.80E-07,0.232030457,6.24E-06,160,40,6,0.102745477,0.506493506,5.41E-06,0.058007614,1.70E-07,1.56E-06,4,0.001865776
2213,YNL068C,10,0,5,4,2.54E-05,6.00E-07,0.231138754,3.70E-06,160,40,8,0.10615709,0.52,6.35E-06,0.057784689,1.50E-07,9.25E-07,4,0.001504928
2214,YPL256C,22,0,4,3,0.000670371,5.66E-06,0.24974048,2.70E-05,160,40,13,0.203607662,0.582089552,0.000223457,0.083246827,1.89E-06,8.99E-06,3,0.026897156
2215,YER059W,13,0,5,3,4.63E-05,8.56E-07,0.233035942,4.26E-06,160,40,12,0.182590327,0.557142857,1.54E-05,0.077678647,2.85E-07,1.42E-06,3,0.012892954
2216,YER111C,22,1,5,4,0.001958405,6.77E-06,0.248883807,4.39E-05,160,40,13,0.156077574,0.557142857,0.000489601,0.062220952,1.69E-06,1.10E-05,4,0.026312138
2217,YIL050W,7,0,5,4,2.68E-05,5.70E-07,0.229318216,6.84E-06,160,40,7,0.099211144,0.52,6.71E-06,0.057329554,1.43E-07,1.71E-06,4,0.005338591
2218,YOL001W,19,0,5,3,0.002090879,1.10E-06,0.236068791,7.50E-05,160,40,13,0.188738567,0.565217391,0.00069696,0.078689597,3.66E-07,2.50E-05,3,0.021149123
2219,YLR095C,7,0,5,3,3.83E-08,6.90E-07,0.203517364,7.85E-09,161,7,5,0.404509044,0.857142857,1.28E-08,0.067839121,2.30E-07,2.62E-09,3,0
2220,YDR121W,44,0,5,3,0.00196297,4.86E-05,0.247603055,1.54E-05,161,7,6,0.418279862,1,0.000654323,0.082534352,1.62E-05,5.15E-06,3,0.333333333
2221,YGL133W,7,0,5,3,3.83E-08,6.90E-07,0.203517364,7.85E-09,161,7,5,0.404509044,0.857142857,1.28E-08,0.067839121,2.30E-07,2.62E-09,3,0
2222,YMR044W,6,0,5,3,0,6.60E-07,0.203508303,0,161,7,5,0.404509044,0.857142857,0,0.067836101,2.20E-07,0,3,0
2223,YPL216W,1,0,6,4,0,2.97E-07,0.198471625,0,161,7,1,0.083091055,0.545454545,0,0.049617906,7.42E-08,0,4,0
2224,YJL065C,27,0,5,3,0.00068067,4.02E-05,0.240832455,1.91E-05,161,7,5,0.404509044,0.857142857,0.00022689,0.080277485,1.34E-05,6.36E-06,3,0
2225,YFR013W,6,0,5,3,0,6.60E-07,0.203508303,0,161,7,5,0.404509044,0.857142857,0,0.067836101,2.20E-07,0,3,0
2226,YJL026W,36,1,4,3,0.002001876,4.61E-05,0.262806876,3.10E-05,162,6,5,0.461137153,1,0.000667292,0.087602292,1.54E-05,1.03E-05,3,0.15
2227,YIL066C,40,0,4,3,0.001406009,5.38E-05,0.26332162,2.62E-05,162,6,5,0.461137153,1,0.00046867,0.087773873,1.79E-05,8.72E-06,3,0.15
2228,YML058W-A,2,0,5,4,0,6.11E-07,0.209199085,0,162,6,2,0.21951269,0.625,0,0.052299771,1.53E-07,0,4,0
2229,YER070W,44,1,4,4,0.002359386,5.25E-05,0.264143311,4.68E-05,162,6,4,0.418934852,0.833333333,0.000589847,0.066035828,1.31E-05,1.17E-05,4,0
2230,YJR057W,11,1,4,4,5.30E-05,8.30E-06,0.238794274,1.03E-05,162,6,4,0.418934852,0.833333333,1.32E-05,0.059698569,2.07E-06,2.57E-06,4,0
2231,YGR180C,28,0,4,3,0.001269147,3.28E-05,0.2612,4.11E-05,162,6,4,0.418934852,0.833333333,0.000423049,0.087066667,1.09E-05,1.37E-05,3,0
2232,YFL009W,23,1,4,4,0.000808919,9.63E-06,0.247643298,2.71E-05,163,3,2,0.577350269,1,0.00020223,0.061910825,2.41E-06,6.79E-06,4,0
2233,YER116C,14,0,5,4,0.000172048,2.08E-06,0.226702376,1.39E-05,163,3,2,0.577350269,1,4.30E-05,0.056675594,5.20E-07,3.46E-06,4,0
2234,YDL013W,15,1,4,4,0.000505813,9.90E-06,0.239960103,3.45E-05,163,3,2,0.577350269,1,0.000126453,0.059990026,2.47E-06,8.63E-06,4,0
2235,YFR028C,43,1,5,4,0.004106737,2.76E-05,0.260337168,3.56E-05,164,14,12,0.402210511,0.928571429,0.001026684,0.065084292,6.90E-06,8.91E-06,4,0.315430403
2236,YKR101W,7,0,4,4,6.62E-06,4.73E-06,0.231138754,3.59E-06,164,14,2,0.089836149,0.52,1.65E-06,0.057784689,1.18E-06,8.98E-07,4,0
2237,YPR111W,5,1,6,5,0,1.87E-07,0.207782172,0,164,14,5,0.243287081,0.619047619,0,0.041556434,3.73E-08,0,5,0
2238,YIL106W,14,1,5,4,0.00027858,8.75E-07,0.235230548,2.00E-05,164,14,7,0.296739668,0.684210526,6.96E-05,0.058807637,2.19E-07,5.00E-06,4,0.029822955
2239,YAR019C,13,1,5,4,3.33E-05,4.36E-07,0.221570528,2.60E-06,164,14,9,0.361185211,0.764705882,8.32E-06,0.055392632,1.09E-07,6.50E-07,4,0.070985958
2240,YOR195W,10,0,5,4,3.53E-05,2.78E-06,0.231068648,9.20E-06,164,14,3,0.13580716,0.541666667,8.83E-06,0.057767162,6.95E-07,2.30E-06,4,0
2241,YKR010C,7,0,5,4,0.000212592,1.97E-06,0.229421803,5.40E-05,164,14,3,0.109660995,0.541666667,5.31E-05,0.057355451,4.92E-07,1.35E-05,4,0
2242,YML064C,17,1,5,4,0.000471827,1.06E-06,0.236692212,2.17E-05,164,14,9,0.361185211,0.764705882,0.000117957,0.059173053,2.64E-07,5.43E-06,4,0.070985958
2243,YOR373W,6,1,5,5,9.04E-07,2.43E-07,0.209361975,4.81E-07,164,14,3,0.140433966,0.481481481,1.81E-07,0.041872395,4.86E-08,9.62E-08,5,0
2244,YAL024C,18,0,5,4,0.000908825,1.12E-06,0.245699849,3.93E-05,164,14,7,0.300916886,0.684210526,0.000227206,0.061424962,2.81E-07,9.84E-06,4,0.026602564
2245,YGR092W,15,0,5,4,0.000275463,5.52E-07,0.229008016,1.72E-05,164,14,8,0.34417713,0.722222222,6.89E-05,0.057252004,1.38E-07,4.30E-06,4,0.020512821
2246,YDR110W,6,0,5,4,2.80E-05,1.45E-06,0.226275927,1.06E-05,164,14,4,0.143863244,0.565217391,7.00E-06,0.056568982,3.62E-07,2.66E-06,4,0.008974359
2247,YJL076W,15,1,5,4,0.000211107,4.03E-06,0.243890727,1.59E-05,164,14,7,0.249712536,0.684210526,5.28E-05,0.060972682,1.01E-06,3.98E-06,4,0.078021978
2248,YHR152W,8,0,6,5,8.22E-06,3.98E-07,0.21673779,1.82E-06,164,14,7,0.282402113,0.684210526,1.64E-06,0.043347558,7.96E-08,3.65E-07,5,0.04532967
2249,YGR098C,57,1,5,4,0.001103226,4.11E-05,0.256610341,1.00E-05,165,2,1,0.707106781,1,0.000275807,0.064152585,1.03E-05,2.51E-06,4,0
2250,YMR001C,62,1,5,4,0.003571273,3.01E-05,0.258950827,2.29E-05,165,2,1,0.707106781,1,0.000892818,0.064737707,7.52E-06,5.71E-06,4,0
2251,YPL209C,54,1,4,3,0.003294052,4.25E-05,0.260663777,2.99E-05,166,5,4,0.510036419,1,0.001098017,0.086887926,1.42E-05,9.97E-06,3,0.166666667
2252,YJR089W,8,1,5,4,0.000485936,2.36E-06,0.222141226,5.58E-05,166,5,4,0.510036419,1,0.000121484,0.055535306,5.90E-07,1.40E-05,4,0.166666667
2253,YBR156C,6,0,5,4,3.99E-05,4.91E-07,0.220087631,1.08E-05,166,5,3,0.439041901,0.8,9.97E-06,0.055021908,1.23E-07,2.70E-06,4,0
2254,YHR199C-A,3,1,5,4,0,2.77E-07,0.2073392,0,166,5,3,0.439041901,0.8,0,0.0518348,6.93E-08,0,4,0
2255,YIL144W,54,1,4,3,0.0045381,0.000129531,0.269167354,4.60E-05,166,5,2,0.306936673,0.666666667,0.0015127,0.089722451,4.32E-05,1.53E-05,3,0
2256,YDR374W-A,4,0,5,4,0,9.66E-09,0.178046975,0,167,35,4,0.051399439,0.425,0,0.044511744,2.42E-09,0,4,0
2257,YDR016C,12,1,5,4,7.61E-06,4.50E-08,0.188494845,7.30E-07,167,35,12,0.130162435,0.596491228,1.90E-06,0.047123711,1.13E-08,1.82E-07,4,0.014120411
2258,YPL233W,8,1,5,4,3.02E-06,8.38E-08,0.196864637,6.85E-07,167,35,8,0.087419325,0.492753623,7.56E-07,0.049216159,2.10E-08,1.71E-07,4,0.002703506
2259,YBR211C,20,1,4,3,0.000333965,2.06E-06,0.219232614,1.26E-05,167,35,18,0.243175565,0.68,0.000111322,0.073077538,6.86E-07,4.20E-06,3,0.031049941
2260,YGR113W,16,1,5,4,0.00115439,2.88E-06,0.221720993,7.21E-05,167,35,12,0.126957253,0.53968254,0.000288597,0.055430248,7.21E-07,1.80E-05,4,0.005897207
2261,YFR046C,8,0,5,4,2.34E-05,6.11E-08,0.190943648,4.31E-06,167,35,8,0.094874331,0.5,5.86E-06,0.047735912,1.53E-08,1.08E-06,4,0.011029271
2262,YJR135C,15,1,4,3,0.000348824,1.09E-06,0.21539984,2.24E-05,167,35,14,0.206486889,0.62962963,0.000116275,0.071799947,3.64E-07,7.46E-06,3,0.018887262
2263,YOL069W,26,1,5,4,0.00074209,1.60E-05,0.236276233,2.94E-05,167,35,9,0.100368027,0.566666667,0.000185522,0.059069058,4.01E-06,7.36E-06,4,0.020274633
2264,YIR010W,31,1,5,4,0.00094447,1.32E-06,0.22312799,1.04E-05,167,35,25,0.28219029,0.790697674,0.000236118,0.055781997,3.29E-07,2.61E-06,4,0.177883661
2265,YDR318W,16,0,4,3,5.43E-05,1.11E-06,0.215409991,3.58E-06,167,35,15,0.225817632,0.641509434,1.81E-05,0.07180333,3.69E-07,1.19E-06,3,0.008017826
2266,YPL018W,19,0,4,3,0.000234115,2.23E-06,0.227367688,1.22E-05,167,35,16,0.232258981,0.653846154,7.80E-05,0.075789229,7.42E-07,4.06E-06,3,0.018820613
2267,YKL089W,10,1,4,3,1.26E-05,1.07E-06,0.214530436,2.91E-06,167,35,9,0.152639098,0.576271186,4.19E-06,0.071510145,3.55E-07,9.72E-07,3,0.000252525
2268,YDR383C,12,0,5,4,0,1.93E-07,0.20311042,0,167,35,12,0.197097337,0.607142857,0,0.050777605,4.82E-08,0,4,0
2269,YAL034W-A,18,1,5,4,0.00014187,1.37E-06,0.219643458,7.17E-06,167,35,16,0.196168146,0.641509434,3.55E-05,0.054910864,3.41E-07,1.79E-06,4,0.028830394
2270,YLR381W,17,0,5,4,0.000105803,2.27E-07,0.205336687,4.92E-06,167,35,16,0.228877437,0.653846154,2.65E-05,0.051334172,5.67E-08,1.23E-06,4,0.02488321
2271,YGR140W,12,1,5,4,0.000164135,8.44E-07,0.225072628,1.33E-05,167,35,4,0.071992725,0.515151515,4.10E-05,0.056268157,2.11E-07,3.32E-06,4,0
2272,YDR201W,12,1,5,4,2.52E-05,1.34E-07,0.193415986,2.40E-06,167,35,12,0.118490937,0.566666667,6.30E-06,0.048353997,3.36E-08,6.00E-07,4,0.013067352
2273,YLR315W,14,0,4,4,0.000679142,4.80E-06,0.220204259,6.19E-05,167,35,12,0.197097337,0.607142857,0.000169786,0.055051065,1.20E-06,1.55E-05,4,0
2274,YBR233W-A,11,1,5,4,6.81E-07,3.70E-08,0.187290011,7.47E-08,167,35,11,0.112048126,0.53125,1.70E-07,0.046822503,9.26E-09,1.87E-08,4,0.000363933
2275,YKR037C,13,1,5,4,0.000528083,1.08E-06,0.217242526,4.62E-05,167,35,11,0.112048126,0.53125,0.000132021,0.054310632,2.71E-07,1.15E-05,4,0.000363933
2276,YDR254W,27,0,4,3,0.000746935,1.24E-06,0.217087766,1.49E-05,167,35,25,0.299345684,0.790697674,0.000248978,0.072362589,4.13E-07,4.98E-06,3,0.156737002
2277,YKL052C,13,1,5,4,8.56E-06,5.09E-08,0.188502619,6.75E-07,167,35,13,0.135818642,0.607142857,2.14E-06,0.047125655,1.27E-08,1.69E-07,4,0.034925858
2278,YDR532C,2,1,6,5,0,2.96E-08,0.192536119,0,167,35,2,0.02489629,0.453333333,0,0.038507224,5.92E-09,0,5,0
2279,YDR320C-A,11,1,5,4,6.81E-07,3.70E-08,0.187290011,7.47E-08,167,35,11,0.112048126,0.53125,1.70E-07,0.046822503,9.26E-09,1.87E-08,4,0.000363933
2280,YBR107C,23,0,5,4,0.00017255,2.27E-07,0.20363523,4.65E-06,167,35,23,0.281648372,0.755555556,4.31E-05,0.050908807,5.68E-08,1.16E-06,4,0.130548512
2281,YKL138C-A,10,1,6,5,0,2.95E-08,0.184277363,0,167,35,10,0.092832486,0.507462687,0,0.036855473,5.90E-09,0,5,0
2282,YKR083C,12,1,5,4,0.000144588,2.89E-07,0.199284998,1.39E-05,167,35,11,0.112048126,0.53125,3.61E-05,0.04982125,7.22E-08,3.48E-06,4,0.000363933
2283,YJR112W,8,1,5,4,6.01E-06,1.57E-07,0.199668021,1.51E-06,167,35,8,0.098607049,0.5,1.50E-06,0.049917005,3.92E-08,3.78E-07,4,0.002874332
2284,YER018C,18,1,5,4,0.000318636,4.12E-06,0.225951557,2.21E-05,167,35,7,0.06378578,0.5,7.97E-05,0.056487889,1.03E-06,5.52E-06,4,0.002859188
2285,YGR179C,15,1,5,4,1.19E-05,2.02E-07,0.203137499,8.27E-07,167,35,15,0.221631037,0.641509434,2.97E-06,0.050784375,5.06E-08,2.07E-07,4,0.014420792
2286,YMR117C,10,1,5,4,9.17E-05,9.67E-07,0.215653897,1.42E-05,167,35,9,0.088114221,0.576271186,2.29E-05,0.053913474,2.42E-07,3.56E-06,4,0.014616939
2287,YPR046W,15,0,5,4,6.67E-05,2.01E-07,0.203137499,4.11E-06,167,35,15,0.219079256,0.641509434,1.67E-05,0.050784375,5.03E-08,1.03E-06,4,0.021441934
2288,YGL093W,15,1,5,4,0.000842478,3.52E-06,0.236594203,4.77E-05,167,35,9,0.080755825,0.507462687,0.000210619,0.059148551,8.80E-07,1.19E-05,4,0.009011332
2289,YGL061C,11,1,5,4,6.81E-07,3.70E-08,0.187290011,7.47E-08,167,35,11,0.112048126,0.53125,1.70E-07,0.046822503,9.26E-09,1.87E-08,4,0.000363933
2290,YKL049C,39,1,4,3,0.003178406,1.68E-05,0.249318207,3.53E-05,167,35,17,0.23573589,0.666666667,0.001059469,0.083106069,5.60E-06,1.18E-05,3,0.024687951
2291,YOR074C,50,1,4,4,0.003637284,4.72E-05,0.254978524,3.46E-05,168,1,0,1,0,0.000909321,0.063744631,1.18E-05,8.66E-06,4,0
2292,YLR442C,34,0,4,3,0.000676353,4.42E-05,0.248504947,1.86E-05,169,3,1,0.707106781,0.5,0.000225451,0.082834982,1.47E-05,6.22E-06,3,0
2293,YPL015C,10,0,4,4,0.000281923,7.57E-07,0.227832328,5.42E-05,169,3,0,2.70E-06,0,7.05E-05,0.056958082,1.89E-07,1.35E-05,4,0
2294,YDL042C,39,0,4,3,0.007142692,0.000188342,0.272391395,9.89E-05,169,3,1,0.707106781,0.5,0.002380897,0.090797132,6.28E-05,3.30E-05,3,0
2295,YOR374W,25,0,4,3,0.002938423,9.60E-07,0.244818167,9.28E-05,170,6,0,0.40824829,0,0.000979474,0.081606056,3.20E-07,3.09E-05,3,0
2296,YMR169C,39,0,3,4,0.001882438,3.63E-06,0.249508734,2.19E-05,170,6,0,0.40824829,0,0.000627479,0.083169578,1.21E-06,7.29E-06,3,0
2297,YPL061W,23,0,3,4,0.000604554,1.37E-06,0.236129765,1.97E-05,170,6,0,0.40824829,0,0.000201518,0.078709922,4.57E-07,6.57E-06,3,0
2298,YER073W,17,0,4,4,0.000672197,3.88E-07,0.233500204,4.15E-05,170,6,0,0.40824829,0,0.000168049,0.058375051,9.70E-08,1.04E-05,4,0
2299,YMR170C,14,0,4,4,0.000148496,1.77E-07,0.228093812,1.22E-05,170,6,0,0.40824829,0,3.71E-05,0.057023453,4.43E-08,3.05E-06,4,0
2300,YMR110C,23,0,4,4,0.001557473,5.26E-07,0.240857835,5.29E-05,170,6,0,0.40824829,0,0.000389368,0.060214459,1.32E-07,1.32E-05,4,0
2301,YML070W,6,0,4,4,0.000104363,1.29E-06,0.220469782,4.48E-05,171,6,3,0.385963437,0.714285714,2.61E-05,0.055117446,3.23E-07,1.12E-05,4,0
2302,YFL053W,6,0,4,4,0.000104363,1.29E-06,0.220469782,4.48E-05,171,6,3,0.385963437,0.714285714,2.61E-05,0.055117446,3.23E-07,1.12E-05,4,0
2303,YIL155C,16,0,4,3,0.001925337,6.38E-07,0.228230477,6.57E-05,171,6,5,0.496297031,1,0.000641779,0.076076826,2.13E-07,2.19E-05,3,0.433333333
2304,YBR230C,2,0,4,4,0,2.59E-08,0.202804029,0,171,6,1,0.133756859,0.555555556,0,0.050701007,6.48E-09,0,4,0
2305,YOL059W,8,0,5,4,3.97E-05,3.71E-08,0.199772737,5.52E-06,171,6,4,0.467901064,0.833333333,9.91E-06,0.049943184,9.26E-09,1.38E-06,4,0.033333333
