,0
4932.YNL169C,8.358723170415521e-05
4932.YKL207W,0.0001718002633648282
4932.YGR001C,7.488957558810284e-05
4932.YIL064W,6.501833096848188e-05
4932.YJL080C,0.00011487019090270428
4932.YML068W,0.00014725539457689505
4932.YER042W,0.00030552965915909083
4932.YOR388C,2.3708545753426474e-05
4932.YOR201C,6.483470148328048e-05
4932.YDL166C,0.0001834669748792593
4932.YOR212W,0.00018887929624695137
4932.YGR285C,3.276184635147819e-05
4932.YNR051C,7.896338852626095e-05
4932.YHR096C,1.4528713484285613e-05
4932.YBR121C,1.2698912422661105e-05
4932.YDL219W,5.606172531278646e-05
4932.YHR171W,3.3825995752412724e-05
4932.YIL098C,0.0
4932.YLL042C,9.326607887036755e-06
4932.YNR007C,1.6062407745321078e-05
4932.YMR159C,5.937817725999767e-06
4932.YNL223W,8.344709173768929e-06
4932.YPL154C,0.00015041826605282713
4932.YLR081W,1.740243799488072e-05
4932.YLL018C,7.511585605915023e-05
4932.YER068W,3.646712459337592e-05
4932.YOL004W,1.7107398321385648e-05
4932.YDR252W,3.661287108361018e-05
4932.YNL163C,6.177266663607019e-07
4932.YPR088C,6.678096153228829e-05
4932.YGR182C,0.00028929306525953116
4932.YOL102C,0.0
4932.YAR008W,2.8065234394721016e-05
4932.YJL087C,2.7466494918350268e-05
4932.YHR067W,1.691188659950444e-05
4932.YBL047C,3.354080240293252e-05
4932.YFR024C-A,0.00011825751276671596
4932.YGR136W,4.7009710041703713e-05
4932.YJL020C,6.138249680440518e-06
4932.YJL100W,1.6770024592268204e-05
4932.YKL013C,3.465747647401513e-07
4932.YKR055W,8.286896282996905e-06
4932.YPR154W,0.0
4932.YPR042C,0.00017501640778823014
4932.YNL197C,0.0001992699547660432
4932.YPL184C,0.0
4932.YKR066C,1.9161093413522497e-05
4932.YAL047C,2.3204469412974894e-05
4932.YJL019W,0.00010850236705285996
4932.YPL255W,1.4815955126984271e-05
4932.YDL168W,5.914712960480787e-06
4932.YDR441C,2.1843142814142583e-05
4932.YER043C,2.4566396610323554e-05
4932.YGL256W,4.221965330895646e-05
4932.YHR113W,9.205533001812546e-05
4932.YLR209C,2.520166214499472e-05
4932.YML022W,2.1843142814142583e-05
4932.YOR360C,9.832733206286345e-05
4932.YPR002W,0.0
4932.YDR430C,0.00011640520051910266
4932.YER019W,0.0003199175785138916
4932.YDR004W,2.9176233022355847e-06
4932.YBL088C,3.479769690006031e-05
4932.YBR073W,6.236993194740066e-07
4932.YBR136W,1.3945880811864709e-05
4932.YPL022W,7.556705493102745e-06
4932.YHR154W,1.5506953648614247e-05
4932.YOR346W,2.071678211608929e-06
4932.YER179W,1.113470752603195e-05
4932.YOR005C,6.09982192486614e-06
4932.YIR002C,2.5188348988835663e-05
4932.YML095C,9.07611422760016e-06
4932.YDR386W,1.0264831001515786e-05
4932.YPL167C,7.870838595897399e-06
4932.YDR076W,1.569883397889562e-06
4932.YLR234W,3.891258674680175e-06
4932.YDR381W,1.16412886856044e-05
4932.YAR002W,1.2542274521651914e-05
4932.YCL011C,5.833341430315301e-07
4932.YDL084W,5.2107300198529705e-05
4932.YDL088C,3.983625219816298e-06
4932.YDR138W,2.4114201380957193e-06
4932.YDR301W,0.00014560321943740968
4932.YIL149C,4.148584724436804e-06
4932.YNL253W,0.0
4932.YIL115C,1.6008077872237426e-05
4932.YML062C,0.0
4932.YKL057C,1.9526134267378885e-06
4932.YDR457W,0.0002120903249697868
4932.YKL186C,9.217886554094179e-06
4932.YLR115W,1.0053586655377231e-05
4932.YKL214C,0.0
4932.YNL139C,1.2675476568960025e-05
4932.YOR046C,1.5648828252194734e-05
4932.YJL061W,2.3298953742607916e-06
4932.YNL004W,0.0
4932.YHR167W,1.3141775966396707e-08
4932.YER142C,2.351071134573928e-05
4932.YDL200C,1.8067823627119282e-06
4932.YBR133C,0.00019481932744358735
4932.YOR304W,1.0741411580451127e-05
4932.YHR207C,9.552325957723225e-05
4932.YDR217C,8.217993647618939e-06
4932.YBR034C,5.0120190729942326e-05
4932.YAL024C,3.9345008445929974e-05
4932.YMR055C,1.5951301125958743e-05
4932.YOR195W,9.204379275354547e-06
4932.YHR152W,1.8225800314937639e-06
4932.YJR053W,1.057365564081472e-05
4932.YHR158C,5.089816003246895e-06
4932.YAR019C,2.6013712910054345e-06
4932.YOR233W,0.0001453503477228197
4932.YML064C,2.172023945115554e-05
4932.YGR092W,1.7203451073715334e-05
4932.YGR238C,1.6073366153314544e-06
4932.YIL106W,1.9987994107159445e-05
4932.YBR186W,5.193127218675351e-05
4932.YDL154W,1.0331094175143773e-05
4932.YGL033W,1.7205737263350903e-07
4932.YOR351C,2.6515531478582308e-05
4932.YHR124W,4.2659887931465245e-05
4932.YFL003C,9.519773240703346e-06
4932.YIL072W,3.7273290678701995e-05
4932.YGL183C,4.9162727462759505e-06
4932.YDL207W,2.210399075987627e-05
4932.YDR192C,3.6147740188101096e-06
4932.YMR255W,0.0
4932.YJR024C,0.0
4932.YEL038W,6.11304401333818e-05
4932.YMR009W,8.156950524031473e-05
4932.YPR118W,5.38589838281316e-05
4932.YML004C,0.0002502177301967992
4932.YDR533C,7.488097877480995e-06
4932.YHR104W,7.077268930183682e-05
4932.YOL151W,0.0001731024845671746
4932.YOR391C,2.124593039599148e-05
4932.YMR322C,2.1245930395991482e-05
4932.YPL280W,2.495807848557294e-06
4932.YDR419W,3.563459451790409e-05
4932.YCR014C,1.5572865021683812e-05
4932.YDR097C,6.905816562998037e-06
4932.YIL139C,3.772207235314903e-07
4932.YLR032W,2.787267340668299e-06
4932.YMR076C,5.156733910778356e-05
4932.YJR006W,3.593667607537888e-06
4932.YOL022C,2.5627587303688327e-06
4932.YBL074C,8.574652586428377e-06
4932.YHR156C,0.0
4932.YER172C,1.4694165455708715e-05
4932.YPR082C,1.4773751286487088e-07
4932.YGR006W,8.114904803282253e-07
4932.YAL032C,2.483789059949534e-05
4932.YBL026W,4.025107225515328e-06
4932.YBR065C,4.5995937961895865e-07
4932.YBR152W,6.68432018486215e-08
4932.YBR237W,7.718797666031449e-07
4932.YCR063W,2.496021275114848e-07
4932.YDL098C,5.6480403983583486e-08
4932.YDL209C,1.4384924352917835e-05
4932.YDR088C,1.3081543941020774e-06
4932.YDR163W,2.726081255110281e-07
4932.YDR364C,4.020666321616028e-06
4932.YDR378C,5.159243230012344e-06
4932.YDR473C,1.4375403814870446e-06
4932.YDR482C,4.939291655931273e-08
4932.YER013W,2.6402746239716466e-06
4932.YER112W,6.991414053110965e-06
4932.YER146W,3.808163071229762e-06
4932.YGL174W,2.1252049791471755e-07
4932.YGL195W,5.0034037082591e-05
4932.YGR091W,1.4529179151898051e-05
4932.YGR278W,6.670966099355502e-07
4932.YIR005W,2.4782857729444987e-07
4932.YJR022W,3.6649967257256387e-06
4932.YLL036C,4.460457860387942e-06
4932.YLR016C,1.2186739609770676e-07
4932.YLR323C,2.4690044052027244e-08
4932.YLR438C-A,5.335739883741765e-06
4932.YNL245C,2.624636339151881e-07
4932.YPL064C,1.7489668888702456e-07
4932.YNL138W-A,6.735272897667028e-07
4932.YNL147W,3.5369733739901693e-06
4932.YPR178W,1.1179006504148447e-06
4932.YNL286W,1.510248214221084e-06
4932.YPL151C,4.902511125324515e-07
4932.YNR011C,2.0567870998119665e-06
4932.YBR228W,8.511738748560706e-07
4932.YCR092C,3.6338000062678437e-06
4932.YDR014W-A,0.0
4932.YER041W,2.44027043772527e-06
4932.YOR144C,2.3826469647861015e-05
4932.YJR059W,2.4230784782001503e-05
4932.YNL250W,5.967047332001458e-06
4932.YMR224C,4.7526017183759705e-06
4932.YIL132C,4.046970716216391e-06
4932.YOR368W,2.57628054981085e-06
4932.YML061C,5.128882273428692e-06
4932.YPL024W,2.1201237231787163e-06
4932.YGR258C,3.0192785957916207e-05
4932.YJR043C,3.081438636535987e-06
4932.YHR031C,1.2053066130004463e-05
4932.YBR256C,3.9628083260055027e-05
4932.YBR153W,1.670288065036598e-05
4932.YPR073C,9.808805916903127e-05
4932.YDR236C,3.7545975918217645e-05
4932.YOL066C,0.00016365343442497005
4932.YOL143C,0.0
4932.YDR487C,1.670288065036598e-05
4932.YIR034C,8.413166317045752e-06
4932.YNR050C,6.53323198738414e-05
4932.YPR140W,1.3148896498856747e-05
4932.YBR042C,0.0
4932.YDL052C,4.817467747109048e-05
4932.YDL142C,3.2082056129577855e-05
4932.YDR284C,1.4596219545329394e-05
4932.YDR503C,3.4148648448535196e-05
4932.YGR110W,0.0
4932.YKR089C,1.608957929524777e-05
4932.YMR165C,7.839566612267718e-05
4932.YNR008W,1.5257048283630195e-05
4932.YOR175C,2.1322839026130714e-05
4932.YJR148W,2.860515186408448e-05
4932.YNL155W,0.0
4932.YOR006C,0.0001267851057605512
4932.YIL025C,0.0
4932.YML005W,1.2069000697703347e-06
4932.YGL154C,0.00025395357932699
4932.YOR334W,0.00019437225230383218
4932.YFL050C,0.00014581509248439524
4932.YJL133W,0.0010776063674967351
4932.YKL064W,0.0
4932.YOL130W,0.00014581509248439524
4932.YDR174W,1.5916381367646726e-05
4932.YJR041C,6.312526606400458e-07
4932.YNL175C,7.55385645785065e-07
4932.YBR098W,5.760062000217257e-06
4932.YDL013W,3.4523427556703e-05
4932.YDL220C,2.340737204611953e-05
4932.YDR279W,1.159400184473865e-05
4932.YER116C,1.3858836375399344e-05
4932.YGL175C,3.1416478680451923e-06
4932.YHL006C,2.927170648271547e-06
4932.YLR135W,3.769806480822893e-07
4932.YLR288C,2.006074444402604e-07
4932.YPL164C,2.288137607386371e-06
4932.YNL218W,2.4446171535928923e-07
4932.YOR191W,3.3814163772388865e-06
4932.YOR204W,1.0441404879062472e-05
4932.YGR162W,1.0681064009972685e-05
4932.YPL119C,1.2555118590398622e-05
4932.YLR006C,2.635536893579704e-05
4932.YCR073C,1.0183032086590709e-07
4932.YDL235C,2.410129806188612e-05
4932.YER118C,2.0946546273772906e-05
4932.YJL128C,2.2923528465767986e-05
4932.YNR031C,1.0183032086590709e-07
4932.YLR320W,4.77942500400791e-06
4932.YPR164W,0.0
4932.YDR080W,2.258045119266739e-05
4932.YJR033C,6.035140516131417e-05
4932.YDL130W-A,4.844772339913169e-05
4932.YOR274W,1.7996058465589722e-05
4932.YGL008C,0.00019705174728206208
4932.YIL128W,0.00013104332515006148
4932.YOR283W,6.57589678283679e-07
4932.YPR183W,0.00023722845607639678
4932.YGR094W,1.7344116353483992e-05
4932.YIL078W,2.504516229955502e-06
4932.YPR033C,2.2342688463752225e-05
4932.YFL022C,0.00019889313783933926
4932.YLR060W,4.068290217275099e-05
4932.YBR114W,9.854574811827122e-06
4932.YDR078C,9.498964665828446e-07
4932.YNL082W,5.988538949188292e-06
4932.YJR052W,9.664724064051867e-06
4932.YKL112W,4.47949186014572e-05
4932.YMR137C,2.364991004707467e-06
4932.YLR376C,2.8274022734705885e-06
4932.YPR081C,2.1074361780019332e-05
4932.YKL205W,6.30250538812522e-05
4932.YOL076W,6.248288150352254e-05
4932.YEL053C,7.009193882045995e-06
4932.YPR131C,3.25659039671965e-05
4932.YPR051W,7.009193882045995e-06
4932.YNR019W,5.988687990379142e-05
4932.YCR048W,1.0787429562810163e-05
4932.YKL140W,3.490111950752196e-05
4932.YLL012W,0.0
4932.YLR020C,0.0
4932.YLR242C,8.839120409161785e-05
4932.YMR313C,1.1476055606624912e-05
4932.YOR245C,4.543986521860393e-05
4932.YPL246C,4.1779879641021665e-05
4932.YMR267W,1.529839409199204e-05
4932.YPL036W,2.0691969275639998e-05
4932.YHR047C,0.0005632188824290309
4932.YHR030C,4.553256850003971e-05
4932.YLR294C,0.0
4932.YAR050W,0.0
4932.YIR019C,5.645045542445409e-05
4932.YOR286W,0.0
4932.YCR020C-A,4.5666378778760506e-05
4932.YMR069W,0.0
4932.YER122C,3.325040148357772e-05
4932.YBR164C,4.771644557887706e-05
4932.YDL137W,1.2789497359018312e-05
4932.YDL145C,3.18992682352821e-05
4932.YDL226C,1.6084847323541088e-05
4932.YDR238C,3.131873541426925e-05
4932.YEL022W,2.7218170725699226e-05
4932.YIL004C,1.482001578887859e-05
4932.YGL137W,1.6381079449898146e-05
4932.YNL287W,2.4897496808629723e-05
4932.YJR031C,2.227572782569597e-05
4932.YLR268W,2.1558271148240307e-05
4932.YNL204C,4.720957827310426e-06
4932.YGR105W,0.0
4932.YHR060W,1.6697706050041274e-05
4932.YKL119C,0.0
4932.YOR036W,8.445388113154785e-06
4932.YOR106W,6.6479898447138215e-06
4932.YLR062C,0.0002521239097564564
4932.YFL038C,4.349977586503189e-05
4932.YPL218W,8.106750140708324e-06
4932.YPL195W,1.2211599688050197e-05
4932.YBL037W,3.1890709343592777e-05
4932.YBR288C,3.510629597269941e-07
4932.YGR261C,1.2246558169324916e-05
4932.YHL019C,8.971173738886208e-07
4932.YJL024C,4.3728118503872255e-07
4932.YJR005W,5.508067085213193e-06
4932.YJR058C,1.0089552708581986e-05
4932.YOL062C,1.2011095404732746e-05
4932.YDL077C,3.232622837377499e-05
4932.YHR132C,0.0
4932.YOR161C,0.0
4932.YCL007C,0.0
4932.YBR272C,1.2118782997593528e-08
4932.YGL004C,1.355705656031433e-08
4932.YHL030W,1.0795295003526128e-07
4932.YGR232W,7.863260917596318e-06
4932.YHR213W,0.0
4932.YAL065C,0.00019442012331252696
4932.YHR212W-A,0.0
4932.YBR105C,0.0
4932.YCL039W,3.6493703102051784e-05
4932.YGL227W,0.0
4932.YDR255C,0.0
4932.YIL097W,0.0
4932.YMR135C,0.0004225334255101923
4932.YIL017C,2.513550576363822e-05
4932.YAL043C,1.4643041559220863e-05
4932.YDR195W,3.304195831750048e-07
4932.YKR002W,3.061515874768635e-05
4932.YGR156W,0.0
4932.YOR179C,3.304195831750048e-07
4932.YLR277C,1.0668429684084429e-05
4932.YER133W,5.3208933408830394e-05
4932.YKL018W,5.161900003708725e-05
4932.YOR250C,1.273263127184347e-06
4932.YKL059C,9.980920145537327e-06
4932.YJR093C,8.113570464481333e-06
4932.YML031W,3.358841938893032e-06
4932.YNL317W,9.464166790598888e-06
4932.YPR107C,7.90785918929289e-06
4932.YHR039C,0.0011647375081869752
4932.YLR148W,2.415480371802113e-05
4932.YPL051W,2.610625279297085e-05
4932.YDL005C,3.566232531829273e-07
4932.YBL093C,3.566232531829273e-07
4932.YCR081W,1.710682671705298e-06
4932.YNL236W,3.5662325318292727e-07
4932.YGL151W,3.700003891141904e-07
4932.YPR070W,3.57357563840001e-10
4932.YGL025C,3.573575638400011e-10
4932.YNR010W,1.5918728825353336e-06
4932.YOL051W,4.538542042788727e-05
4932.YNL025C,3.371942872397616e-05
4932.YDL146W,1.7262891005654098e-07
4932.YPR085C,0.0
4932.YMR081C,0.00012886664744175998
4932.YMR206W,0.0
4932.YOR178C,3.198902390932677e-05
4932.YDR374C,0.0
4932.YJL153C,0.0001209086163847406
4932.YGR012W,1.5034944032253174e-05
4932.YFR055W,1.2565163835111928e-05
4932.YGL184C,4.114310952735922e-05
4932.YLL058W,2.705255122968348e-06
4932.YJR130C,3.5360565333517204e-06
4932.YML082W,2.705255122968348e-06
4932.YJL014W,2.4192945007076818e-05
4932.YOR281C,2.5906009911806987e-05
4932.YML094W,5.5329610465282e-05
4932.YGL190C,3.219123107719139e-05
4932.YNL153C,1.3029124308841785e-05
4932.YLR200W,1.7774547920681797e-05
4932.YMR029C,7.536478977555418e-05
4932.YLR125W,7.711198386112526e-05
4932.YLR280C,0.0
4932.YLR283W,0.0
4932.YIR029W,1.7856783855387797e-05
4932.YIR027C,5.399348025751537e-05
4932.YIR032C,7.674278648335171e-06
4932.YNL314W,4.551069430017301e-05
4932.YDL141W,0.00016940926026031024
4932.YML067C,7.902600018452153e-05
4932.YAL042W,0.0
4932.YML029W,5.187770388328009e-06
4932.YER183C,1.3135438671616785e-06
4932.YKL132C,1.1382134125098002e-05
4932.YKR099W,0.00012607165424968723
4932.YOR241W,1.504424100761078e-05
4932.YER168C,0.0
4932.YDR191W,4.450261359972335e-05
4932.YOR025W,3.577352750783987e-05
4932.YOL068C,3.819651784421477e-05
4932.YOR209C,2.3371081732390008e-05
4932.YPL103C,0.0
4932.YGR283C,9.06934001569459e-05
4932.YKL193C,3.0683643907725795e-05
4932.YAL016W,2.3767803514476246e-05
4932.YBL046W,0.0
4932.YBL058W,6.852855851864882e-05
4932.YBR045C,6.269619222998188e-07
4932.YBR050C,0.0
4932.YDR028C,5.722243652964811e-05
4932.YDR075W,1.883012348351637e-05
4932.YDR130C,0.00010305438149369905
4932.YER054C,8.975706554638507e-05
4932.YFR003C,4.876642643978902e-05
4932.YKL190W,5.060231032242747e-05
4932.YNL201C,4.946356368574803e-05
4932.YML016C,0.0001469505227823563
4932.YML057W,1.725477293530945e-05
4932.YPL152W,8.229086869105407e-06
4932.YOR026W,6.094120309246997e-05
4932.YLR433C,1.890501857172876e-05
4932.YMR311C,0.0
4932.YDL229W,3.0491220904213735e-06
4932.YGL001C,8.293054232429828e-06
4932.YHR072W,5.80224416790914e-06
4932.YLR100W,3.774132116225341e-06
4932.YLR450W,0.0001457376115536433
4932.YMR220W,5.560773388897882e-07
4932.YMR078C,2.368216930566847e-05
4932.YOR217W,1.1550261784156605e-06
4932.YDR001C,2.526778560806202e-05
4932.YFR015C,1.1002738663617625e-05
4932.YHL012W,2.101619682063208e-05
4932.YJL137C,7.028159400669506e-08
4932.YKL035W,1.8838779753487092e-05
4932.YMR196W,4.164904388210467e-07
4932.YDR437W,0.00014691785325094631
4932.YMR225C,0.0
4932.YDL201W,1.1709050600983314e-05
4932.YBR061C,1.582848513752004e-05
4932.YDL112W,2.606912341692312e-06
4932.YOL093W,2.06831409520977e-05
4932.YDR140W,3.076098750524529e-05
4932.YKR056W,3.892925165332836e-06
4932.YLR316C,3.769593899532606e-05
4932.YNR046W,4.853329308879454e-05
4932.YHR070W,4.1756992950360116e-05
4932.YML014W,4.7864061500574864e-05
4932.YJL035C,2.147974868957865e-05
4932.YPL008W,1.5674666804877457e-05
4932.YDL091C,3.3657830313096226e-05
4932.YML008C,1.5444149866117225e-06
4932.YGL114W,0.0
4932.YJL212C,0.00016407788230146574
4932.YBR092C,5.205500249126116e-06
4932.YOR143C,0.00023667584745460635
4932.YPL214C,2.823140436705783e-05
4932.YHR215W,2.0454725175855693e-05
4932.YCL033C,0.00047662062265845277
4932.YKL069W,3.226340598579921e-05
4932.YNL192W,0.0
4932.YDL103C,5.325916086969557e-05
4932.YER044C,3.0933239907748557e-07
4932.YGL012W,1.3046644297595893e-06
4932.YMR202W,6.400559766438912e-05
4932.YLR056W,1.9057259482857646e-05
4932.YMR015C,8.737612273772353e-06
4932.YNL280C,1.6160660871975346e-06
4932.YHR144C,3.443374050848216e-05
4932.YDR332W,0.0
4932.YOL095C,0.00021421279078246918
4932.YDR538W,0.0002078319842485233
4932.YOL008W,0.0
4932.YBR058C-A,0.0
4932.YKL212W,5.0968443790885866e-05
4932.YGR038W,2.1252814470372133e-05
4932.YLR350W,0.0
4932.YBR246W,6.786654611866397e-06
4932.YIL103W,6.458899798887208e-06
4932.YKL191W,6.458899798887208e-06
4932.YLR172C,8.805740392900179e-05
4932.YDL230W,0.0
4932.YBR023C,2.4068940467208265e-05
4932.YBL061C,7.47479149538434e-06
4932.YLR330W,6.446570662685237e-05
4932.YHR142W,1.5841200728683877e-06
4932.YBR038W,4.322555309236177e-05
4932.YMR307W,7.821927280828954e-05
4932.YKR027W,2.10411197950237e-05
4932.YLR342W,6.310997613682649e-05
4932.YJL099W,2.4578456978562986e-05
4932.YNL233W,0.00018450263208763605
4932.YNL292W,3.908822806127801e-05
4932.YFL001W,5.1437526185259564e-05
4932.YLR405W,0.0
4932.YPL212C,7.643749271598158e-06
4932.YBR019C,4.0575400083993784e-05
4932.YBR018C,2.7463923395519686e-05
4932.YML051W,1.431250295849212e-06
4932.YFR025C,0.0
4932.YNL152W,0.0
4932.YDL117W,4.613994828350396e-06
4932.YBR287W,0.0
4932.YPL244C,0.00017457702393711044
4932.YDR292C,5.033999446875801e-05
4932.YDL092W,1.6417127388311165e-06
4932.YKL154W,9.907732950073204e-05
4932.YPL210C,1.6417127388311165e-06
4932.YML105C,3.576073776170737e-05
4932.YPL243W,1.6417127388311165e-06
4932.YIL049W,1.0474019473050058e-05
4932.YFL017C,2.314028270873584e-05
4932.YMR085W,0.0
4932.YNL063W,9.830914047436441e-05
4932.YNL092W,2.0006561557156535e-06
4932.YBR126C,6.629298165323847e-05
4932.YBR214W,0.00042499344012173526
4932.YPL230W,2.4173259944525203e-06
4932.YKR058W,1.4493866927568314e-07
4932.YLR149C,7.67500738801459e-05
4932.YLR327C,2.3152483840919608e-05
4932.YFR017C,1.669675938430742e-05
4932.YHL021C,4.779840440590244e-06
4932.YEL058W,0.00012055062955725494
4932.YPL109C,0.0
4932.YBR072W,2.3551469185392542e-05
4932.YLR090W,8.617838921615857e-07
4932.YNL077W,1.4302177223587725e-06
4932.YEL052W,0.0
4932.YGL169W,0.00016896037709452922
4932.YDL104C,0.00041607626434451343
4932.YGR262C,8.020996970378343e-05
4932.YML036W,3.286885542800355e-05
4932.YKR038C,1.0867875620617679e-05
4932.YBR049C,0.00041856564601997344
4932.YOR095C,0.00010546571264562928
4932.YPL273W,6.4820104403003466e-06
4932.YOR356W,0.0
4932.YBR001C,1.0911241304368224e-05
4932.YBR026C,8.302069583516783e-05
4932.YOL032W,2.181289804431263e-05
4932.YJL144W,0.0
4932.YGR142W,3.802450916836731e-05
4932.YJR090C,6.217269756330523e-05
4932.YDR054C,5.379730725863681e-05
4932.YIL046W,2.9953133616512392e-05
4932.YPL256C,2.6978688612255465e-05
4932.YMR199W,6.2431949516480046e-06
4932.YKL038W,5.5025755740724106e-05
4932.YOR280C,0.0
4932.YML123C,8.422437285441089e-05
4932.YAR071W,2.55350846400008e-05
4932.YBR093C,0.00017543353475461205
4932.YBR296C,1.674932286847689e-05
4932.YCR037C,2.35155832185038e-08
4932.YER072W,1.588310582819498e-05
4932.YFR034C,0.0002689429935326565
4932.YGR233C,0.0001937072095311745
4932.YHR136C,6.726724921669885e-06
4932.YJL012C,1.3713067820418478e-05
4932.YJL198W,0.0
4932.YNR013C,0.0
4932.YOL001W,7.497181000171355e-05
4932.YPL019C,0.00010695568630646478
4932.YBL084C,1.0182187047910167e-05
4932.YBL097W,9.38930037099961e-06
4932.YFR027W,1.2291925374249615e-05
4932.YIL026C,3.027445642695921e-06
4932.YDR014W,0.0
4932.YER147C,0.0
4932.YDR180W,5.375275867733484e-05
4932.YDR113C,2.461312315276064e-06
4932.YLR272C,1.4997215796374184e-05
4932.YLL062C,1.9973403622435208e-05
4932.YOL031C,0.0
4932.YGR046W,1.490946997249538e-05
4932.YDL045C,3.928738360598049e-05
4932.YLR351C,0.00014365245645706895
4932.YEL029C,0.0005848964119472094
4932.YDR417C,0.0
4932.YBR058C,1.3704712424396933e-05
4932.YCL008C,8.683409769660927e-05
4932.YDR069C,4.3411461256606086e-05
4932.YER143W,3.485896033631771e-05
4932.YER144C,0.0
4932.YFL044C,3.2270124820921314e-05
4932.YHL002W,8.768902190777547e-05
4932.YJR099W,3.091168228727075e-05
4932.YKL090W,0.0
4932.YKL213C,4.5721159687566055e-06
4932.YLR417W,7.367335425661615e-05
4932.YNR006W,8.105925666018721e-05
4932.YML097C,0.00013072362953365593
4932.YMR022W,2.346896760070156e-05
4932.YMR304W,5.914312471340919e-05
4932.YML023C,0.0
4932.YPL193W,0.00039577102940887405
4932.YBR243C,3.520675638961846e-05
4932.YBR070C,1.1737427613052929e-05
4932.YBR085C-A,0.0
4932.YBR110W,2.5279637617623078e-05
4932.YPL227C,4.5585704749082976e-05
4932.YGR227W,1.7706652228813685e-05
4932.YOR103C,3.329853192146211e-05
4932.YOR002W,2.1316195167426945e-05
4932.YNL048W,2.4039814102444828e-05
4932.YGR036C,9.974069574632708e-05
4932.YGL065C,5.409681969454078e-05
4932.YMR013C,1.7636102048798856e-05
4932.YGL047W,1.3900717146808122e-06
4932.YDL100C,7.720300610652021e-05
4932.YKL122C,0.0
4932.YBR171W,0.0
4932.YDL232W,4.836070695095496e-06
4932.YGL226C-A,1.0904960569592635e-05
4932.YIL030C,3.0409920505544662e-05
4932.YKL100C,9.717426718208837e-06
4932.YLR207W,4.2221054640771225e-05
4932.YLR292C,0.0
4932.YML019W,1.4586629083100628e-05
4932.YMR149W,3.055515550922e-05
4932.YMR297W,6.68923692771352e-05
4932.YNL238W,8.767293267689489e-05
4932.YAR073W,4.7417519568392186e-05
4932.YHR216W,1.8400078013452787e-05
4932.YKL181W,3.418961825463042e-05
4932.YLR432W,2.8580146459573782e-05
4932.YOR124C,3.844084062784666e-05
4932.YIL047C,0.0
4932.YNL049C,2.8618559407907407e-05
4932.YIL109C,4.3855852691875644e-05
4932.YPR062W,3.485849985304118e-05
4932.YGR121C,4.7301965719481264e-05
4932.YLR299W,3.731931676255591e-05
4932.YNL142W,7.181032083214725e-05
4932.YDR481C,2.3015645780286487e-05
4932.YDR281C,0.0
4932.YLR243W,5.960632418025295e-06
4932.YMR178W,0.0
4932.YCL035C,1.9515041657030573e-05
4932.YCR083W,6.556556535255742e-07
4932.YDR353W,2.4222072483665774e-05
4932.YDR513W,2.5603650234889406e-05
4932.YER163C,9.13610235403691e-07
4932.YHR106W,7.969087828805571e-06
4932.YIR038C,3.38512858395512e-05
4932.YLR043C,1.6948703099207478e-05
4932.YNL229C,6.303029823465892e-05
4932.YOL049W,3.1932229178976264e-05
4932.YER078C,7.216193382283976e-05
4932.YGL156W,6.192638261184569e-05
4932.YKL134C,1.1659351401156864e-05
4932.YKL103C,0.0001510060517919197
4932.YOL082W,3.117673174839571e-05
4932.YGR239C,8.430941957271244e-05
4932.YHR181W,0.008013927811509254
4932.YOR134W,1.806422216696409e-05
4932.YNL180C,1.5486998932309135e-05
4932.YOR058C,7.71992422560933e-06
4932.YGL121C,2.8810707557471083e-05
4932.YNL195C,1.8753477541898206e-06
4932.YPL186C,0.0
4932.YBR137W,0.0
4932.YCL028W,4.269532309623979e-05
4932.YOR164C,3.34754408726079e-05
4932.YOL111C,0.00011385360238193403
4932.YDR147W,3.0855569813418005e-06
4932.YKR031C,0.00013275036256421902
4932.YLR133W,1.1269786672357159e-05
4932.YML059C,2.740184816043864e-05
4932.YMR006C,0.0001370697270788553
4932.YMR008C,0.0001370697270788553
4932.YOL011W,0.0001370697270788553
4932.YHR074W,7.858646703191178e-06
4932.YFR047C,1.3183558861460702e-05
4932.YGL067W,2.2558522603440767e-05
4932.YGR010W,1.9869239787768474e-05
4932.YLR328W,1.234597722667364e-05
4932.YNL129W,1.936036199375679e-06
4932.YGL097W,0.00010842232900845174
4932.YGL213C,7.539042659760985e-05
4932.YGR276C,3.3017378971373786e-05
4932.YHR081W,1.3058354155058238e-07
4932.YNL299W,4.237365961109366e-07
4932.YNR024W,9.494780007241001e-08
4932.YPR189W,6.869570328424406e-07
4932.YIL087C,0.0
4932.YDL184C,4.311008113094982e-07
4932.YER007C-A,1.8071296132329247e-05
4932.YIL053W,1.9037120695173981e-06
4932.YER062C,1.9543719541946774e-06
4932.YHR137W,3.3219029704964076e-05
4932.YGL202W,4.6925453905746365e-05
4932.YJL129C,1.5681052435386692e-05
4932.YCR008W,0.0
4932.YDR040C,0.00013462894241249925
4932.YDR436W,9.014120507827228e-06
4932.YJL093C,1.9265301596138693e-06
4932.YJL094C,4.680390550130239e-07
4932.YLR138W,1.4833672442508728e-06
4932.YKR050W,9.2102029983915e-05
4932.YKR072C,9.18604522221799e-05
4932.YLR143W,2.9797020878144143e-05
4932.YCR036W,3.593960955314264e-05
4932.YFR044C,6.23196948663469e-05
4932.YBR176W,3.013874324108166e-05
