,cluster,size,icp55_shorpl,icp55_shorpl_mean,icp55_shorpl_std,pim1_shorpl,pim1_shorpl_mean,pim1_shorpl_std
44,44,98,1,2.63265306122449,0.5783113189920308,2,3.0,0.47380354147934284
45,45,2,4,4.0,0.0,3,3.5,0.5
46,46,3,2,2.6666666666666665,0.9428090415820634,3,3.6666666666666665,0.9428090415820634
47,47,66,3,4.545454545454546,0.5554637206007078,3,3.742424242424242,0.5018331867175513
48,48,2,4,4.0,0.0,3,3.5,0.5
49,49,3,3,4.0,0.816496580927726,3,3.6666666666666665,0.4714045207910317
50,50,9,4,4.777777777777778,0.41573970964154905,3,3.888888888888889,0.5665577237325317
51,51,21,4,4.9523809523809526,0.5753831415997415,3,4.0,0.5345224838248488
52,52,5,4,4.4,0.4898979485566356,2,3.6,1.2000000000000002
53,53,1,4,4.0,0.0,3,3.0,0.0
54,54,45,2,4.066666666666666,0.6798692684790381,2,3.1333333333333333,0.4521553322083512
55,55,11,4,4.7272727272727275,0.44536177141512334,3,3.909090909090909,0.668042657122685
56,56,2,4,4.0,0.0,3,3.0,0.0
57,57,15,4,5.466666666666667,0.7180219742846006,2,3.7333333333333334,0.9285592184789413
58,58,1,6,6.0,0.0,5,5.0,0.0
59,59,19,4,4.631578947368421,0.6657426652986062,3,4.157894736842105,0.6698906348083082
60,60,1,4,4.0,0.0,3,3.0,0.0
61,61,3,4,4.666666666666667,0.9428090415820634,4,4.666666666666667,0.9428090415820634
62,62,87,2,4.011494252873563,0.514038615517193,3,3.8275862068965516,0.5297341895081797
63,63,1,5,5.0,0.0,4,4.0,0.0
64,64,15,3,3.8666666666666667,0.618241233033047,3,4.6,0.8
65,65,3,4,4.666666666666667,0.4714045207910317,4,4.0,0.0
66,66,3,4,4.666666666666667,0.4714045207910317,4,4.666666666666667,0.4714045207910317
67,67,1,4,4.0,0.0,3,3.0,0.0
68,68,4,4,4.0,0.0,3,3.0,0.0
69,69,29,1,2.4482758620689653,0.7233164470138975,2,3.793103448275862,0.6090869562984721
70,70,5,4,4.2,0.39999999999999997,4,4.6,0.48989794855663565
71,71,2,4,4.0,0.0,4,4.0,0.0
72,72,1,4,4.0,0.0,5,5.0,0.0
73,73,7,3,3.4285714285714284,0.4948716593053935,3,4.0,0.5345224838248488
74,74,1,4,4.0,0.0,5,5.0,0.0
75,75,8,4,4.75,0.4330127018922193,3,3.875,0.33071891388307384
76,76,1,3,3.0,0.0,4,4.0,0.0
77,77,41,4,4.829268292682927,0.6208742468955052,3,4.121951219512195,0.632267385210523
78,78,8,5,5.625,0.4841229182759271,4,4.625,0.4841229182759271
79,79,9,4,5.111111111111111,0.5665577237325317,3,4.111111111111111,0.5665577237325317
80,80,9,4,4.333333333333333,0.4714045207910317,3,3.4444444444444446,0.6849348892187751
81,81,8,4,4.5,0.5,3,3.375,0.4841229182759271
82,82,3,3,4.0,0.816496580927726,3,4.0,0.816496580927726
83,83,21,3,3.9047619047619047,0.42591770999996,3,3.761904761904762,0.5259695722470125
84,84,7,4,4.714285714285714,0.45175395145262565,3,4.0,0.5345224838248488
85,85,2,5,5.0,0.0,4,4.0,0.0
86,86,13,3,4.461538461538462,0.8426500884694864,3,4.153846153846154,0.6617173282340483
87,87,8,1,3.625,1.1110243021644486,3,3.625,0.4841229182759271
88,88,11,4,5.090909090909091,0.51425947722658,3,3.5454545454545454,0.6555547773570889
89,89,2,3,4.0,1.0,3,3.5,0.5
90,90,2,4,4.5,0.5,3,3.0,0.0
91,91,27,4,4.777777777777778,0.41573970964154905,3,3.740740740740741,0.43822813208145306
92,92,12,4,4.5,0.5,4,4.166666666666667,0.372677996249965
93,93,14,2,3.2142857142857144,0.6738557951469003,3,3.9285714285714284,0.703489842985436
94,94,17,3,4.0588235294117645,0.4159451654038515,3,4.0,0.3429971702850177
95,95,57,3,3.6491228070175437,0.512689094603595,3,3.6140350877192984,0.5216164472743335
96,96,1,4,4.0,0.0,4,4.0,0.0
97,97,6,4,4.833333333333333,0.6871842709362768,4,4.333333333333333,0.4714045207910317
98,98,12,4,4.583333333333333,0.4930066485916347,3,3.8333333333333335,0.3726779962499649
99,99,1,4,4.0,0.0,4,4.0,0.0
100,100,28,4,4.214285714285714,0.410325903324145,3,3.607142857142857,0.4883855118277622
101,101,2,4,4.0,0.0,4,4.0,0.0
102,102,20,4,5.1,0.43588989435406733,3,4.1,0.43588989435406733
103,103,61,4,4.60655737704918,0.48851358772955217,3,3.3934426229508197,0.4885135877295521
104,104,2,4,4.5,0.5,4,4.5,0.5
105,105,1,4,4.0,0.0,3,3.0,0.0
106,106,3,4,4.666666666666667,0.4714045207910317,3,3.6666666666666665,0.4714045207910317
107,107,6,3,3.6666666666666665,0.7453559924999298,3,3.6666666666666665,0.7453559924999298
108,108,14,3,3.5714285714285716,0.6226998490772391,3,3.7142857142857144,0.5890150893739516
109,109,20,3,3.55,0.4974937185533101,3,3.65,0.47696960070847294
110,110,4,4,4.75,0.4330127018922193,3,4.0,0.7071067811865476
111,111,9,4,4.222222222222222,0.41573970964154905,2,3.2222222222222223,0.7856742013183862
112,112,2,3,3.5,0.5,3,3.0,0.0
113,113,1,3,3.0,0.0,4,4.0,0.0
114,114,4,4,4.75,0.4330127018922193,4,4.25,0.4330127018922193
115,115,3,4,5.0,0.816496580927726,3,4.333333333333333,0.9428090415820634
116,116,4,3,3.25,0.4330127018922193,4,4.0,0.0
117,117,13,4,4.615384615384615,0.624926031125843,4,5.230769230769231,0.6965680875490321
118,118,5,4,4.8,0.39999999999999997,4,4.8,0.39999999999999997
119,119,17,2,3.1176470588235294,0.47058823529411764,4,4.647058823529412,0.6809315825170721
120,120,1,5,5.0,0.0,5,5.0,0.0
121,121,4,4,4.75,0.82915619758885,4,4.75,0.82915619758885
122,122,9,5,5.333333333333333,0.4714045207910317,5,5.333333333333333,0.4714045207910317
123,123,10,3,3.9,0.7,3,4.3,0.6403124237432849
