,protein,deg,closeness,betweeness,eigenvector,bridging,clustering_coefficient,cluster,cluster_size
778,4932.YOL013C,22,0.2764984761259736,0.000929028626756359,4.699169023310155e-05,2.2098005286287874e-05,0.36796536796536794,62,87
779,4932.YCL001W,5,0.24067796610169492,8.00855950190549e-06,2.0010813055845947e-06,4.6330054502663245e-06,0.4,54,45
780,4932.YOR336W,13,0.2511148700599723,0.0008605301946545266,3.654793494645575e-05,8.130812422316215e-05,0.358974358974359,128,8
781,4932.YHR098C,30,0.2942607442111902,0.0048179915100975655,6.104407605115323e-05,5.947566399733747e-05,0.23218390804597702,129,3
782,4932.YBL040C,21,0.2702076611235211,0.0006789456597443184,3.245980837737683e-05,2.6375355160879345e-05,0.34285714285714286,130,26
783,4932.YDL126C,81,0.33180940770090417,0.02425545222417969,0.0008185883617314344,4.4300511726777305e-05,0.17685185185185184,62,87
784,4932.YMR186W,56,0.3432114333753678,0.015960221395208023,0.00027057368413510303,0.0001010670823317545,0.16233766233766234,8,24
785,4932.YPL240C,57,0.3417390394475254,0.016711125930037124,0.00030008956539941513,0.00010361432932483947,0.15789473684210525,8,24
786,4932.YGR284C,15,0.26432502427970217,0.00045198782966889006,5.8111129854694624e-05,3.263679332853128e-05,0.4,54,45
787,4932.YJL002C,16,0.24906581255242888,0.0001606751584258499,3.7304355355040045e-05,1.164918868810908e-05,0.6833333333333333,54,45
788,4932.YMR214W,6,0.2511728062754749,1.995940282235722e-05,4.151076916168715e-06,9.066891575513446e-06,0.6,54,45
789,4932.YPR181C,41,0.2897959183673469,0.0032001397393629878,3.685034157479511e-05,3.72834988808377e-05,0.2682926829268293,131,23
790,4932.YDR057W,18,0.2709474033515845,0.0003392152139151154,1.4518226346486017e-05,1.8063120169594646e-05,0.43790849673202614,62,87
791,4932.YOR085W,23,0.25396578538102643,0.0004441524711473389,3.1750778228299185e-05,1.2194459060369413e-05,0.4031620553359684,54,45
792,4932.YER019C-A,20,0.27885928961748635,0.0009462582021149051,0.0010230387065316524,4.885660125737187e-05,0.4368421052631579,54,45
793,4932.YKL073W,33,0.2910614027270297,0.001803396996655641,9.902711741145665e-05,2.4358384986326702e-05,0.2518939393939394,54,45
794,4932.YBR201W,17,0.27440766257771804,0.00018644594277022238,3.8849094586246496e-05,1.0035723964951408e-05,0.5514705882352942,62,87
795,4932.YDR518W,8,0.2522592106279447,1.9223091627320073e-05,4.537884062162873e-06,3.8012018613815612e-06,0.6071428571428571,54,45
796,4932.YHR204W,11,0.27007359629537747,0.0006418431187910971,9.203169963830351e-06,8.27988025649013e-05,0.45454545454545453,54,45
797,4932.YJL034W,73,0.3228229712365326,0.019553741583271618,0.0002862298551592169,3.495222961739194e-05,0.12899543378995434,54,45
798,4932.YGL027C,17,0.23963607014454472,0.0006798476252466934,4.1843608917972094e-06,2.4794079745276118e-05,0.5073529411764706,128,8
799,4932.YOR067C,16,0.24034145264552212,0.000781446299120023,2.087886899499159e-06,4.2160097842509644e-05,0.5333333333333333,132,19
800,4932.YML130C,11,0.25505661850839517,0.0009105825133689048,4.102049314092707e-06,4.157156230712481e-05,0.4,54,45
801,4932.YLR397C,92,0.31910112359550563,0.0051248393626599454,0.022694088329429783,2.582731036615012e-05,0.6301958910654563,62,87
802,4932.YBR229C,7,0.23794259070377385,7.308492814083163e-05,1.832364858694971e-06,1.565393430617997e-05,0.42857142857142855,128,8
803,4932.YPL094C,12,0.27027474346242963,0.0002008083749114421,0.00012130371800403806,2.5229107220475064e-05,0.6212121212121212,54,45
804,4932.YEL002C,29,0.27139770649825495,0.0022597843129896016,6.726832794169362e-05,4.7313931589163076e-05,0.3620689655172414,54,45
805,4932.YER087C-B,19,0.26483944210184884,0.0003528848956342314,0.00013716574870022112,1.535150199399107e-05,0.4619883040935672,54,45
806,4932.YJL194W,90,0.3064652341184198,0.0041214252679986465,0.0005007216037776886,1.7976031486623315e-05,0.31835205992509363,103,61
807,4932.YAR007C,74,0.3026315789473684,0.003268014042499127,0.0003248552465096024,1.5200499424888035e-05,0.3624583487597186,47,66
808,4932.YBL023C,97,0.30432351844949684,0.001848757020583238,0.0005200798438324048,7.833048639118386e-06,0.3588917525773196,103,61
809,4932.YBL035C,63,0.28941072219760744,0.0005826019631002481,6.831637287516832e-05,5.70563709827317e-06,0.4946236559139785,103,61
810,4932.YBL063W,39,0.2793840889649273,0.000400071738787129,4.169885580759094e-05,9.374568887774804e-06,0.5276653171390013,133,17
811,4932.YBR060C,43,0.29031111111111113,0.0006109968878678345,0.00047428220796205233,1.537953694056828e-05,0.6677740863787376,103,61
812,4932.YBR087W,41,0.27847885402455663,0.0012289604510586068,4.36225011820774e-05,3.1140923898821065e-05,0.5682926829268292,103,61
813,4932.YBR160W,100,0.32247235387045814,0.022129897664543548,6.660058336223965e-05,4.784626005544394e-05,0.15818181818181817,134,58
814,4932.YBR202W,98,0.305719367218946,0.0018018071834426353,0.0005208809666696172,8.345081230026775e-06,0.3633494634967389,103,61
815,4932.YBR252W,35,0.2927835051546392,0.001701412728765448,4.09508253890897e-05,4.1365450504826214e-05,0.45546218487394957,103,61
816,4932.YBR274W,56,0.2932303824744119,0.0014158951354519653,4.6311139256977014e-05,1.8547650693025056e-05,0.3948051948051948,47,66
817,4932.YBR278W,30,0.26413263243024665,3.4777352572065045e-05,4.284767898724096e-05,1.904589627328453e-06,0.8068965517241379,103,61
818,4932.YCL016C,35,0.25951529598728645,7.143002234799398e-05,3.219632016572954e-05,2.322150285785276e-06,0.584873949579832,103,61
819,4932.YDL017W,34,0.26522657138216665,0.0006704843534212871,4.121862432372859e-05,2.8588318731237006e-05,0.679144385026738,103,61
820,4932.YDL028C,36,0.26304768041237114,0.0002854652578007677,3.4346615330649565e-05,6.846324941776816e-06,0.48412698412698413,134,58
821,4932.YDL102W,70,0.2936786260228397,0.0020235596840576992,7.851625129751072e-05,1.3840960141445882e-05,0.37060041407867494,103,61
822,4932.YDL155W,11,0.262519090105297,1.56019867512685e-05,4.544400914765959e-06,4.496921351199821e-06,0.7090909090909091,134,58
823,4932.YDL164C,59,0.297395738481151,0.003981696250414833,6.818705066493847e-05,4.360856372541321e-05,0.39918176504967856,103,61
824,4932.YDR013W,46,0.2750315789473684,9.592247669267079e-05,6.641359914313482e-05,2.2625819349617717e-06,0.6560386473429952,103,61
825,4932.YDR052C,37,0.26535586610334744,3.7590794342622824e-05,4.518098732804388e-05,1.3347663864773655e-06,0.7027027027027027,103,61
826,4932.YDR121W,43,0.27121740574655373,0.0020588984344400677,4.77369970806087e-05,1.7740660503011785e-05,0.48726467331118495,135,3
827,4932.YDR325W,40,0.28121232994661616,0.0005913969074638643,0.0001914123226483416,1.5878094599954924e-05,0.5294871794871795,103,61
828,4932.YDR489W,46,0.2734885278847764,0.00012839340535759257,6.413086349808113e-05,3.0678531405166212e-06,0.6570048309178744,103,61
829,4932.YEL032W,102,0.31376693246229226,0.006561011684329212,0.0005243178256788479,2.520167936051243e-05,0.3383808969132207,103,61
830,4932.YEL061C,47,0.28012694056094006,0.000665969518380612,4.438191891479686e-05,8.652775822063112e-06,0.4301572617946346,133,17
831,4932.YER070W,43,0.2923379878267096,0.0022465246500114116,5.219431739917575e-05,4.994840424953868e-05,0.5138427464008859,136,6
832,4932.YER173W,36,0.2631324524653561,9.267052796600682e-05,1.7523492587486007e-05,2.7286463295494006e-06,0.5,47,66
833,4932.YFL009W,14,0.27225741913971324,0.000239108721083861,9.162522693410462e-06,1.9775869974368223e-05,0.45054945054945056,6,34
834,4932.YFL029C,14,0.26938304190036294,0.00041923732836148686,9.263970246265118e-06,3.444512320276492e-05,0.4725274725274725,134,58
835,4932.YFR031C,55,0.29137300383620307,0.0006924358857434657,0.00036502957666169653,9.441497986197555e-06,0.465993265993266,103,61
836,4932.YGL003C,25,0.2746615087040619,0.0007808119828291484,1.4280915271641798e-05,1.6423896162095295e-05,0.43333333333333335,134,58
837,4932.YGL113W,17,0.24723694171082514,6.240064040584698e-08,2.850030292004535e-05,1.1384807263014456e-08,0.9705882352941176,103,61
838,4932.YGL116W,34,0.2764750698383137,0.0005180940446368042,1.6390057359866474e-05,1.0528005878664498e-05,0.40106951871657753,134,58
839,4932.YGL201C,80,0.3031934645376903,0.00114213045008774,0.0005091458850236507,8.404430139938224e-06,0.43765822784810127,103,61
840,4932.YGR098C,49,0.27964723007106773,0.0008453436947104668,4.040544908774671e-05,1.0278722823339707e-05,0.40901360544217685,134,58
841,4932.YGR108W,23,0.26854135832922216,0.00013483925137731134,6.106258414766725e-06,6.193873702296592e-06,0.4426877470355731,134,58
842,4932.YGR109C,10,0.2612173078461169,1.8306455701306504e-05,5.052157209317765e-06,5.779526187051919e-06,0.6,134,58
843,4932.YGR188C,48,0.28616489967580827,0.0011802826193023834,4.811283610078347e-05,1.635442683871603e-05,0.4051418439716312,134,58
844,4932.YHR118C,23,0.2791452991452991,0.00011159518410115989,0.0003130444178963511,9.463248575622668e-06,0.8379446640316206,103,61
845,4932.YIL066C,40,0.2915290547174864,0.0019809256027987325,5.352938780783739e-05,3.6557228773266724e-05,0.5448717948717948,136,6
846,4932.YIL144W,51,0.29946818265175135,0.005901160262209649,0.00012839454251513705,6.82696375529422e-05,0.30901960784313726,134,58
847,4932.YIL150C,55,0.28992454505104304,0.00036583441840030956,6.96569094644665e-05,6.220720355033786e-06,0.5764309764309764,103,61
848,4932.YIR008C,58,0.2882103776914931,0.0004027058584906962,6.340634201781387e-05,4.992738223526089e-06,0.5408348457350273,103,61
849,4932.YJL013C,33,0.270431398526124,0.00013210538204093503,3.310655351422921e-05,4.462445849248055e-06,0.5643939393939394,134,58
850,4932.YJL026W,35,0.2901563610518834,0.0017790189336743627,4.586766935301549e-05,3.431759484024774e-05,0.46050420168067224,136,6
851,4932.YJL030W,60,0.28900097336518893,0.001775692473829033,5.027041576988309e-05,1.5765805096152278e-05,0.33502824858757063,134,58
852,4932.YJL065C,26,0.263855227015673,0.0006400484950491154,4.0012325233573155e-05,2.1890158339351415e-05,0.6153846153846154,135,3
853,4932.YJL072C,49,0.2721439880009999,0.00013476280336469705,6.784544825016738e-05,2.8652003489533954e-06,0.6122448979591837,103,61
854,4932.YJL090C,48,0.27380952380952384,0.00032189064162299044,4.503094569646535e-05,5.243682421276621e-06,0.49379432624113473,103,61
855,4932.YJL115W,66,0.3068107092531705,0.004645701802602593,0.0004064048647973354,2.784202589449795e-05,0.2564102564102564,10,43
856,4932.YJL187C,25,0.2911651956851208,0.0009253960627915503,1.5453842630517386e-05,3.332845538911269e-05,0.35,134,58
857,4932.YOL069W,26,0.25732745036243304,0.000990172089184547,1.5904793809444866e-05,3.710840368392509e-05,0.4276923076923077,138,35
858,4932.YLR079W,22,0.27791014295439076,0.0006483668817847474,1.0593021303090082e-05,2.5190587981740795e-05,0.36363636363636365,134,58
859,4932.YPR135W,80,0.2944729961229826,0.0013241953991271096,8.279396324804314e-05,7.664204802408866e-06,0.3962025316455696,103,61
860,4932.YLR210W,12,0.26285714285714284,2.0560580891619975e-05,4.8158951504459284e-06,5.088990213193239e-06,0.6818181818181818,134,58
861,4932.YNL262W,80,0.3002666176335387,0.0017846206268035928,8.080649810327626e-05,1.125070002824945e-05,0.3813291139240506,103,61
862,4932.YMR048W,59,0.2739013753773901,0.00032082205550500815,5.612360999975547e-05,4.152260817545799e-06,0.5160724722384571,103,61
863,4932.YJR046W,16,0.26973901552692436,9.523928672448446e-06,0.00046478185882623495,2.1934816209410588e-06,0.975,103,61
864,4932.YOL094C,30,0.2687844621841824,2.077956851597099e-05,3.703881941278101e-05,1.135962540811716e-06,0.7264367816091954,103,61
865,4932.YPL153C,62,0.29330938482263136,0.0020049268886549476,3.746909609700379e-05,1.5279515972290522e-05,0.29085140137493387,47,66
866,4932.YLR103C,90,0.3071858540255831,0.0019441851031887134,0.0005137430727108228,1.0679831057898733e-05,0.38551810237203493,103,61
867,4932.YOR074C,45,0.280970406056435,0.00407221690556233,4.665408066693683e-05,5.704361880261865e-05,0.398989898989899,139,17
868,4932.YPR120C,20,0.26559323412214364,0.00018322100015318894,1.0335653223381755e-05,1.053908391183057e-05,0.32105263157894737,134,58
869,4932.YNL182C,113,0.3054620276842499,0.003492614642000238,0.02538659580848027,2.6129014321436493e-05,0.618046776232617,13,207
870,4932.YOL146W,42,0.2677049180327869,5.8587493036548986e-05,6.280617408545723e-05,1.6667809990243336e-06,0.7073170731707317,103,61
871,4932.YKL108W,25,0.2607376656554367,2.1399854878797336e-05,4.2742855480276074e-05,1.4935538286126818e-06,0.8566666666666667,103,61
872,4932.YLR442C,30,0.27061065539812745,0.00028951776811091205,4.377701696926802e-05,1.344285606887511e-05,0.5149425287356322,140,3
873,4932.YLR002C,184,0.32893544163561284,0.008674716376843266,0.044196359601902276,2.6025835071156493e-05,0.5243525778094559,13,207
874,4932.YPR175W,51,0.2799588547917024,0.00022263070911242842,5.857244193848491e-05,3.937004171951883e-06,0.5984313725490196,103,61
875,4932.YLL004W,36,0.27831273966766085,0.0003889164826035072,0.0004723906271008922,1.3791910491248418e-05,0.7238095238095238,103,61
876,4932.YNL102W,86,0.2976667881881152,0.0010992653313366602,8.765026152515985e-05,6.086729951837818e-06,0.3748290013679891,103,61
877,4932.YKL113C,76,0.2925736809101496,0.001868212808720679,4.8744759556958426e-05,1.1336529118592473e-05,0.3487719298245614,47,66
878,4932.YLR086W,57,0.2973145197997269,0.0012274871289122665,0.0005138093696652765,1.6918846094795642e-05,0.45363408521303256,103,61
879,4932.YPR162C,34,0.25177304964539005,6.882286052009405e-06,4.863076325685276e-05,2.4162822430491586e-07,0.7754010695187166,103,61
880,4932.YPL031C,33,0.29186773905272567,0.006804715080056816,1.7507660805593286e-05,0.0001006161626885152,0.23295454545454544,134,58
881,4932.YPL001W,13,0.2593092497022628,6.663767792327792e-06,1.7343548252207938e-05,1.7201408816261592e-06,0.6794871794871795,10,43
882,4932.YML065W,40,0.2834823366027255,0.00031883579746093486,0.0004729631313542896,9.080822737003997e-06,0.6935897435897436,103,61
883,4932.YNL290W,31,0.2683648315529992,1.612905408720657e-05,3.495365487342818e-05,8.49782238858672e-07,0.7849462365591398,103,61
884,4932.YLL022C,20,0.27603110209601084,5.4587853943569866e-05,3.590221735766296e-05,6.694646909649187e-06,0.5736842105263158,10,43
885,4932.YPR019W,102,0.30825861255309106,0.002131679556246642,0.0005211143265782987,8.672226566963075e-06,0.35216462822752864,103,61
886,4932.YJR068W,59,0.28466835178244576,0.0004055969967283688,5.658245109395621e-05,5.166151853330058e-06,0.4950321449444769,103,61
887,4932.YPR119W,33,0.2778628551982304,0.0007797371126288024,1.6487045195070224e-05,1.5927121940775933e-05,0.3125,134,58
888,4932.YNL261W,41,0.2775087093210978,0.0002602145373971454,0.0004735429362031814,6.841389789192402e-06,0.675609756097561,103,61
889,4932.YOR033C,55,0.27936019160037634,0.0007355331278832773,2.8667352423771052e-05,6.6257341691767585e-06,0.3771043771043771,47,66
890,4932.YLR274W,112,0.31051530709260317,0.005419141066678851,0.0005546082641231984,1.5647788045899486e-05,0.2931145431145431,103,61
891,4932.YKL045W,51,0.28449477351916375,0.00024359601106429597,6.244941584787996e-05,4.133756614290665e-06,0.6094117647058823,103,61
892,4932.YNL312W,56,0.29463238610735226,0.000902052971115535,4.602109476014412e-05,1.1296267233360239e-05,0.45194805194805193,103,61
893,4932.YOR060C,23,0.24857295075728747,3.4537706300409596e-07,4.227512032313429e-05,2.9464274100687795e-08,0.9446640316205533,103,61
894,4932.YER073W,11,0.2465650007549449,0.0003203578714769085,3.617691327388733e-07,5.523742059480931e-05,0.07272727272727272,124,71
895,4932.YIL155C,16,0.24398625429553264,0.0022403345415143907,6.376798029234432e-07,6.6468794497044e-05,0.15,141,11
896,4932.YKL085W,41,0.2839506172839506,0.0016335345878290071,4.0370407539393476e-05,2.8653762084967707e-05,0.3573170731707317,142,14
897,4932.YMR110C,17,0.25446045968056097,0.0008030933320101365,4.237901056751678e-07,5.57487253830964e-05,0.15441176470588236,124,71
898,4932.YOR374W,18,0.25951529598728645,0.0010497527393466327,9.332124680702221e-07,7.751382628928457e-05,0.1568627450980392,124,71
899,4932.YOR187W,48,0.31190908222710345,0.007628236769559933,0.005878276976937221,0.00015427452551836437,0.375886524822695,143,1
900,4932.YBR146W,115,0.2958601322583567,0.0009966013595895684,0.0206833770274047,5.431639354035796e-06,0.4988558352402746,20,84
901,4932.YBR217W,21,0.2750779078581656,0.001882226839490889,3.6886530784039367e-05,8.51333604410536e-05,0.6,69,29
902,4932.YBR221C,53,0.2890521285069475,0.005024240827698541,7.797801419984728e-05,4.330733020230871e-05,0.23875181422351233,144,12
903,4932.YBR251W,97,0.304238472286912,0.003355439339294742,0.009751148683645537,1.2662551646766937e-05,0.5320017182130584,20,84
904,4932.YCR003W,78,0.29189382429171506,0.0002560097988287323,0.007049181504410943,2.790796153149124e-06,0.7176157176157176,20,84
905,4932.YCR046C,85,0.2941547329550572,0.0004561920730699818,0.009301710892298438,4.0299230953980985e-06,0.6411764705882353,20,84
906,4932.YDL202W,35,0.2930462090623598,0.0007832590171955913,0.003915039635162983,3.9795408499631204e-05,0.7109243697478992,20,84
907,4932.YDR041W,79,0.29273102088375014,0.0003771304151567317,0.007154668220787955,4.067382769187129e-06,0.6718597857838364,20,84
908,4932.YDR116C,48,0.28925693029846783,9.36034033753731e-05,0.003934947555299138,2.9437970452385968e-06,0.8546099290780141,20,84
909,4932.YDR237W,77,0.2968281377806053,0.0006112709976713181,0.006086758640124402,6.677272621588066e-06,0.6951469583048531,20,84
910,4932.YDR337W,88,0.29189382429171506,0.00026378227328292857,0.008929634969181654,2.3017607651323544e-06,0.6290491118077325,20,84
911,4932.YEL050C,78,0.29867398262459993,0.0009717827156244017,0.005263488756783107,1.0121552674131637e-05,0.7129537129537129,20,84
912,4932.YGL068W,84,0.30500560328726184,0.003616299692064797,0.016982587316895944,2.9273697204978625e-05,0.47963281698221455,20,84
913,4932.YGL129C,78,0.2898988105805077,0.0015302800624498118,0.003834636381708788,1.3699965781843156e-05,0.7186147186147186,20,84
914,4932.YGR101W,8,0.24591521722761842,0.0006254093614552537,3.602521403517336e-05,5.03938798838195e-05,0.14285714285714285,145,3
915,4932.YGR132C,9,0.2550765385816932,0.0001864338706863442,3.84098782166209e-05,2.5230765686921826e-05,0.3055555555555556,4,5
916,4932.YGR220C,86,0.29831932773109243,0.0009184973618164976,0.008584236524331662,6.8365877381077994e-06,0.6238030095759234,20,84
917,4932.YGR231C,14,0.28005487909449495,0.0012767629848248387,9.062565791091835e-05,0.00010176428243265324,0.25274725274725274,4,5
918,4932.YJL063C,125,0.313646403534044,0.006565192059642432,0.023613340047862863,3.1478991400863306e-05,0.45264516129032256,20,84
919,4932.YJR077C,16,0.28613982828105833,0.0009312120119902355,8.199599352197757e-05,0.00011312826827075714,0.4666666666666667,146,2
920,4932.YKL003C,104,0.29602102782561407,0.0007662281363092771,0.015367333998067197,5.034906528436321e-06,0.5315533980582524,20,84
921,4932.YLR069C,17,0.2642822463181745,0.0002407550418581701,0.0005797320953571741,2.816856207361303e-05,0.5147058823529411,20,84
922,4932.YLR439W,77,0.2993583868010999,0.002483901136998215,0.004305758333390536,2.2677305230315225e-05,0.6842105263157895,20,84
923,4932.YML025C,66,0.29145100838836335,0.0009361862633271183,0.00437020921848438,1.2816952517903518e-05,0.7142191142191142,20,84
924,4932.YMR203W,65,0.3114332030132545,0.008175962166789685,0.00026131450407237034,3.6656623620932335e-05,0.22692307692307692,147,40
925,4932.YNL005C,91,0.29620896063849084,0.001029478735536243,0.01094159210606352,8.484902499542027e-06,0.5858363858363859,20,84
926,4932.YNL284C,81,0.29569941149841555,0.00045866885796048463,0.008110696186820882,4.961954159682829e-06,0.6805555555555556,20,84
927,4932.YOR142W,43,0.2842966573816156,0.002364511749299158,0.0001400767605150033,3.821878608268273e-05,0.3709856035437431,142,14
928,4932.YPL097W,20,0.25212289640265556,0.0010250773088606752,8.773811847872221e-05,4.39512361222955e-05,0.34210526315789475,148,41
929,4932.YPL149W,23,0.2692275987140384,0.0019046231383558893,3.779318704298604e-05,7.470331373081251e-05,0.5849802371541502,69,29
930,4932.YPL013C,98,0.29551212450235254,0.0008643880136683436,0.012243734978043012,5.482490597729997e-06,0.5567010309278351,20,84
931,4932.YDR462W,63,0.27661556703650375,1.4484584885965822e-05,0.003375990585671667,2.5336450869777445e-07,0.8781362007168458,20,84
932,4932.YNL185C,57,0.2985647682603529,0.001400995955684579,0.004865426761982811,2.613481480558266e-05,0.7894736842105263,20,84
933,4932.YNR037C,85,0.2932040578148846,0.00041516000790581996,0.008450768505166979,3.858018858721425e-06,0.6403361344537815,20,84
934,4932.YNL137C,71,0.27175902812447994,0.00024823420257595987,0.0031292770736807388,2.8941212594463462e-06,0.7722334004024145,20,84
935,4932.YOR150W,78,0.2954052098408104,0.0006735199555455592,0.005651909109786687,6.9876532430530776e-06,0.7076257076257076,20,84
936,4932.YNL252C,68,0.28056008933940385,0.00021064901216711875,0.0037207836785561614,2.9907797323131286e-06,0.8257243195785777,20,84
937,4932.YDR322W,62,0.28576428383935604,0.002468564189987417,0.0029780321956985687,4.314311223487939e-05,0.8529878371232152,20,84
938,4932.YJR101W,66,0.27757946625871155,0.0006667029814114946,0.0030498700825836306,8.792906641719794e-06,0.7589743589743589,20,84
939,4932.YDR234W,10,0.25,0.0004213779384349594,2.478287080624307e-05,4.791842982202608e-05,0.28888888888888886,149,18
940,4932.YMR287C,12,0.2505561948599923,0.0,0.0006799431095862346,0.0,1.0,14,30
941,4932.YCR035C,20,0.26982815598149373,2.308482189238381e-05,0.0019411616209132206,2.065864287829576e-06,0.7210526315789474,14,30
942,4932.YDL111C,30,0.2716912070543216,0.00013258026188202844,0.003753505143203482,4.944487897541236e-06,0.5540229885057472,14,30
943,4932.YDR280W,34,0.2692275987140384,3.269701730935326e-05,0.005440369702257402,1.2881006609105967e-06,0.6024955436720143,14,30
944,4932.YGR095C,69,0.2902337154536568,0.0002752275280127932,0.015718912366059247,4.011664861109643e-06,0.6679454390451833,14,30
945,4932.YGR158C,29,0.2664817232375979,3.7669317742697525e-05,0.003923304556572422,1.7711552755184288e-06,0.6576354679802956,14,30
946,4932.YGR195W,31,0.2727348643006263,0.00016060613186260245,0.0031008107204070615,5.094771592450614e-06,0.5118279569892473,14,30
947,4932.YHR069C,57,0.28959035289945023,0.0008727587354557622,0.011924690426811786,1.5540022134632808e-05,0.6190476190476191,14,30
948,4932.YOL021C,41,0.2788116783336179,0.0002763015154234989,0.004708576372503962,4.807083637148688e-06,0.40487804878048783,14,30
949,4932.YOL142W,30,0.2732825704961928,8.740103380094148e-05,0.0037102732174351723,3.1862011183861294e-06,0.5770114942528736,14,30
950,4932.YNL232W,37,0.28010291595197256,0.00018182412463166943,0.005188917128648879,4.78165593078652e-06,0.5135135135135135,14,30
951,4932.YOR257W,13,0.28272160664819945,0.0006777881368030175,0.000129435529022614,6.410533567648763e-05,0.21794871794871795,151,4
952,4932.YBR111W-A,26,0.27885928961748635,0.0009047348938082657,0.00014345477586591896,2.8140863267652446e-05,0.5692307692307692,5,49
953,4932.YDR159W,16,0.2847428073234525,0.000708868613469625,0.00027919948220386705,5.021903027972509e-05,0.325,152,13
954,4932.YEL037C,47,0.31036776584624154,0.0063656410427976795,0.0010632336283948952,7.498045596918795e-05,0.3089731729879741,62,87
955,4932.YER162C,20,0.26567965508826163,0.0006079309451597959,1.1030073418963562e-05,2.1881741588884176e-05,0.43157894736842106,153,6
956,4932.YML085C,28,0.2881086803105152,0.0013011817681104869,1.3699904516980701e-05,2.3987239455550463e-05,0.3201058201058201,55,11
957,4932.YML124C,27,0.2887454690124657,0.0017310151361980726,1.3705813176143414e-05,3.628773057484238e-05,0.3190883190883191,55,11
958,4932.YOL072W,4,0.2391797876235811,6.9087333732722655e-06,4.800552625309299e-06,8.398148619977715e-06,0.6666666666666666,151,4
959,4932.YPR141C,29,0.27228011671529806,0.001009969683822427,2.5526411367983737e-05,1.8874381734673605e-05,0.4827586206896552,133,17
960,4932.YPL169C,110,0.324072236554872,0.0074752980850287375,0.019182446932550386,3.220122386661284e-05,0.371976647206005,152,13
961,4932.YBR268W,41,0.27436155913978494,0.00030940161583170947,0.0026149168895224736,8.398943271433855e-06,0.8,20,84
962,4932.YKL192C,40,0.271465381098828,0.002983172203631711,0.0004462099100002319,4.062230346584489e-05,0.3282051282051282,158,2
963,4932.YBR024W,6,0.2161339421613394,2.9960475960445836e-06,3.831235734282555e-07,1.6600564390794346e-06,0.6666666666666666,29,9
964,4932.YBR037C,6,0.21779141104294478,2.9035707715607976e-06,3.2100311540544534e-07,1.933475739559572e-06,0.6666666666666666,29,9
965,4932.YDR376W,4,0.22204092732340744,3.000457762837853e-05,1.3356814684310477e-07,1.8778375114359353e-05,0.3333333333333333,2,6
966,4932.YKL087C,4,0.24058931860036833,6.440935720615212e-05,2.684844048481318e-06,8.426638908347915e-05,0.3333333333333333,159,2
967,4932.YLL009C,27,0.25663994970925663,0.001638210850610445,4.012543996345637e-06,2.911075092383471e-05,0.31054131054131057,33,18
968,4932.YNR041C,18,0.2585701844667881,0.0026320340266992584,4.2656342956149604e-05,0.00010767446306175571,0.3790849673202614,93,14
969,4932.YGR033C,21,0.2664817232375979,6.393987238004314e-05,1.9647544864074208e-05,3.94022173632198e-06,0.6666666666666666,147,40
970,4932.YDL217C,29,0.27885928961748635,0.0002055447617787559,5.069740440203867e-05,7.835683336485402e-06,0.5689655172413793,147,40
971,4932.YEL020W-A,35,0.27303126567463637,0.002378402893873634,0.00010893796270276724,4.001473127648275e-05,0.3680672268907563,33,18
972,4932.YLR008C,23,0.27092492741600993,0.00011016073305090789,2.388917716885624e-05,5.932835447240599e-06,0.6086956521739131,147,40
973,4932.YPL063W,32,0.27144281914893614,0.0004557626233174119,2.493376085940516e-05,9.361503326398735e-06,0.4778225806451613,147,40
974,4932.YKR065C,13,0.2558358138806204,9.30488699781164e-06,1.347275742293932e-05,1.3677286379168944e-06,0.8846153846153846,147,40
975,4932.YNR017W,38,0.2931777378815081,0.002426948911463071,0.0002831411072757409,3.5469305431168864e-05,0.32716927453769556,147,40
976,4932.YHR024C,37,0.292914798206278,0.00482728273754865,0.0014873618889607722,0.00010820920336484389,0.2897897897897898,147,40
977,4932.YIL022W,34,0.28296655692254374,0.0007961237729172221,9.093883778373495e-05,1.9735000643188333e-05,0.43493761140819964,147,40
978,4932.YNL131W,46,0.30869565217391304,0.0031170826748401718,0.00042810255465955426,3.8782219788281815e-05,0.35942028985507246,147,40
979,4932.YJR045C,40,0.3024074074074074,0.005299198849423681,6.111275946972022e-05,6.379494738975425e-05,0.25256410256410255,2,6
980,4932.YJL054W,36,0.27988687976690374,0.0002738670219538692,6.091689325625556e-05,6.223984492101039e-06,0.48095238095238096,147,40
981,4932.YJL104W,22,0.26572288666503946,5.4290728257699564e-05,1.990681372705873e-05,2.9937250071778693e-06,0.6883116883116883,147,40
982,4932.YJL143W,28,0.2690945044080086,0.00022861778698107736,2.4246524910763474e-05,7.73119035986702e-06,0.5634920634920635,147,40
983,4932.YNL070W,34,0.2838272355957243,0.00043126177744894854,5.031498510406095e-05,9.862966331921211e-06,0.45098039215686275,147,40
984,4932.YKL195W,30,0.2650328653736915,0.0021170869593027924,1.0164356821469944e-05,2.5826045853463824e-05,0.32873563218390806,33,18
985,4932.YJR135W-A,34,0.26940526272374826,0.0015034786699670633,4.581091720847428e-05,2.9204076368215256e-05,0.42245989304812837,33,18
986,4932.YPL098C,13,0.24998086490623805,9.318467924548757e-05,4.451866483432579e-06,1.3456374726193297e-05,0.5128205128205128,147,40
