,cid,orf,betweeness_centrality,degree_centrality,eigenvector_centrality
0,0,4932.YBR192W,0.0,0.0145631067961165,0.0023938277279389546
1,0,4932.YNL182C,0.0006827498550027,0.4417475728155339,0.06356763688687328
2,0,4932.YKR081C,0.0063612905147167,0.7912621359223301,0.10053859187972713
3,0,4932.YGR103W,0.0117343522492512,0.8300970873786407,0.1029973938140006
4,0,4932.YDR361C,0.0013837141712324,0.233009708737864,0.03282154509887389
5,0,4932.YGL111W,0.001235304677742,0.5388349514563107,0.07436233530661619
6,0,4932.YIR026C,3.879357250451295e-05,0.2572815533980582,0.033927940081969823
7,0,4932.YLL034C,0.0007328187355357,0.4077669902912621,0.055080362961612596
8,0,4932.YOR310C,0.0072012289718073,0.703883495145631,0.09264994434546901
9,0,4932.YGR159C,0.0004336750572439,0.3203883495145631,0.045702552914140444
10,0,4932.YLR222C,0.0069966923057357,0.7281553398058251,0.0955455839512548
11,0,4932.YDL208W,0.0033778672415749,0.5242718446601942,0.0719852643167803
12,0,4932.YOR039W,5.538969726826486e-06,0.2475728155339805,0.03561519586806997
13,0,4932.YKR024C,0.0010193815345812,0.5194174757281553,0.07498026219853417
14,0,4932.YNL061W,0.0051175509419821,0.7378640776699028,0.09551645130961543
15,0,4932.YOR341W,0.0006379472552805,0.4320388349514563,0.06345978644013359
16,0,4932.YER082C,0.0028366836690814,0.6893203883495145,0.09329650455088584
17,0,4932.YLR409C,0.0042006310487819,0.6990291262135921,0.09234865425544879
18,0,4932.YJL109C,0.0025161324793518,0.6213592233009708,0.08426429796928596
19,0,4932.YPL239W,0.0,0.0145631067961165,0.001795641591652415
20,0,4932.YMR093W,0.0027244930199887,0.6601941747572815,0.0900598069692149
21,0,4932.YGL099W,0.0027370371399448,0.3592233009708737,0.05257131608489043
22,0,4932.YDR083W,0.0008527842715821,0.4951456310679611,0.07146613596370532
23,0,4932.YNL124W,0.0005083205337331,0.1650485436893203,0.02492680591489237
24,0,4932.YIR012W,0.0001605660771895,0.2961165048543689,0.03966936513285307
25,0,4932.YLR197W,0.0068031926721246,0.703883495145631,0.09290368938025663
26,0,4932.YLR186W,0.0008996676198291,0.4999999999999999,0.07057576086958116
27,0,4932.YGL120C,0.002206705480573,0.6262135922330097,0.08574579546221012
28,0,4932.YDR299W,0.0056927995501649,0.6990291262135921,0.09312820285047033
29,0,4932.YDR398W,0.0039893415635047,0.7087378640776698,0.09464558902170687
30,0,4932.YLR068W,3.808000609280098e-06,0.0145631067961165,0.0015038276415455364
31,0,4932.YOR004W,0.0033552330383055,0.6601941747572815,0.08834110472606625
32,0,4932.YLR106C,0.0004858910525471,0.3398058252427184,0.04503770925436139
33,0,4932.YLR129W,0.0039541330165517,0.7233009708737863,0.09600073978698327
34,0,4932.YNR054C,0.0003832032486237,0.3349514563106796,0.04784606238945765
35,0,4932.YER002W,0.0014241017208271,0.4611650485436893,0.0598194949519773
36,0,4932.YOR061W,5.467469062100391e-05,0.2766990291262136,0.039793052458532034
37,0,4932.YMR269W,0.0,0.0194174757281553,0.003231813515704707
38,0,4932.YJL069C,0.0021286675641042,0.6504854368932038,0.08916693438705586
39,0,4932.YLR336C,0.0001084291486979,0.2233009708737864,0.03241500088492397
40,0,4932.YNL110C,0.0061589450900632,0.7669902912621358,0.09722067092127544
41,0,4932.YNL308C,0.0028827227706742,0.6893203883495145,0.09289392662179533
42,0,4932.YGR187C,2.6985582278028408e-06,0.058252427184466,0.008894057080776504
43,0,4932.YKL082C,0.0004063413152084,0.3980582524271844,0.05740841564117505
44,0,4932.YDL060W,0.0037468260191328,0.6990291262135921,0.09315815642713135
45,0,4932.YDR060W,0.0017723691224607,0.5922330097087378,0.081467275231631
46,0,4932.YOL041C,0.0018307699536889,0.5825242718446602,0.07869158293519297
47,0,4932.YJR002W,0.0023581156251816,0.6359223300970873,0.08681478624726766
48,0,4932.YLR003C,0.0004451076531264,0.3932038834951456,0.05564502816760574
49,0,4932.YGR251W,0.0001596856600971,0.3203883495145631,0.04484455970895258
50,0,4932.YMR239C,4.606681074973585e-05,0.1213592233009708,0.01696897565661082
51,0,4932.YOR119C,3.875132812246268e-05,0.1359223300970873,0.0191083085711304
52,0,4932.YNL207W,0.0002398695626953,0.3009708737864077,0.04424092121801052
53,0,4932.YOR078W,0.0003472505201206,0.3640776699029125,0.05104638607733935
54,0,4932.YLR196W,0.0024698978580407,0.6116504854368932,0.08515794377907791
55,0,4932.YIL127C,0.0012147855971139,0.3009708737864077,0.04088970920308951
56,0,4932.YAL059W,8.879157847562707e-05,0.2766990291262136,0.036861922150480966
57,0,4932.YGR090W,0.002272925920376,0.6019417475728155,0.08234105862178946
58,0,4932.YLL008W,0.0101354476302501,0.7378640776699028,0.09468298196809025
59,0,4932.YDR194C,3.459135743100764e-05,0.1067961165048543,0.01622276684683265
60,0,4932.YNL163C,0.0,0.0194174757281553,0.0019961194545797607
61,0,4932.YPR137W,0.0069593908189955,0.7233009708737863,0.0953543229467142
62,0,4932.YGL014W,0.0,0.0048543689320388,0.0008227253911550316
63,0,4932.YDR101C,0.0051152377072973,0.5825242718446602,0.07592269967698366
64,0,4932.YNL175C,8.786659930017714e-05,0.2621359223300971,0.039498264131297395
65,0,4932.YAL025C,0.0082246865573944,0.6990291262135921,0.0897141758247616
66,0,4932.YNL062C,0.0003700198715162,0.3834951456310679,0.05790181252511014
67,0,4932.YPL217C,0.0054999444573877,0.7233009708737863,0.09479331181770043
68,0,4932.YHR066W,0.0031286935737007,0.6116504854368932,0.0806604033782678
69,0,4932.YPL263C,0.0,0.0145631067961165,0.0023122900438418406
70,0,4932.YHR085W,0.0041615243022145,0.4660194174757281,0.06327442786776355
71,0,4932.YLR022C,4.973460929683655e-05,0.0339805825242718,0.00384257415870544
72,0,4932.YGR145W,0.0041649258068586,0.7427184466019416,0.09753158335693604
73,0,4932.YGR245C,0.006614420249285,0.7087378640776698,0.0937664253981822
74,0,4932.YCR087C-A,0.0005076716375943,0.3932038834951456,0.056342476733377334
75,0,4932.YFR001W,0.0005770474401618,0.3495145631067961,0.045898164921814734
76,0,4932.YJL010C,0.002080031291121,0.6504854368932038,0.09007215631648069
77,0,4932.YOL077C,0.015836715634982,0.7524271844660193,0.09517534882892206
78,0,4932.YOL080C,0.0001014924610435,0.1359223300970873,0.01958742506290365
79,0,4932.YDL148C,0.0035606746554797,0.7184466019417475,0.09623439343291076
80,0,4932.YNL227C,1.5364504751818634e-05,0.2524271844660194,0.033255495409546844
81,0,4932.YJR091C,0.0,0.0048543689320388,0.0008227253911550316
82,0,4932.YHR052W,0.0084619989483905,0.7524271844660193,0.09562968837894013
83,0,4932.YDR412W,7.2126626458690045e-06,0.0922330097087378,0.014106051087793307
84,0,4932.YLR074C,0.0003792695277065,0.3300970873786407,0.043403732118835296
85,0,4932.YMR229C,0.0034634583922865,0.6990291262135921,0.09347927166778762
86,0,4932.YPL266W,0.002216910970794,0.645631067961165,0.08872032875602236
87,0,4932.YPR143W,0.0017402877887303,0.5631067961165048,0.07670049965817353
88,0,4932.YIL091C,0.0017760679282154,0.6310679611650485,0.08784773263848428
89,0,4932.YBL004W,0.0006987622850486,0.4174757281553398,0.057908171082687664
90,0,4932.YMR128W,0.0016332047270678,0.5825242718446602,0.08050216325220515
91,0,4932.YNL035C,0.0,0.0048543689320388,0.0008148455809623788
92,0,4932.YPL043W,0.0077788386135643,0.7864077669902912,0.09899397680821855
93,0,4932.YMR290C,0.0064433181691753,0.7669902912621358,0.09845419619520716
94,0,4932.YHR170W,0.0084210545724933,0.6844660194174756,0.09044995401984195
95,0,4932.YOR206W,0.0066001495240284,0.7669902912621358,0.09837631960230692
96,0,4932.YOL022C,0.0,0.0145631067961165,0.0015221079754019246
97,0,4932.YOR287C,0.0018658215332357,0.529126213592233,0.07073248305793857
98,0,4932.YER126C,0.0026269722627669,0.616504854368932,0.0817575786145904
99,0,4932.YML093W,0.0037522318073988,0.6553398058252426,0.08945482156641067
100,0,4932.YKL099C,0.0018475102518501,0.529126213592233,0.07228976571696866
101,0,4932.YEL026W,0.000506268651058,0.3398058252427184,0.047899454386681424
102,0,4932.YNL248C,0.0011973109088572,0.5097087378640777,0.07258944051494445
103,0,4932.YGL029W,0.0052886832420221,0.4077669902912621,0.05002841015925295
104,0,4932.YNR053C,0.0034124201231144,0.6213592233009708,0.08276949923821006
105,0,4932.YGL078C,0.0089899225741158,0.7184466019417475,0.09054312242125227
