,cluster,protein,degree,betweenness_centrality,eigenvector_centrality,degree_centrality
1712,506,YML047C,1,0.000,0.707,1.000
1713,507,YDR414C,2,0.000,0.577,1.000
1714,507,YKR007W,2,0.000,0.577,1.000
1715,507,YCR075C,2,0.000,0.577,1.000
1716,508,YLR126C,2,1.000,0.707,1.000
1717,509,YER123W,1,0.000,0.707,1.000
1718,509,YPL236C,1,0.000,0.707,1.000
1719,510,YNL161W,1,0.000,0.707,1.000
1720,510,YCL051W,1,0.000,0.707,1.000
1721,511,YKL094W,0,0.000,1.000,1.000
1722,512,YCR068W,0,0.000,1.000,1.000
1723,513,YLR066W,3,0.000,0.500,1.000
1724,513,YIR022W,3,0.000,0.500,1.000
1725,513,YJR010C-A,3,0.000,0.500,1.000
1726,513,YML055W,3,0.000,0.500,1.000
1727,514,YEL075W-A,4,0.000,0.447,1.000
1728,514,YEL077C,4,0.000,0.447,1.000
1729,514,YEL075C,4,0.000,0.447,1.000
1730,514,YEL076C,4,0.000,0.447,1.000
1731,514,YEL074W,4,0.000,0.447,1.000
1732,515,YMR164C,3,1.000,0.707,1.000
1733,516,YHR084W,9,0.165,0.390,0.750
1734,516,YGR040W,9,0.113,0.394,0.750
1735,516,YJL157C,6,0.046,0.284,0.500
1736,516,YBL016W,11,0.303,0.435,0.917
1737,517,YOR230W,1,0.000,0.707,1.000
1738,517,YLR437C,1,0.000,0.707,1.000
1739,518,YMR154C,7,0.089,0.379,0.875
1740,518,YOR275C,8,0.214,0.397,1.000
1741,518,YHL027W,7,0.089,0.379,0.875
1742,519,YOR022C,1,0.000,0.707,1.000
1743,519,YDL195W,1,0.000,0.707,1.000
1744,520,YOL016C,2,1.000,0.707,1.000
1745,521,YKL159C,1,0.000,0.707,1.000
1746,521,YNL027W,1,0.000,0.707,1.000
1747,522,YNL291C,4,0.100,0.420,0.800
1748,522,YGR217W,5,0.233,0.494,1.000
1749,523,YGL167C,1,0.000,0.707,1.000
1750,523,YGL168W,1,0.000,0.707,1.000
1751,524,YDR264C,4,0.250,0.469,0.800
1752,524,YOR034C,4,0.250,0.469,0.800
1753,525,YDL240W,1,0.000,0.707,1.000
1754,525,YEL031W,1,0.000,0.707,1.000
1755,526,YDR099W,1,0.000,0.707,1.000
1756,526,YER177W,1,0.000,0.707,1.000
1757,527,YMR212C,3,0.083,0.524,0.750
1758,527,YLR305C,4,0.583,0.583,1.000
1759,528,YLR422W,1,0.000,0.707,1.000
1760,528,YLL007C,1,0.000,0.707,1.000
1761,529,YLR310C,0,0.000,1.000,1.000
1762,530,YER056C,0,0.000,1.000,1.000
1763,531,YLR254C,1,0.000,0.707,1.000
1764,531,YOR269W,1,0.000,0.707,1.000
1765,532,YDR517W,1,0.000,0.707,1.000
1766,532,YDL099W,1,0.000,0.707,1.000
1767,533,YIL177W-A,1,0.000,0.707,1.000
1768,533,YIL177C,1,0.000,0.707,1.000
1769,534,YML133W-A,2,0.000,0.577,1.000
1770,534,YML133C,2,0.000,0.577,1.000
1771,534,YML133W-B,2,0.000,0.577,1.000
1772,535,YLL066W-A,3,0.667,0.612,1.000
1773,536,YDL124W,2,1.000,0.707,1.000
1774,537,YJR056C,5,0.000,0.408,1.000
1775,537,YJL028W,5,0.000,0.408,1.000
1776,537,YJR055W,5,0.000,0.408,1.000
1777,537,YJL161W,5,0.000,0.408,1.000
1778,537,YJL022W,5,0.000,0.408,1.000
1779,537,YJL027C,5,0.000,0.408,1.000
1780,538,YHR195W,1,0.000,0.707,1.000
1781,538,YAR042W,1,0.000,0.707,1.000
1782,539,YER120W,4,0.900,0.677,0.800
1783,539,YOR086C,2,0.400,0.425,0.400
1784,540,YNL160W,2,1.000,0.707,1.000
1785,541,YDR150W,1,0.000,0.707,1.000
1786,541,YPR083W,1,0.000,0.707,1.000
1787,542,YLR215C,2,1.000,0.707,1.000
1788,543,YAL021C,1,0.000,0.707,1.000
1789,543,YNR052C,1,0.000,0.707,1.000
1790,544,YDL234C,3,0.056,0.425,0.750
1791,544,YOR070C,3,0.056,0.425,0.750
1792,544,YGR100W,3,0.056,0.425,0.750
1793,544,YFL027C,4,0.111,0.526,1.000
1794,544,YPL249C,3,0.056,0.425,0.750
1795,545,YJL053W,7,0.043,0.346,0.778
1796,545,YHR012W,9,0.166,0.398,1.000
1797,545,YJL154C,9,0.166,0.398,1.000
1798,546,YML072C,1,0.000,0.707,1.000
1799,546,YBR086C,1,0.000,0.707,1.000
1800,547,YDL058W,0,0.000,1.000,1.000
1801,548,YKL179C,2,0.000,0.577,1.000
1802,548,YJR134C,2,0.000,0.577,1.000
1803,548,YOR216C,2,0.000,0.577,1.000
1804,549,YMR079W,0,0.000,1.000,1.000
1805,550,YLR380W,1,0.000,0.707,1.000
1806,550,YJL145W,1,0.000,0.707,1.000
1807,551,YER166W,6,0.322,0.504,1.000
1808,551,YDR093W,5,0.167,0.439,0.833
1809,552,YMR162C,1,0.000,0.707,1.000
1810,552,YNR048W,1,0.000,0.707,1.000
1811,553,YIL048W,3,0.667,0.612,1.000
1812,554,YOR107W,1,0.000,0.707,1.000
1813,554,YML104C,1,0.000,0.707,1.000
1814,555,YOR301W,3,0.167,0.557,1.000
1815,555,YLR084C,3,0.167,0.557,1.000
1816,556,YNL066W,7,0.021,0.363,0.583
1817,556,YHR143W,7,0.021,0.363,0.583
1818,556,YGL028C,7,0.021,0.363,0.583
1819,556,YNL327W,7,0.021,0.363,0.583
1820,556,YER124C,7,0.021,0.363,0.583
1821,556,YLR286C,11,0.629,0.372,0.917
1822,557,YDR306C,2,0.000,0.577,1.000
1823,557,YLR097C,2,0.000,0.577,1.000
1824,557,YBR280C,2,0.000,0.577,1.000
1825,558,YIL001W,1,0.000,0.707,1.000
1826,558,YGR003W,1,0.000,0.707,1.000
1827,559,YNL264C,1,0.000,0.707,1.000
1828,559,YPL272C,1,0.000,0.707,1.000
1829,560,YDR310C,0,0.000,1.000,1.000
1830,561,YNL333W,5,0.000,0.408,1.000
1831,561,YMR096W,5,0.000,0.408,1.000
1832,561,YNL334C,5,0.000,0.408,1.000
1833,561,YFL060C,5,0.000,0.408,1.000
1834,561,YMR095C,5,0.000,0.408,1.000
1835,561,YFL059W,5,0.000,0.408,1.000
1836,562,YGL210W,0,0.000,1.000,1.000
1837,563,YDR135C,2,1.000,0.707,1.000
1838,564,YNL086W,5,0.000,0.408,1.000
1839,564,YGL079W,5,0.000,0.408,1.000
1840,564,YEL005C,5,0.000,0.408,1.000
1841,564,YDR357C,5,0.000,0.408,1.000
1842,564,YLR408C,5,0.000,0.408,1.000
1843,564,YKL061W,5,0.000,0.408,1.000
1844,565,YDR104C,2,1.000,0.707,1.000
1845,566,YLR189C,2,0.000,0.577,1.000
1846,566,YJL036W,2,0.000,0.577,1.000
1847,566,YDL113C,2,0.000,0.577,1.000
1848,567,YHR107C,11,0.130,0.381,1.000
1849,567,YLR314C,10,0.092,0.356,0.909
1850,567,YJR076C,11,0.130,0.381,1.000
1851,568,YPR028W,4,0.056,0.479,1.000
1852,568,YDR233C,4,0.056,0.479,1.000
1853,568,YOR165W,4,0.056,0.479,1.000
1854,569,YHR076W,2,0.000,0.577,1.000
1855,569,YCR079W,2,0.000,0.577,1.000
1856,569,YOR090C,2,0.000,0.577,1.000
1857,570,YJR036C,1,0.000,0.707,1.000
1858,570,YMR247C,1,0.000,0.707,1.000
1859,571,YPL009C,3,0.083,0.470,0.750
1860,571,YKR023W,3,0.083,0.470,0.750
1861,571,YGR271W,4,0.333,0.559,1.000
1862,572,YMR241W,1,0.000,0.707,1.000
1863,572,YDL198C,1,0.000,0.707,1.000
1864,573,YKL178C,8,0.186,0.378,0.727
1865,573,YFL026W,9,0.272,0.409,0.818
1866,573,YPL187W,7,0.079,0.364,0.636
1867,574,YOR193W,2,1.000,0.707,1.000
1868,575,YPR156C,3,0.667,0.612,1.000
1869,576,YGL192W,3,0.667,0.612,1.000
1870,577,YCL027W,0,0.000,1.000,1.000
1871,578,YPL128C,2,1.000,0.707,1.000
1872,579,YLR223C,3,0.667,0.612,1.000
1873,580,YFL066C,3,0.000,0.500,1.000
1874,580,YFL065C,3,0.000,0.500,1.000
1875,580,YFL067W,3,0.000,0.500,1.000
1876,580,YFL064C,3,0.000,0.500,1.000
1877,581,YJL073W,1,0.000,0.707,1.000
1878,581,YLR104W,1,0.000,0.707,1.000
1879,582,YLR057W,1,0.000,0.707,1.000
1880,582,YJR131W,1,0.000,0.707,1.000
1881,583,YGR225W,1,0.000,0.707,1.000
1882,583,YHR184W,1,0.000,0.707,1.000
1883,584,YER175C,1,0.000,0.707,1.000
1884,584,YGL117W,1,0.000,0.707,1.000
1885,585,YOR271C,2,1.000,0.707,1.000
1886,586,YKR077W,1,0.000,0.707,1.000
1887,586,YOR066W,1,0.000,0.707,1.000
1888,587,YMR037C,0,0.000,1.000,1.000
1889,588,YGR016W,2,1.000,0.707,1.000
1890,589,YGL071W,0,0.000,1.000,1.000
1891,590,YOR383C,3,0.667,0.612,1.000
1892,591,YCR040W,4,0.083,0.436,0.800
1893,591,YCL067C,4,0.083,0.436,0.800
1894,591,YCR097W,5,0.167,0.507,1.000
1895,592,YKL189W,4,0.000,0.447,1.000
1896,592,YOR353C,4,0.000,0.447,1.000
1897,592,YFL034C-B,4,0.000,0.447,1.000
1898,592,YIL129C,4,0.000,0.447,1.000
1899,592,YHR102W,4,0.000,0.447,1.000
1900,593,YMR071C,3,0.167,0.557,1.000
1901,593,YDR100W,3,0.167,0.557,1.000
1902,594,YDL170W,3,1.000,0.707,1.000
1903,595,YNR055C,2,0.167,0.500,0.667
1904,595,YIL120W,2,0.167,0.500,0.667
1905,595,YNL065W,2,0.167,0.500,0.667
1906,595,YLL028W,2,0.167,0.500,0.667
1907,596,YML116W,1,0.000,0.707,1.000
1908,596,YBR008C,1,0.000,0.707,1.000
1909,597,YHR048W,1,0.000,0.707,1.000
1910,597,YIL121W,1,0.000,0.707,1.000
1911,598,YLR262C,6,0.905,0.659,0.857
1912,598,YDR027C,2,0.286,0.282,0.286
1913,599,YLR047C,3,1.000,0.707,1.000
1914,600,YPL004C,8,0.333,0.508,0.889
1915,600,YGR086C,8,0.333,0.508,0.889
1916,600,YMR031C,4,0.222,0.299,0.444
1917,601,YDR492W,1,0.000,0.271,0.250
1918,601,YJL056C,4,0.833,0.636,1.000
1919,601,YLR023C,2,0.000,0.473,0.500
1920,601,YOL101C,2,0.000,0.473,0.500
1921,601,YOL002C,1,0.000,0.271,0.250
1922,602,YKL175W,8,0.093,0.403,0.889
1923,602,YGL255W,7,0.233,0.347,0.778
1924,602,YIL023C,8,0.093,0.403,0.889
1925,603,YOR043W,2,1.000,0.707,1.000
1926,604,YGL077C,1,0.000,0.707,1.000
1927,604,YDR497C,1,0.000,0.707,1.000
1928,605,YPL092W,1,0.000,0.707,1.000
1929,605,YGL254W,1,0.000,0.707,1.000
1930,606,YPR105C,9,0.056,0.361,1.000
1931,606,YER157W,9,0.056,0.361,1.000
1932,606,YML071C,9,0.056,0.361,1.000
1933,606,YNL041C,9,0.056,0.361,1.000
1934,607,YKL204W,2,1.000,0.707,1.000
1935,608,YGL038C,0,0.000,1.000,1.000
1936,609,YJL170C,1,0.000,0.707,1.000
1937,609,YGL032C,1,0.000,0.707,1.000
1938,610,YLL019C,1,0.000,0.707,1.000
1939,610,YMR216C,1,0.000,0.707,1.000
1940,611,YER001W,5,0.650,0.601,1.000
1941,611,YBR015C,3,0.050,0.444,0.600
1942,612,YJR075W,5,0.025,0.428,1.000
1943,612,YDR245W,5,0.025,0.428,1.000
1944,612,YJL183W,5,0.025,0.428,1.000
1945,612,YPL050C,5,0.025,0.428,1.000
1946,613,YPL053C,1,0.000,0.707,1.000
1947,613,YNR059W,1,0.000,0.707,1.000
1948,614,YDR089W,1,0.000,0.707,1.000
1949,614,YFL004W,1,0.000,0.707,1.000
1950,615,YBR056W-A,1,0.000,0.707,1.000
1951,615,YMR316W,1,0.000,0.707,1.000
1952,616,YGR070W,5,0.027,0.369,0.833
1953,616,YGR023W,5,0.027,0.369,0.833
1954,616,YOL105C,5,0.027,0.369,0.833
1955,616,YLR371W,5,0.027,0.369,0.833
1956,616,YLR332W,6,0.040,0.429,1.000
1957,616,YNL283C,5,0.027,0.369,0.833
1958,616,YOR008C,5,0.027,0.369,0.833
1959,617,YBR260C,1,0.000,0.707,1.000
1960,617,YFL047W,1,0.000,0.707,1.000
1961,618,YBR168W,1,0.000,0.707,1.000
1962,618,YHR150W,1,0.000,0.707,1.000
1963,619,YLR324W,2,1.000,0.707,1.000
1964,620,YGR184C,2,1.000,0.707,1.000
1965,621,YIL039W,1,0.000,0.707,1.000
1966,621,YCR017C,1,0.000,0.707,1.000
1967,622,YNL008C,2,0.000,0.577,1.000
1968,622,YNL159C,2,0.000,0.577,1.000
1969,622,YMR119W,2,0.000,0.577,1.000
1970,623,YDL212W,1,0.000,0.707,1.000
1971,623,YKR039W,1,0.000,0.707,1.000
1972,624,YLL044W,1,0.000,0.707,1.000
1973,624,YLL038C,1,0.000,0.707,1.000
1974,625,YLR080W,1,0.000,0.707,1.000
1975,625,YFL048C,1,0.000,0.707,1.000
1976,626,YGL198W,5,0.183,0.490,1.000
1977,626,YGR172C,5,0.183,0.490,1.000
1978,627,YBR187W,1,0.000,0.707,1.000
1979,627,YMR034C,1,0.000,0.707,1.000
1980,628,YJL151C,1,0.000,0.707,1.000
1981,628,YDR525W-A,1,0.000,0.707,1.000
1982,629,YPR109W,1,0.000,0.707,1.000
1983,629,YOL073C,1,0.000,0.707,1.000
1984,630,YGR143W,1,0.000,0.707,1.000
1985,630,YDR072C,1,0.000,0.707,1.000
1986,631,YOL042W,1,0.000,0.707,1.000
1987,631,YML118W,1,0.000,0.707,1.000
1988,632,YFR023W,1,0.000,0.260,0.200
1989,632,YNL085W,1,0.000,0.260,0.200
1990,632,YGR178C,5,0.900,0.653,1.000
1991,632,YDL053C,2,0.000,0.431,0.400
1992,632,YHR121W,2,0.000,0.431,0.400
1993,632,YHR015W,1,0.000,0.260,0.200
1994,633,YBR271W,0,0.000,1.000,1.000
1995,634,YBR053C,2,1.000,0.707,1.000
1996,635,YML086C,2,1.000,0.707,1.000
1997,636,YGR250C,1,0.000,0.707,1.000
1998,636,YIR001C,1,0.000,0.707,1.000
1999,637,YDR017C,4,0.333,0.463,0.667
2000,637,YDR173C,5,0.533,0.537,0.833
2001,638,YPR201W,2,0.000,0.577,1.000
2002,638,YPR199C,2,0.000,0.577,1.000
2003,638,YPR200C,2,0.000,0.577,1.000
2004,639,YBR030W,3,0.000,0.500,1.000
2005,639,YDR257C,3,0.000,0.500,1.000
2006,639,YPL208W,3,0.000,0.500,1.000
2007,639,YDR198C,3,0.000,0.500,1.000
2008,640,YOR051C,1,0.000,0.707,1.000
2009,640,YER049W,1,0.000,0.707,1.000
2010,641,YNL078W,2,0.000,0.577,1.000
2011,641,YOL070C,2,0.000,0.577,1.000
2012,641,YPL158C,2,0.000,0.577,1.000
2013,642,YFL057C,2,0.000,0.577,1.000
2014,642,YFL056C,2,0.000,0.577,1.000
2015,642,YDL243C,2,0.000,0.577,1.000
2016,643,YAL004W,1,0.000,0.707,1.000
2017,643,YOR053W,1,0.000,0.707,1.000
2018,644,YDR545W,1,0.000,0.707,1.000
2019,644,YDR545C-A,1,0.000,0.707,1.000
2020,645,YOR396C-A,2,1.000,0.707,1.000
2021,646,YPL058C,1,0.000,0.707,1.000
2022,646,YML076C,1,0.000,0.707,1.000
2023,647,YMR204C,1,0.000,0.707,1.000
2024,647,YMR163C,1,0.000,0.707,1.000
2025,648,YLR343W,1,0.000,0.354,0.250
2026,648,YOL030W,1,0.000,0.354,0.250
2027,648,YOR386W,4,1.000,0.707,1.000
2028,648,YOL132W,1,0.000,0.354,0.250
2029,648,YMR215W,1,0.000,0.354,0.250
2030,649,YOR252W,1,0.000,0.707,1.000
2031,649,YDR514C,1,0.000,0.707,1.000
2032,650,YOL110W,1,0.000,0.707,1.000
2033,650,YLR246W,1,0.000,0.707,1.000
2034,651,YER071C,1,0.000,0.707,1.000
2035,651,YIR003W,1,0.000,0.707,1.000
2036,652,YKR093W,2,1.000,0.707,1.000
2037,653,YDL144C,1,0.000,0.707,1.000
2038,653,YFR018C,1,0.000,0.707,1.000
2039,654,YOR242C,1,0.000,0.707,1.000
2040,654,YOR255W,1,0.000,0.707,1.000
2041,655,YJL059W,0,0.000,1.000,1.000
2042,656,YCL001W-A,2,0.000,0.577,1.000
2043,656,YCL042W,2,0.000,0.577,1.000
2044,656,YCR024C-B,2,0.000,0.577,1.000
2045,657,YBL049W,1,0.000,0.707,1.000
2046,657,YBL048W,1,0.000,0.707,1.000
2047,658,YGL140C,2,1.000,0.707,1.000
2048,659,YHR101C,1,0.000,0.707,1.000
2049,659,YMR200W,1,0.000,0.707,1.000
2050,660,YDR186C,1,0.000,0.707,1.000
2051,660,YLR065C,1,0.000,0.707,1.000
2052,661,YNL199C,2,1.000,0.707,1.000
2053,662,YJL223C,20,0.016,0.239,1.000
2054,662,YIR041W,20,0.016,0.239,1.000
2055,662,YFL020C,20,0.016,0.239,1.000
2056,662,YMR325W,20,0.016,0.239,1.000
2057,662,YCR104W,20,0.016,0.239,1.000
2058,662,YIL176C,20,0.016,0.239,1.000
2059,663,YNL149C,1,0.000,0.707,1.000
2060,663,YNL158W,1,0.000,0.707,1.000
2061,664,YCR089W,1,0.000,0.707,1.000
2062,664,YNR044W,1,0.000,0.707,1.000
2063,665,YPL006W,2,1.000,0.707,1.000
2064,666,YGL222C,1,0.000,0.707,1.000
2065,666,YER035W,1,0.000,0.707,1.000
2066,667,YDR403W,2,1.000,0.707,1.000
2067,668,YLL056C,2,1.000,0.707,1.000
2068,669,YKL164C,1,0.000,0.707,1.000
2069,669,YJL159W,1,0.000,0.707,1.000
2070,670,YDR250C,1,0.000,0.707,1.000
2071,670,YGR045C,1,0.000,0.707,1.000
2072,671,YER039C,1,0.000,0.707,1.000
2073,671,YER039C-A,1,0.000,0.707,1.000
2074,672,YBL109W,3,0.000,0.500,1.000
2075,672,YBL113W-A,3,0.000,0.500,1.000
2076,672,YBL113C,3,0.000,0.500,1.000
2077,672,YBL111C,3,0.000,0.500,1.000
2078,673,YEL004W,1,0.000,0.707,1.000
2079,673,YML038C,1,0.000,0.707,1.000
2080,674,YDR085C,1,0.000,0.707,1.000
2081,674,YER158C,1,0.000,0.707,1.000
2082,675,YPL199C,1,0.000,0.707,1.000
2083,675,YKL047W,1,0.000,0.707,1.000
2084,676,YLR465C,1,0.000,0.707,1.000
2085,676,YLR463C,1,0.000,0.707,1.000
2086,677,YLR467C-A,1,0.000,0.707,1.000
2087,677,YLR466C-B,1,0.000,0.707,1.000
2088,678,YNL101W,2,0.667,0.602,0.667
2089,678,YCL038C,2,0.667,0.602,0.667
2090,679,YGL102C,2,1.000,0.707,1.000
2091,680,YBL108W,1,0.000,0.271,0.250
2092,680,YHR217C,2,0.000,0.473,0.500
2093,680,YDR544C,1,0.000,0.271,0.250
2094,680,YDR543C,4,0.833,0.636,1.000
2095,680,YKL225W,2,0.000,0.473,0.500
2096,681,YHR219W,0,0.000,1.000,1.000
2097,682,YJR162C,3,0.083,0.524,0.750
2098,682,YNL337W,4,0.583,0.583,1.000
2099,683,YER188C-A,2,0.000,0.577,1.000
2100,683,YER190W,2,0.000,0.577,1.000
2101,683,YER189W,2,0.000,0.577,1.000
2102,684,YHL049C,0,0.000,1.000,1.000
2103,685,YCL012C,1,0.000,0.707,1.000
2104,685,YHL050W-A,1,0.000,0.707,1.000
2105,686,YNL033W,3,0.250,0.500,0.750
2106,686,YNL019C,3,0.250,0.500,0.750
2107,687,YIL088C,1,0.000,0.707,1.000
2108,687,YKL146W,1,0.000,0.707,1.000
