,cluster,protein,degree,degree_centrality,eigenvector_centrality,betweenness_centrality
2266,644,YDR545W,1,1.000,0.707,0.000
2267,644,YDR545C-A,1,1.000,0.707,0.000
2268,645,YOR396W,1,0.500,0.500,0.000
2269,645,YOR394C-A,1,0.500,0.500,0.000
2270,646,YPL058C,1,1.000,0.707,0.000
2271,646,YML076C,1,1.000,0.707,0.000
2272,647,YMR204C,1,1.000,0.707,0.000
2273,647,YMR163C,1,1.000,0.707,0.000
2274,648,YLR343W,1,0.250,0.354,0.000
2275,648,YOL030W,1,0.250,0.354,0.000
2276,648,YOL132W,1,0.250,0.354,0.000
2277,648,YMR215W,1,0.250,0.354,0.000
2278,649,YOR252W,1,1.000,0.707,0.000
2279,649,YDR514C,1,1.000,0.707,0.000
2280,650,YOL110W,1,1.000,0.707,0.000
2281,650,YLR246W,1,1.000,0.707,0.000
2282,651,YER071C,1,1.000,0.707,0.000
2283,651,YIR003W,1,1.000,0.707,0.000
2284,652,YPR194C,1,0.500,0.500,0.000
2285,652,YPL177C,1,0.500,0.500,0.000
2286,653,YDL144C,1,1.000,0.707,0.000
2287,653,YFR018C,1,1.000,0.707,0.000
2288,654,YOR242C,1,1.000,0.707,0.000
2289,654,YOR255W,1,1.000,0.707,0.000
2290,655,YJL059W,0,1.000,1.000,0.000
2291,656,YCL001W-A,2,1.000,0.577,0.000
2292,656,YCL042W,2,1.000,0.577,0.000
2293,656,YCR024C-B,2,1.000,0.577,0.000
2294,657,YBL049W,1,1.000,0.707,0.000
2295,657,YBL048W,1,1.000,0.707,0.000
2296,658,YGL139W,1,0.500,0.500,0.000
2297,658,YGL146C,1,0.500,0.500,0.000
2298,659,YHR101C,1,1.000,0.707,0.000
2299,659,YMR200W,1,1.000,0.707,0.000
2300,660,YDR186C,1,1.000,0.707,0.000
2301,660,YLR065C,1,1.000,0.707,0.000
2302,661,YOR344C,1,0.500,0.500,0.000
2303,661,YPL075W,1,0.500,0.500,0.000
2304,662,YJL223C,20,1.000,0.239,0.016
2305,662,YKL224C,18,0.900,0.225,0.005
2306,662,YIR041W,20,1.000,0.239,0.016
2307,662,YEL049W,18,0.900,0.225,0.005
2308,662,YGR294W,19,0.950,0.234,0.008
2309,662,YFL020C,20,1.000,0.239,0.016
2310,662,YBR301W,19,0.950,0.232,0.011
2311,662,YMR325W,20,1.000,0.239,0.016
2312,662,YCR104W,20,1.000,0.239,0.016
2313,662,YNR076W,19,0.950,0.232,0.011
2314,662,YLR461W,18,0.900,0.227,0.003
2315,662,YLL064C,18,0.900,0.227,0.003
2316,662,YIL176C,20,1.000,0.239,0.016
2317,663,YNL149C,1,1.000,0.707,0.000
2318,663,YNL158W,1,1.000,0.707,0.000
2319,664,YCR089W,1,1.000,0.707,0.000
2320,664,YNR044W,1,1.000,0.707,0.000
2321,665,YDL046W,1,0.500,0.500,0.000
2322,665,YOR032C,1,0.500,0.500,0.000
2323,666,YGL222C,1,1.000,0.707,0.000
2324,666,YER035W,1,1.000,0.707,0.000
2325,667,YDR402C,1,0.500,0.500,0.000
2326,667,YHR139C,1,0.500,0.500,0.000
2327,668,YLL059C,1,0.500,0.500,0.000
2328,668,YML131W,1,0.500,0.500,0.000
2329,669,YKL164C,1,1.000,0.707,0.000
2330,669,YJL159W,1,1.000,0.707,0.000
2331,670,YDR250C,1,1.000,0.707,0.000
2332,670,YGR045C,1,1.000,0.707,0.000
2333,671,YER039C,1,1.000,0.707,0.000
2334,671,YER039C-A,1,1.000,0.707,0.000
2335,672,YBL109W,3,1.000,0.500,0.000
2336,672,YBL113W-A,3,1.000,0.500,0.000
2337,672,YBL113C,3,1.000,0.500,0.000
2338,672,YBL111C,3,1.000,0.500,0.000
2339,673,YEL004W,1,1.000,0.707,0.000
2340,673,YML038C,1,1.000,0.707,0.000
2341,674,YDR085C,1,1.000,0.707,0.000
2342,674,YER158C,1,1.000,0.707,0.000
2343,675,YPL199C,1,1.000,0.707,0.000
2344,675,YKL047W,1,1.000,0.707,0.000
2345,676,YLR465C,1,1.000,0.707,0.000
2346,676,YLR463C,1,1.000,0.707,0.000
2347,677,YLR467C-A,1,1.000,0.707,0.000
2348,677,YLR466C-B,1,1.000,0.707,0.000
2349,678,YNL101W,2,0.667,0.602,0.667
2350,678,YCL038C,2,0.667,0.602,0.667
2351,679,YPR044C,1,0.500,0.500,0.000
2352,679,YLR076C,1,0.500,0.500,0.000
2353,680,YHR217C,2,0.500,0.473,0.000
2354,680,YKL225W,2,0.500,0.473,0.000
2355,681,YHR219W,0,1.000,1.000,0.000
2356,682,YJR162C,3,0.750,0.524,0.083
2357,682,YNR077C,2,0.500,0.412,0.000
2358,682,YFL063W,2,0.500,0.412,0.000
2359,683,YER188C-A,2,1.000,0.577,0.000
2360,683,YER190W,2,1.000,0.577,0.000
2361,683,YER189W,2,1.000,0.577,0.000
2362,684,YHL049C,0,1.000,1.000,0.000
2363,685,YCL012C,1,1.000,0.707,0.000
2364,685,YHL050W-A,1,1.000,0.707,0.000
2365,686,YNL033W,3,0.750,0.500,0.250
2366,686,YFL051C,2,0.500,0.408,0.056
2367,686,YNL034W,2,0.500,0.408,0.056
2368,686,YNL018C,2,0.500,0.408,0.056
2369,686,YNL019C,3,0.750,0.500,0.250
2370,687,YIL088C,1,1.000,0.707,0.000
2371,687,YKL146W,1,1.000,0.707,0.000
