,cluster,protein,degree,degree_centrality,eigenvector_centrality,betweenness_centrality
1149,234,YJR095W,1,1.000,0.707,0.000
1150,234,YLR174W,1,1.000,0.707,0.000
1151,235,YLR355C,5,1.000,0.448,0.067
1152,235,YJR148W,5,1.000,0.448,0.067
1153,235,YJR016C,5,1.000,0.448,0.067
1154,236,YGR194C,4,1.000,0.479,0.056
1155,236,YLR354C,4,1.000,0.479,0.056
1156,236,YLR070C,4,1.000,0.479,0.056
1157,237,YDL130W-A,2,0.500,0.500,0.500
1158,237,YNL015W,1,0.250,0.354,0.000
1159,237,YDL181W,1,0.250,0.271,0.000
1160,237,YHR138C,1,0.250,0.354,0.000
1161,238,YDR256C,2,1.000,0.577,0.000
1162,238,YKL026C,2,1.000,0.577,0.000
1163,238,YGR088W,2,1.000,0.577,0.000
1164,239,YHR106W,9,0.750,0.336,0.048
1165,239,YLR109W,8,0.667,0.294,0.038
1166,239,YPL091W,9,0.750,0.327,0.073
1167,239,YML028W,9,0.750,0.324,0.083
1168,239,YDR353W,8,0.667,0.302,0.040
1169,239,YBL064C,8,0.667,0.288,0.065
1170,240,YNL329C,16,0.696,0.254,0.015
1171,240,YJL210W,14,0.609,0.236,0.003
1172,240,YNL214W,15,0.652,0.243,0.012
1173,240,YDR265W,16,0.696,0.254,0.015
1174,240,YDR329C,16,0.696,0.242,0.034
1175,240,YDR142C,15,0.652,0.227,0.038
1176,240,YKL197C,14,0.609,0.234,0.004
1177,240,YDR244W,16,0.696,0.254,0.016
1178,241,YEL020C,6,0.600,0.284,0.011
1179,241,YLR151C,7,0.700,0.319,0.023
1180,241,YBR041W,6,0.600,0.286,0.011
1181,241,YJR019C,8,0.800,0.349,0.051
1182,242,YJR078W,5,0.833,0.431,0.044
1183,242,YLR231C,5,0.833,0.431,0.044
1184,242,YDR428C,4,0.667,0.372,0.000
1185,242,YJR025C,4,0.667,0.328,0.067
1186,242,YJL060W,4,0.667,0.372,0.000
1187,243,YHR008C,2,1.000,0.577,0.000
1188,243,YHR050W,2,1.000,0.577,0.000
1189,243,YGR257C,2,1.000,0.577,0.000
1190,244,YOL067C,3,1.000,0.500,0.000
1191,244,YBL103C,3,1.000,0.500,0.000
1192,244,YNL076W,3,1.000,0.500,0.000
1193,244,YGL252C,3,1.000,0.500,0.000
1194,245,YJL101C,0,1.000,1.000,0.000
1195,246,YAR015W,0,1.000,1.000,0.000
1196,247,YBR068C,1,1.000,0.707,0.000
1197,247,YCL018W,1,1.000,0.707,0.000
1198,248,YBR185C,0,1.000,1.000,0.000
1199,249,YER017C,1,1.000,0.707,0.000
1200,249,YMR089C,1,1.000,0.707,0.000
1201,250,YOR020C,0,1.000,1.000,0.000
1202,251,YBR112C,3,0.750,0.565,0.500
1203,251,YCR084C,3,0.750,0.565,0.500
1204,251,YPR065W,2,0.500,0.491,0.000
1205,252,YIL104C,1,0.500,0.500,0.000
1206,252,YLR262C-A,1,0.500,0.500,0.000
1207,253,YKR036C,3,0.750,0.439,0.000
1208,253,YOR211C,4,1.000,0.510,0.167
1209,253,YJL112W,3,0.750,0.439,0.000
1210,253,YLL001W,4,1.000,0.510,0.167
1211,254,YDR096W,1,0.333,0.408,0.000
1212,254,YGL131C,1,0.333,0.408,0.000
1213,254,YER169W,1,0.333,0.408,0.000
1214,255,YJR133W,2,1.000,0.577,0.000
1215,255,YNL141W,2,1.000,0.577,0.000
1216,255,YDL238C,2,1.000,0.577,0.000
1217,256,YJR047C,1,1.000,0.707,0.000
1218,256,YHR068W,1,1.000,0.707,0.000
1219,257,YIL011W,2,0.667,0.523,0.000
1220,257,YJR150C,2,0.667,0.523,0.000
1221,258,YOL022C,1,1.000,0.707,0.000
1222,258,YJR070C,1,1.000,0.707,0.000
1223,259,YER086W,1,0.500,0.500,0.000
1224,259,YCL064C,1,0.500,0.500,0.000
1225,260,YOR251C,1,1.000,0.707,0.000
1226,260,YOR285W,1,1.000,0.707,0.000
1227,261,YLR168C,2,0.667,0.523,0.000
1228,261,YLR193C,2,0.667,0.523,0.000
1229,262,YGR235C,5,1.000,0.408,0.000
1230,262,YFR011C,5,1.000,0.408,0.000
1231,262,YKR016W,5,1.000,0.408,0.000
1232,262,YNL100W,5,1.000,0.408,0.000
1233,262,YCL057C-A,5,1.000,0.408,0.000
1234,262,YBR262C,5,1.000,0.408,0.000
1235,263,YKR071C,0,1.000,1.000,0.000
1236,264,YJL130C,0,1.000,1.000,0.000
1237,265,YDL171C,1,1.000,0.707,0.000
1238,265,YPR035W,1,1.000,0.707,0.000
1239,266,YOL058W,0,1.000,1.000,0.000
1240,267,YJR109C,2,1.000,0.577,0.000
1241,267,YOR302W,2,1.000,0.577,0.000
1242,267,YOR303W,2,1.000,0.577,0.000
1243,268,YJR103W,1,1.000,0.707,0.000
1244,268,YMR217W,1,1.000,0.707,0.000
1245,269,YLR160C,1,0.250,0.354,0.000
1246,269,YLR158C,1,0.250,0.354,0.000
1247,269,YLR157C,1,0.250,0.354,0.000
1248,269,YLR155C,1,0.250,0.354,0.000
1249,270,YDR441C,11,0.733,0.316,0.046
1250,270,YNL220W,11,0.733,0.313,0.067
1251,270,YDR399W,9,0.600,0.277,0.022
1252,270,YML022W,11,0.733,0.316,0.046
1253,270,YLR028C,10,0.667,0.290,0.041
1254,270,YMR120C,10,0.667,0.290,0.041
1255,271,YMR085W,1,0.500,0.707,0.000
1256,271,YMR084W,1,0.500,0.707,0.000
1257,272,YBR218C,1,0.500,0.500,0.000
1258,272,YNL036W,1,0.500,0.500,0.000
1259,273,YGR087C,4,0.400,0.454,0.089
1260,273,YLR134W,4,0.400,0.454,0.089
1261,273,YLR044C,4,0.400,0.454,0.089
1262,273,YAL060W,4,0.400,0.386,0.200
1263,273,YDL080C,3,0.300,0.139,0.356
1264,274,YMR175W,7,0.636,0.280,0.062
1265,274,YDL223C,7,0.636,0.318,0.012
1266,274,YPL223C,7,0.636,0.320,0.012
1267,275,YGL037C,0,1.000,1.000,0.000
1268,276,YMR020W,0,1.000,1.000,0.000
1269,277,YML042W,2,1.000,0.577,0.000
1270,277,YER024W,2,1.000,0.577,0.000
1271,277,YAR035W,2,1.000,0.577,0.000
1272,278,YLL043W,4,0.222,0.152,0.114
1273,278,YPR054W,3,0.167,0.156,0.006
1274,278,YER045C,3,0.167,0.178,0.019
1275,278,YER075C,4,0.222,0.288,0.000
1276,278,YMR172W,3,0.167,0.173,0.005
1277,279,YDR248C,5,0.833,0.377,0.050
1278,279,YNL241C,5,0.833,0.377,0.050
1279,280,YNL111C,1,0.500,0.500,0.000
1280,280,YIL043C,1,0.500,0.500,0.000
1281,281,YEL022W,9,0.529,0.251,0.035
1282,281,YIL076W,7,0.412,0.235,0.000
1283,281,YER122C,9,0.529,0.274,0.018
1284,281,YPL010W,7,0.412,0.235,0.000
1285,281,YFR051C,7,0.412,0.235,0.000
1286,281,YGL137W,9,0.529,0.289,0.011
1287,282,YGR207C,2,1.000,0.577,0.000
1288,282,YOR356W,2,1.000,0.577,0.000
1289,282,YPR004C,2,1.000,0.577,0.000
1290,283,YOL017W,1,0.500,0.500,0.000
1291,283,YOR304W,1,0.500,0.500,0.000
1292,284,YKR048C,1,1.000,0.707,0.000
1293,284,YER030W,1,1.000,0.707,0.000
1294,285,YPL016W,1,1.000,0.707,0.000
1295,285,YER161C,1,1.000,0.707,0.000
1296,286,YGL208W,6,0.353,0.327,0.000
1297,286,YGL035C,3,0.176,0.137,0.004
1298,286,YKL048C,3,0.176,0.175,0.000
1299,286,YMR280C,3,0.176,0.103,0.004
1300,286,YDR422C,6,0.353,0.327,0.000
1301,286,YER027C,6,0.353,0.327,0.000
1302,287,YIR038C,3,0.375,0.384,0.250
1303,287,YLL048C,3,0.375,0.384,0.250
1304,287,YER040W,2,0.250,0.317,0.000
1305,287,YFL021W,2,0.250,0.317,0.000
1306,288,YBR128C,9,0.429,0.226,0.015
1307,288,YHR171W,8,0.381,0.178,0.017
1308,288,YNR007C,8,0.381,0.192,0.008
1309,288,YNL325C,9,0.429,0.241,0.001
1310,288,YLR360W,9,0.429,0.244,0.001
1311,288,YLR211C,9,0.429,0.244,0.001
1312,288,YNL054W,9,0.429,0.241,0.001
1313,289,YOR101W,4,1.000,0.479,0.056
1314,289,YJL005W,4,1.000,0.479,0.056
1315,289,YNL098C,4,1.000,0.479,0.056
1316,290,YHR046C,2,1.000,0.577,0.000
1317,290,YDR287W,2,1.000,0.577,0.000
1318,290,YPR113W,2,1.000,0.577,0.000
1319,291,YIL160C,1,1.000,0.707,0.000
1320,291,YBR222C,1,1.000,0.707,0.000
1321,292,YER081W,1,1.000,0.707,0.000
1322,292,YIL074C,1,1.000,0.707,0.000
1323,293,YKL132C,3,0.500,0.357,0.000
1324,293,YGR267C,3,0.500,0.357,0.000
1325,293,YMR113W,4,0.667,0.429,0.022
1326,294,YHL007C,6,0.231,0.203,0.003
1327,294,YOR127W,6,0.231,0.188,0.003
1328,294,YNL293W,5,0.192,0.135,0.007
1329,294,YOL112W,5,0.192,0.135,0.007
1330,294,YPL115C,5,0.192,0.199,0.000
1331,294,YDR309C,6,0.231,0.190,0.007
1332,294,YER114C,5,0.192,0.153,0.016
1333,294,YGR152C,6,0.231,0.210,0.002
1334,294,YIL118W,5,0.192,0.152,0.021
1335,295,YBR179C,0,1.000,1.000,0.000
1336,296,YEL013W,2,0.667,0.602,0.667
1337,296,YLR072W,2,0.667,0.602,0.667
1338,297,YMR097C,2,0.333,0.387,0.133
1339,297,YOR201C,2,0.333,0.316,0.033
1340,297,YGL136C,2,0.333,0.387,0.133
1341,298,YBL057C,1,1.000,0.707,0.000
1342,298,YMR276W,1,1.000,0.707,0.000
1343,299,YMR023C,2,1.000,0.577,0.000
1344,299,YGL236C,2,1.000,0.577,0.000
1345,299,YDL033C,2,1.000,0.577,0.000
1346,300,YBR208C,2,1.000,0.577,0.000
1347,300,YIR032C,2,1.000,0.577,0.000
1348,300,YNL314W,2,1.000,0.577,0.000
1349,301,YAL005C,3,0.429,0.335,0.000
1350,301,YLL024C,3,0.429,0.335,0.000
1351,301,YER103W,3,0.429,0.281,0.040
1352,301,YBR169C,4,0.571,0.376,0.127
1353,302,YKR074W,1,1.000,0.707,0.000
1354,302,YPL225W,1,1.000,0.707,0.000
1355,303,YOL086C,1,0.500,0.500,0.000
1356,303,YOR347C,1,0.500,0.500,0.000
1357,304,YDR519W,1,1.000,0.707,0.000
1358,304,YDR304C,1,1.000,0.707,0.000
1359,305,YBR153W,5,1.000,0.428,0.025
1360,305,YBL033C,5,1.000,0.428,0.025
1361,305,YBR256C,5,1.000,0.428,0.025
1362,305,YDR487C,5,1.000,0.428,0.025
1363,306,YLR345W,5,0.625,0.352,0.000
1364,306,YMR205C,6,0.750,0.396,0.018
1365,306,YJL155C,6,0.750,0.396,0.018
1366,306,YGR240C,6,0.750,0.396,0.018
1367,306,YIL107C,5,0.625,0.352,0.000
1368,307,YER003C,2,1.000,0.577,0.000
1369,307,YFL045C,2,1.000,0.577,0.000
1370,307,YNR073C,2,1.000,0.577,0.000
1371,308,YOL122C,0,1.000,1.000,0.000
1372,309,YBR290W,0,1.000,1.000,0.000
1373,310,YDR182W,1,1.000,0.707,0.000
1374,310,YCR044C,1,1.000,0.707,0.000
1375,311,YMR319C,0,1.000,1.000,0.000
1376,312,YOL023W,0,1.000,1.000,0.000
1377,313,YHR218W,8,0.667,0.345,0.016
1378,313,YHL050C,7,0.583,0.316,0.006
1379,313,YLR467W,7,0.583,0.310,0.011
1380,313,YEL076C-A,7,0.583,0.316,0.006
1381,314,YHL016C,0,1.000,1.000,0.000
1382,315,YKL015W,1,0.500,0.500,0.000
1383,315,YMR179W,1,0.500,0.500,0.000
1384,316,YPL111W,0,1.000,1.000,0.000
1385,317,YBR011C,2,1.000,0.577,0.000
1386,317,YMR267W,2,1.000,0.577,0.000
1387,317,YPL036W,2,1.000,0.577,0.000
1388,318,YBL019W,5,1.000,0.408,0.000
1389,318,YML060W,5,1.000,0.408,0.000
1390,318,YAL015C,5,1.000,0.408,0.000
1391,318,YML021C,5,1.000,0.408,0.000
1392,318,YKL114C,5,1.000,0.408,0.000
1393,318,YOL043C,5,1.000,0.408,0.000
1394,319,YLR411W,3,1.000,0.557,0.167
1395,319,YMR021C,3,1.000,0.557,0.167
1396,320,YIL065C,0,1.000,1.000,0.000
1397,321,YML004C,7,0.778,0.367,0.037
1398,321,YMR322C,7,0.778,0.370,0.044
1399,321,YOR391C,7,0.778,0.370,0.044
1400,322,YIL070C,1,0.500,0.500,0.000
1401,322,YPL159C,1,0.500,0.500,0.000
1402,323,YDR454C,1,0.500,0.500,0.000
1403,323,YJL055W,1,0.500,0.500,0.000
1404,324,YLR328W,6,0.857,0.402,0.024
1405,324,YFR047C,6,0.857,0.402,0.024
1406,324,YOR209C,6,0.857,0.402,0.024
1407,325,YER007C-A,2,1.000,0.577,0.000
1408,325,YDR117C,2,1.000,0.577,0.000
1409,325,YJR014W,2,1.000,0.577,0.000
1410,326,YLR093C,25,0.758,0.203,0.006
1411,326,YMR017W,24,0.727,0.197,0.005
1412,326,YAL030W,26,0.788,0.206,0.015
1413,326,YOR327C,23,0.697,0.190,0.003
1414,326,YBL050W,23,0.697,0.191,0.003
1415,326,YBR080C,22,0.667,0.182,0.004
1416,326,YHL031C,25,0.758,0.201,0.007
1417,326,YGL212W,22,0.667,0.179,0.009
1418,326,YMR197C,26,0.788,0.206,0.015
1419,326,YIL004C,26,0.788,0.209,0.007
1420,326,YOR106W,26,0.788,0.206,0.014
1421,326,YLR078C,26,0.788,0.209,0.008
1422,327,YDR179C,4,1.000,0.447,0.000
1423,327,YDL216C,4,1.000,0.447,0.000
1424,327,YOL117W,4,1.000,0.447,0.000
1425,327,YIL071C,4,1.000,0.447,0.000
1426,327,YMR025W,4,1.000,0.447,0.000
1427,328,YHR129C,0,1.000,1.000,0.000
1428,329,YDR106W,3,1.000,0.500,0.000
1429,329,YMR294W,3,1.000,0.500,0.000
1430,329,YPL174C,3,1.000,0.500,0.000
1431,329,YLL049W,3,1.000,0.500,0.000
1432,330,YKL007W,0,1.000,1.000,0.000
1433,331,YDR424C,3,0.750,0.439,0.000
1434,331,YKR054C,4,1.000,0.510,0.167
1435,331,YDR488C,4,1.000,0.510,0.167
1436,331,YMR299C,3,0.750,0.439,0.000
1437,332,YMR313C,10,0.286,0.148,0.013
1438,332,YDR503C,12,0.343,0.150,0.073
1439,332,YPR139C,9,0.257,0.144,0.005
1440,332,YKR067W,9,0.257,0.140,0.010
1441,332,YOR245C,11,0.314,0.164,0.018
1442,332,YNL130C,12,0.343,0.185,0.044
1443,332,YOR311C,12,0.343,0.204,0.011
1444,332,YJR073C,11,0.314,0.198,0.003
1445,332,YGR170W,9,0.257,0.169,0.001
1446,332,YNR008W,11,0.314,0.170,0.013
1447,332,YGR157W,10,0.286,0.184,0.001
1448,332,YNL169C,12,0.343,0.192,0.031
1449,332,YDR284C,10,0.286,0.138,0.012
1450,333,YMR318C,4,0.800,0.383,0.025
1451,333,YCR105W,4,0.800,0.383,0.025
1452,333,YER062C,4,0.800,0.383,0.025
1453,333,YIL053W,4,0.800,0.383,0.025
1454,334,YCL004W,3,0.600,0.425,0.000
1455,334,YGR046W,3,0.600,0.425,0.000
1456,335,YPL110C,0,1.000,1.000,0.000
1457,336,YDR077W,1,0.500,0.500,0.000
1458,336,YLR110C,1,0.500,0.500,0.000
1459,337,YHR055C,2,0.667,0.523,0.000
1460,337,YGL166W,2,0.667,0.523,0.000
1461,338,YLR034C,2,0.667,0.523,0.000
1462,338,YKR052C,2,0.667,0.523,0.000
1463,339,YBR207W,3,0.750,0.470,0.083
1464,339,YMR058W,3,0.750,0.470,0.083
1465,340,YKL120W,1,0.500,0.500,0.000
1466,340,YLR451W,1,0.500,0.500,0.000
1467,341,YDR165W,0,1.000,1.000,0.000
1468,342,YDR465C,0,1.000,1.000,0.000
1469,343,YDR011W,4,0.444,0.398,0.000
1470,343,YBL005W,5,0.556,0.416,0.222
1471,343,YOR153W,5,0.556,0.436,0.083
1472,344,YNL313C,0,1.000,1.000,0.000
1473,345,YGL063W,6,0.857,0.366,0.057
1474,345,YLR165C,6,0.857,0.384,0.019
1475,346,YDL101C,1,1.000,0.707,0.000
1476,346,YML058W,1,1.000,0.707,0.000
1477,347,YOL090W,1,1.000,0.707,0.000
1478,347,YDR097C,1,1.000,0.707,0.000
1479,348,YNL186W,1,0.500,0.500,0.000
1480,348,YMR219W,1,0.500,0.500,0.000
1481,349,YLR233C,2,1.000,0.577,0.000
1482,349,YLR318W,2,1.000,0.577,0.000
1483,349,YIL009C-A,2,1.000,0.577,0.000
1484,350,YIL096C,1,1.000,0.707,0.000
1485,350,YCR016W,1,1.000,0.707,0.000
1486,351,YCR034W,6,1.000,0.392,0.013
1487,351,YBR159W,6,1.000,0.392,0.013
1488,351,YDL015C,6,1.000,0.392,0.013
1489,351,YJL097W,6,1.000,0.392,0.013
1490,351,YGL055W,6,1.000,0.392,0.013
1491,352,YDR242W,1,0.500,0.707,0.000
1492,352,YPL103C,1,0.500,0.707,0.000
1493,353,YIL087C,1,0.500,0.500,0.000
1494,353,YPR155C,1,0.500,0.500,0.000
1495,354,YGR268C,1,1.000,0.707,0.000
1496,354,YBR101C,1,1.000,0.707,0.000
1497,355,YFR014C,1,1.000,0.707,0.000
1498,355,YBR109C,1,1.000,0.707,0.000
1499,356,YDR171W,0,1.000,1.000,0.000
1500,357,YDL100C,5,0.714,0.389,0.012
1501,357,YOR007C,5,0.714,0.375,0.032
1502,357,YGL020C,5,0.714,0.389,0.012
1503,358,YNR016C,2,1.000,0.577,0.000
1504,358,YMR207C,2,1.000,0.577,0.000
1505,358,YDL141W,2,1.000,0.577,0.000
1506,359,YOR108W,1,0.500,0.500,0.000
1507,359,YHR002W,1,0.500,0.500,0.000
1508,360,YGR205W,0,1.000,1.000,0.000
1509,361,YBR176W,2,1.000,0.577,0.000
1510,361,YHR063C,2,1.000,0.577,0.000
1511,361,YIL145C,2,1.000,0.577,0.000
1512,362,YIL165C,1,1.000,0.707,0.000
1513,362,YIL164C,1,1.000,0.707,0.000
1514,363,YHR074W,4,0.800,0.440,0.000
1515,363,YJR049C,4,0.800,0.440,0.000
1516,363,YDR191W,4,0.800,0.440,0.000
1517,363,YOR025W,4,0.800,0.440,0.000
1518,364,YPL057C,4,1.000,0.479,0.056
1519,364,YDR367W,4,1.000,0.479,0.056
1520,364,YKL004W,4,1.000,0.479,0.056
1521,365,YLR154C,2,0.667,0.523,0.000
1522,365,YDR279W,2,0.667,0.523,0.000
1523,366,YLR425W,1,0.500,0.707,0.000
1524,366,YPR165W,1,0.500,0.707,0.000
1525,367,YIL103W,6,0.750,0.374,0.000
1526,367,YLR172C,6,0.750,0.374,0.000
1527,367,YJR097W,6,0.750,0.374,0.000
1528,367,YKL191W,6,0.750,0.374,0.000
1529,367,YBR246W,6,0.750,0.374,0.000
1530,368,YDL089W,3,0.500,0.346,0.067
1531,368,YER106W,3,0.500,0.387,0.000
1532,368,YPL204W,3,0.500,0.387,0.000
1533,369,YGL122C,1,1.000,0.707,0.000
1534,369,YMR255W,1,1.000,0.707,0.000
1535,370,YKL130C,3,0.500,0.396,0.056
1536,370,YNL304W,3,0.500,0.392,0.089
1537,371,YPR171W,1,0.500,0.500,0.000
1538,371,YHR016C,1,0.500,0.500,0.000
1539,372,YBR108W,2,0.400,0.389,0.000
1540,372,YMR192W,2,0.400,0.389,0.000
1541,373,YDL161W,2,0.667,0.500,0.167
1542,373,YLR206W,2,0.667,0.500,0.167
1543,373,YER060W-A,2,0.667,0.500,0.167
1544,373,YER060W,2,0.667,0.500,0.167
1545,374,YLR319C,1,1.000,0.707,0.000
1546,374,YOR304C-A,1,1.000,0.707,0.000
1547,375,YGL181W,1,0.333,0.408,0.000
1548,375,YCL034W,1,0.333,0.408,0.000
1549,375,YPR095C,1,0.333,0.408,0.000
1550,376,YMR032W,4,1.000,0.510,0.167
1551,376,YDL117W,4,1.000,0.510,0.167
1552,376,YNL152W,3,0.750,0.439,0.000
1553,376,YBR038W,3,0.750,0.439,0.000
1554,377,YIL027C,7,1.000,0.354,0.000
1555,377,YLL014W,7,1.000,0.354,0.000
1556,377,YGL231C,7,1.000,0.354,0.000
1557,377,YJL192C,7,1.000,0.354,0.000
1558,377,YCL045C,7,1.000,0.354,0.000
1559,377,YJR088C,7,1.000,0.354,0.000
1560,377,YKL207W,7,1.000,0.354,0.000
1561,377,YDR056C,7,1.000,0.354,0.000
1562,378,YBR261C,3,0.333,0.317,0.000
1563,378,YIL110W,3,0.333,0.289,0.016
1564,378,YNL024C,3,0.333,0.256,0.009
1565,378,YGR001C,3,0.333,0.289,0.016
1566,379,YOR198C,1,1.000,0.707,0.000
1567,379,YJL080C,1,1.000,0.707,0.000
1568,380,YML068W,1,1.000,0.707,0.000
1569,380,YKR017C,1,1.000,0.707,0.000
1570,381,YCL033C,2,1.000,0.577,0.000
1571,381,YKL069W,2,1.000,0.577,0.000
1572,381,YER042W,2,1.000,0.577,0.000
1573,382,YOR388C,1,1.000,0.707,0.000
1574,382,YJL068C,1,1.000,0.707,0.000
1575,383,YOR212W,1,1.000,0.707,0.000
1576,383,YHR005C,1,1.000,0.707,0.000
1577,384,YGR285C,1,1.000,0.707,0.000
1578,384,YDL229W,1,1.000,0.707,0.000
1579,385,YKL034W,2,0.500,0.394,0.000
1580,385,YDL219W,2,0.500,0.394,0.000
1581,385,YLR114C,2,0.500,0.394,0.000
1582,385,YOR223W,2,0.500,0.394,0.000
1583,386,YPL154C,0,1.000,1.000,0.000
1584,387,YIL038C,8,0.889,0.340,0.004
1585,387,YPR072W,8,0.889,0.340,0.004
1586,387,YDL165W,8,0.889,0.340,0.004
1587,387,YFL028C,8,0.889,0.340,0.004
1588,387,YGR134W,8,0.889,0.340,0.004
1589,387,YNL288W,8,0.889,0.340,0.004
1590,388,YPL210C,7,1.000,0.384,0.031
1591,388,YDL092W,7,1.000,0.384,0.031
1592,388,YPL243W,7,1.000,0.384,0.031
1593,388,YPR088C,7,1.000,0.384,0.031
1594,389,YBR113W,5,0.625,0.371,0.000
1595,389,YER121W,6,0.750,0.407,0.060
1596,389,YMR245W,6,0.750,0.407,0.060
1597,389,YJL199C,6,0.750,0.407,0.060
1598,389,YPL182C,5,0.625,0.371,0.000
1599,390,YMR059W,4,0.800,0.419,0.000
1600,390,YPL083C,4,0.800,0.419,0.000
1601,390,YLR105C,4,0.800,0.419,0.000
1602,391,YCR030C,1,0.500,0.500,0.000
1603,391,YDR348C,1,0.500,0.500,0.000
1604,392,YDR273W,1,0.500,0.500,0.000
1605,392,YFR024C-A,1,0.500,0.500,0.000
1606,393,YPL184C,1,1.000,0.707,0.000
1607,393,YPR042C,1,1.000,0.707,0.000
1608,394,YNL197C,1,1.000,0.707,0.000
1609,394,YDL224C,1,1.000,0.707,0.000
1610,395,YOL104C,2,1.000,0.577,0.000
1611,395,YJL019W,2,1.000,0.577,0.000
1612,395,YPL200W,2,1.000,0.577,0.000
1613,396,YOR387C,2,0.400,0.431,0.000
1614,396,YGL258W,2,0.400,0.431,0.000
1615,397,YHR113W,0,1.000,1.000,0.000
1616,398,YLR209C,0,1.000,1.000,0.000
1617,399,YKL166C,5,0.714,0.437,0.048
1618,399,YOR360C,4,0.571,0.357,0.048
1619,399,YPL203W,5,0.714,0.437,0.048
1620,400,YDR430C,0,1.000,1.000,0.000
1621,401,YOL086W-A,3,1.000,0.557,0.167
1622,401,YIR002C,3,1.000,0.557,0.167
1623,402,YDR457W,1,1.000,0.707,0.000
1624,402,YKL010C,1,1.000,0.707,0.000
1625,403,YER142C,1,1.000,0.707,0.000
1626,403,YDL200C,1,1.000,0.707,0.000
1627,404,YJR059W,1,0.500,0.500,0.000
1628,404,YBR133C,1,0.500,0.500,0.000
1629,405,YHR207C,2,1.000,0.577,0.000
1630,405,YJL105W,2,1.000,0.577,0.000
1631,405,YPL165C,2,1.000,0.577,0.000
1632,406,YJR053W,2,1.000,0.577,0.000
1633,406,YMR055C,2,1.000,0.577,0.000
1634,406,YOR233W,2,1.000,0.577,0.000
1635,407,YAR014C,2,1.000,0.577,0.000
1636,407,YGR238C,2,1.000,0.577,0.000
1637,407,YHR158C,2,1.000,0.577,0.000
1638,408,YHL024W,1,0.500,0.500,0.000
1639,408,YHR124W,1,0.500,0.500,0.000
1640,409,YJR024C,3,0.600,0.425,0.000
1641,409,YEL038W,3,0.600,0.425,0.000
1642,410,YJR159W,3,1.000,0.557,0.167
1643,410,YDL246C,3,1.000,0.557,0.167
1644,411,YJR156C,4,0.364,0.278,0.000
1645,411,YFL058W,4,0.364,0.278,0.000
1646,411,YPL258C,7,0.636,0.399,0.027
1647,411,YOL055C,7,0.636,0.399,0.027
1648,411,YDL244W,4,0.364,0.278,0.000
1649,411,YNL332W,4,0.364,0.278,0.000
1650,412,YDL052C,1,1.000,0.707,0.000
1651,412,YDR018C,1,1.000,0.707,0.000
1652,413,YMR165C,2,1.000,0.577,0.000
1653,413,YHR004C,2,1.000,0.577,0.000
1654,413,YAL009W,2,1.000,0.577,0.000
1655,414,YOR006C,1,1.000,0.707,0.000
1656,414,YIL025C,1,1.000,0.707,0.000
1657,415,YPL060W,2,0.400,0.372,0.050
1658,415,YOL130W,2,0.400,0.425,0.150
1659,415,YFL050C,2,0.400,0.425,0.150
1660,416,YDR082W,5,0.714,0.398,0.000
1661,416,YBR275C,5,0.714,0.398,0.000
1662,416,YLR453C,5,0.714,0.398,0.000
1663,416,YLR010C,5,0.714,0.398,0.000
1664,416,YDL220C,5,0.714,0.398,0.000
1665,417,YDL235C,5,0.500,0.359,0.006
1666,417,YPR075C,4,0.400,0.201,0.022
1667,417,YNR031C,5,0.500,0.359,0.006
1668,417,YGR014W,4,0.400,0.236,0.022
1669,417,YCR073C,5,0.500,0.359,0.006
1670,417,YLR006C,4,0.400,0.303,0.000
1671,417,YIL147C,5,0.500,0.348,0.033
1672,418,YDR495C,12,0.800,0.297,0.010
1673,418,YOR089C,11,0.733,0.277,0.007
1674,418,YLR148W,12,0.800,0.297,0.010
1675,418,YDL077C,12,0.800,0.282,0.048
1676,418,YPL045W,11,0.733,0.278,0.005
1677,418,YMR231W,12,0.800,0.297,0.010
1678,419,YGL008C,0,1.000,1.000,0.000
1679,420,YGR036C,2,0.667,0.523,0.000
1680,420,YMR013C,2,0.667,0.523,0.000
1681,421,YKL205W,1,1.000,0.707,0.000
1682,421,YOR112W,1,1.000,0.707,0.000
1683,422,YNR019W,3,1.000,0.557,0.167
1684,422,YCR048W,3,1.000,0.557,0.167
1685,423,YLR242C,1,1.000,0.707,0.000
1686,423,YJL062W,1,1.000,0.707,0.000
1687,424,YAL063C,1,0.200,0.316,0.000
1688,424,YOR140W,1,0.200,0.316,0.000
1689,424,YAR050W,1,0.200,0.316,0.000
1690,424,YKR102W,1,0.200,0.316,0.000
1691,424,YHR211W,1,0.200,0.316,0.000
1692,425,YBR164C,0,1.000,1.000,0.000
1693,426,YBL060W,1,0.500,0.500,0.000
1694,426,YKR030W,1,0.500,0.500,0.000
1695,427,YLR062C,1,1.000,0.707,0.000
1696,427,YGL217C,1,1.000,0.707,0.000
1697,428,YMR218C,12,0.857,0.298,0.018
1698,428,YKR068C,12,0.857,0.298,0.018
1699,428,YFL038C,12,0.857,0.257,0.273
1700,428,YDR407C,12,0.857,0.298,0.018
1701,428,YDR472W,11,0.786,0.285,0.007
1702,428,YOR115C,12,0.857,0.298,0.018
1703,428,YDR246W,11,0.786,0.285,0.007
1704,428,YDR108W,11,0.786,0.285,0.007
1705,428,YGR166W,11,0.786,0.277,0.011
1706,428,YML077W,11,0.786,0.285,0.007
1707,428,YBR254C,11,0.786,0.285,0.007
