,cluster,protein,degree,eigenvector_centrality,betweenness_centrality,degree_centrality
1472,438,YML067C,1,0.707,0.000,1.000
1473,438,YAL042W,1,0.707,0.000,1.000
1474,439,YKR099W,0,1.000,0.000,1.000
1475,440,YOL068C,1,0.707,0.000,1.000
1476,440,YOR279C,1,0.707,0.000,1.000
1477,441,YGR283C,3,0.612,0.667,1.000
1478,442,YFR003C,1,0.707,0.000,1.000
1479,442,YPL179W,1,0.707,0.000,1.000
1480,443,YJL129C,3,0.557,0.167,1.000
1481,443,YML016C,3,0.557,0.167,1.000
1482,444,YFR015C,1,0.707,0.000,1.000
1483,444,YLR177W,1,0.707,0.000,1.000
1484,445,YBR061C,4,0.596,0.600,0.800
1485,445,YOL125W,3,0.440,0.400,0.600
1486,446,YOL093W,1,0.707,0.000,1.000
1487,446,YLR405W,1,0.707,0.000,1.000
1488,447,YNR046W,1,0.707,0.000,1.000
1489,447,YDR140W,1,0.707,0.000,1.000
1490,448,YLR316C,2,0.577,0.000,1.000
1491,448,YJL035C,2,0.577,0.000,1.000
1492,448,YGL243W,2,0.577,0.000,1.000
1493,449,YJL212C,1,0.707,0.000,1.000
1494,449,YGL114W,1,0.707,0.000,1.000
1495,450,YOR143C,2,0.707,1.000,1.000
1496,451,YAR071W,4,0.510,0.167,1.000
1497,451,YHR215W,4,0.510,0.167,1.000
1498,452,YDL103C,3,0.612,0.667,1.000
1499,453,YOL095C,1,0.707,0.000,1.000
1500,453,YDR332W,1,0.707,0.000,1.000
1501,454,YDR539W,1,0.707,0.000,1.000
1502,454,YDR538W,1,0.707,0.000,1.000
1503,455,YBL061C,2,0.577,0.000,1.000
1504,455,YBR023C,2,0.577,0.000,1.000
1505,455,YHR142W,2,0.577,0.000,1.000
1506,456,YKR027W,4,0.447,0.000,1.000
1507,456,YLR330W,4,0.447,0.000,1.000
1508,456,YJL099W,4,0.447,0.000,1.000
1509,456,YMR237W,4,0.447,0.000,1.000
1510,456,YOR299W,4,0.447,0.000,1.000
1511,457,YBR078W,1,0.707,0.000,1.000
1512,457,YMR307W,1,0.707,0.000,1.000
1513,458,YLR342W,0,1.000,0.000,1.000
1514,459,YNL233W,0,1.000,0.000,1.000
1515,460,YDR438W,1,0.707,0.000,1.000
1516,460,YPL244C,1,0.707,0.000,1.000
1517,461,YNL063W,0,1.000,0.000,1.000
1518,462,YBR126C,0,1.000,0.000,1.000
1519,463,YLR149C,1,0.707,0.000,1.000
1520,463,YOR238W,1,0.707,0.000,1.000
1521,464,YFR017C,1,0.707,0.000,1.000
1522,464,YNR034W-A,1,0.707,0.000,1.000
1523,465,YGR262C,6,0.453,0.133,1.000
1524,465,YML036W,6,0.453,0.133,1.000
1525,466,YOR095C,0,1.000,0.000,1.000
1526,467,YLL061W,1,0.707,0.000,0.500
1527,467,YLL062C,1,0.707,0.000,0.500
1528,468,YGR142W,3,0.612,0.667,1.000
1529,469,YIL046W,0,1.000,0.000,1.000
1530,470,YKL038W,4,0.524,0.500,1.000
1531,470,YDL138W,3,0.482,0.000,0.750
1532,470,YOR047C,3,0.482,0.000,0.750
1533,470,YDL194W,3,0.482,0.000,0.750
1534,471,YER072W,4,0.362,0.000,0.500
1535,471,YPL019C,4,0.362,0.000,0.500
1536,471,YHR136C,5,0.408,0.054,0.625
1537,471,YML123C,8,0.512,0.518,1.000
1538,471,YJL012C,4,0.362,0.000,0.500
1539,472,YDL106C,1,0.707,0.000,1.000
1540,472,YFR034C,1,0.707,0.000,1.000
1541,473,YIL047C,1,0.707,0.000,1.000
1542,473,YGR233C,1,0.707,0.000,1.000
1543,474,YLR102C,12,0.277,0.000,1.000
1544,474,YNL172W,12,0.277,0.000,1.000
1545,474,YFR036W,12,0.277,0.000,1.000
1546,474,YIR025W,12,0.277,0.000,1.000
1547,474,YGL240W,12,0.277,0.000,1.000
1548,474,YLR127C,12,0.277,0.000,1.000
1549,474,YBL084C,12,0.277,0.000,1.000
1550,474,YDR260C,12,0.277,0.000,1.000
1551,474,YDL008W,12,0.277,0.000,1.000
1552,474,YOR249C,12,0.277,0.000,1.000
1553,474,YKL022C,12,0.277,0.000,1.000
1554,474,YDR118W,12,0.277,0.000,1.000
1555,474,YHR166C,12,0.277,0.000,1.000
1556,475,YPR127W,4,0.583,0.583,1.000
1557,475,YBR035C,3,0.524,0.083,0.750
1558,476,YKL041W,19,0.269,0.031,0.826
1559,476,YPL065W,17,0.254,0.016,0.739
1560,476,YMR077C,19,0.269,0.031,0.826
1561,476,YJR102C,17,0.251,0.019,0.739
1562,476,YKL002W,19,0.269,0.031,0.826
1563,476,YLR025W,20,0.274,0.059,0.870
1564,477,YML097C,4,0.524,0.500,1.000
1565,477,YBR264C,3,0.482,0.000,0.750
1566,478,YLR436C,1,0.707,0.000,1.000
1567,478,YMR304W,1,0.707,0.000,1.000
1568,479,YBR070C,4,0.440,0.000,0.800
1569,479,YNL048W,4,0.440,0.000,0.800
1570,479,YBR243C,5,0.462,0.400,1.000
1571,480,YBL020W,1,0.289,0.000,0.167
1572,480,YKR061W,1,0.289,0.000,0.167
1573,480,YBR199W,1,0.289,0.000,0.167
1574,480,YNL029C,1,0.289,0.000,0.167
1575,480,YGL065C,6,0.707,1.000,1.000
1576,480,YIL085C,1,0.289,0.000,0.167
1577,480,YJL139C,1,0.289,0.000,0.167
1578,481,YIL030C,1,0.707,0.000,1.000
1579,481,YIL029C,1,0.707,0.000,1.000
1580,482,YGL002W,6,0.375,0.022,0.667
1581,482,YAR002C-A,6,0.375,0.022,0.667
1582,482,YML012W,9,0.436,0.466,1.000
1583,483,YMR297W,2,0.707,0.333,0.667
1584,484,YNL238W,4,0.615,0.667,1.000
1585,484,YGL203C,2,0.394,0.000,0.500
1586,484,YDR144C,2,0.394,0.000,0.500
1587,484,YOR219C,2,0.394,0.000,0.500
1588,484,YLR120C,2,0.394,0.000,0.500
1589,485,YLR432W,2,0.577,0.000,1.000
1590,485,YAR073W,2,0.577,0.000,1.000
1591,485,YAR075W,2,0.577,0.000,1.000
1592,486,YER099C,6,0.392,0.013,1.000
1593,486,YBL068W,6,0.392,0.013,1.000
1594,486,YKL181W,6,0.392,0.013,1.000
1595,486,YOL061W,6,0.392,0.013,1.000
1596,487,YNL142W,3,0.612,0.667,1.000
1597,488,YER163C,3,0.557,0.167,1.000
1598,488,YLR299W,3,0.557,0.167,1.000
1599,489,YCL035C,0,0.707,0.000,0.000
1600,489,YDR513W,0,0.707,0.000,0.000
1601,490,YKL134C,1,0.707,0.000,1.000
1602,490,YER078C,1,0.707,0.000,1.000
1603,491,YGL156W,0,1.000,0.000,1.000
1604,492,YDR483W,9,0.389,0.158,0.900
1605,492,YDL095W,7,0.355,0.010,0.700
1606,492,YAL023C,7,0.355,0.010,0.700
1607,492,YOR321W,7,0.355,0.010,0.700
1608,493,YIL140W,3,0.537,0.036,0.375
1609,493,YCR038C,3,0.475,0.107,0.375
1610,493,YCL014W,3,0.537,0.036,0.375
1611,494,YGR202C,1,0.707,0.000,1.000
1612,494,YLR133W,1,0.707,0.000,1.000
1613,495,YLR059C,3,0.612,0.667,1.000
1614,496,YDL184C,1,0.707,0.000,1.000
1615,496,YDL133C-A,1,0.707,0.000,1.000
1616,497,YGL202W,2,0.707,1.000,1.000
1617,498,YLR138W,5,0.473,0.117,1.000
1618,498,YJL094C,5,0.473,0.117,1.000
1619,499,YKR050W,1,0.707,0.000,1.000
1620,499,YJR054W,1,0.707,0.000,1.000
1621,500,YFR044C,2,0.577,0.000,1.000
1622,500,YBR281C,2,0.577,0.000,1.000
1623,500,YNL191W,2,0.577,0.000,1.000
1624,501,YPR069C,3,0.482,0.000,0.750
1625,501,YKL184W,4,0.524,0.500,1.000
1626,501,YOL052C,3,0.482,0.000,0.750
1627,501,YLR146C,3,0.482,0.000,0.750
1628,502,YDL035C,4,0.526,0.111,1.000
1629,502,YAL056W,3,0.425,0.056,0.750
1630,502,YOR371C,3,0.425,0.056,0.750
1631,503,YBR223C,2,0.707,1.000,1.000
1632,504,YMR070W,1,0.707,0.000,1.000
1633,504,YLR228C,1,0.707,0.000,1.000
1634,505,YBL067C,4,0.510,0.167,1.000
1635,505,YER098W,4,0.510,0.167,1.000
1636,506,YBR040W,1,0.707,0.000,1.000
1637,506,YML047C,1,0.707,0.000,1.000
1638,507,YDR414C,2,0.577,0.000,1.000
1639,507,YKR007W,2,0.577,0.000,1.000
1640,507,YCR075C,2,0.577,0.000,1.000
1641,508,YLR126C,2,0.707,1.000,1.000
1642,509,YER123W,1,0.707,0.000,1.000
1643,509,YPL236C,1,0.707,0.000,1.000
1644,510,YNL161W,1,0.707,0.000,1.000
1645,510,YCL051W,1,0.707,0.000,1.000
1646,511,YKL094W,0,1.000,0.000,1.000
1647,512,YCR068W,0,1.000,0.000,1.000
1648,513,YLR066W,3,0.500,0.000,1.000
1649,513,YIR022W,3,0.500,0.000,1.000
1650,513,YJR010C-A,3,0.500,0.000,1.000
1651,513,YML055W,3,0.500,0.000,1.000
1652,514,YEL075W-A,4,0.447,0.000,1.000
1653,514,YEL077C,4,0.447,0.000,1.000
1654,514,YEL075C,4,0.447,0.000,1.000
1655,514,YEL076C,4,0.447,0.000,1.000
1656,514,YEL074W,4,0.447,0.000,1.000
1657,515,YMR164C,3,0.707,1.000,1.000
1658,516,YHR084W,9,0.390,0.165,0.750
1659,516,YGR040W,9,0.394,0.113,0.750
1660,516,YDR103W,6,0.305,0.014,0.500
1661,516,YBL016W,11,0.435,0.303,0.917
1662,517,YOR230W,1,0.707,0.000,1.000
1663,517,YLR437C,1,0.707,0.000,1.000
1664,518,YMR154C,7,0.379,0.089,0.875
1665,518,YOR275C,8,0.397,0.214,1.000
1666,518,YHL027W,7,0.379,0.089,0.875
1667,519,YOR022C,1,0.707,0.000,1.000
1668,519,YDL195W,1,0.707,0.000,1.000
1669,520,YOL016C,2,0.707,1.000,1.000
1670,521,YKL159C,1,0.707,0.000,1.000
1671,521,YNL027W,1,0.707,0.000,1.000
1672,522,YGR217W,5,0.494,0.233,1.000
1673,522,YOR087W,4,0.445,0.033,0.800
1674,523,YGL167C,1,0.707,0.000,1.000
1675,523,YGL168W,1,0.707,0.000,1.000
1676,524,YDR264C,4,0.469,0.250,0.800
1677,524,YOR034C,4,0.469,0.250,0.800
1678,525,YDL240W,1,0.707,0.000,1.000
1679,525,YEL031W,1,0.707,0.000,1.000
1680,526,YDR099W,1,0.707,0.000,1.000
1681,526,YER177W,1,0.707,0.000,1.000
1682,527,YMR212C,3,0.524,0.083,0.750
1683,527,YLR305C,4,0.583,0.583,1.000
1684,528,YLR422W,1,0.707,0.000,1.000
1685,528,YLL007C,1,0.707,0.000,1.000
1686,529,YLR310C,0,1.000,0.000,1.000
1687,530,YER056C,0,1.000,0.000,1.000
1688,531,YLR254C,1,0.707,0.000,1.000
1689,531,YOR269W,1,0.707,0.000,1.000
1690,532,YDR517W,1,0.707,0.000,1.000
1691,532,YDL099W,1,0.707,0.000,1.000
1692,533,YIL177W-A,1,0.707,0.000,1.000
1693,533,YIL177C,1,0.707,0.000,1.000
1694,534,YML133W-A,2,0.577,0.000,1.000
1695,534,YML133C,2,0.577,0.000,1.000
1696,534,YML133W-B,2,0.577,0.000,1.000
1697,535,YLL066W-A,3,0.612,0.667,1.000
1698,536,YDL124W,2,0.707,1.000,1.000
1699,537,YJR056C,5,0.408,0.000,1.000
1700,537,YJL028W,5,0.408,0.000,1.000
1701,537,YJR055W,5,0.408,0.000,1.000
1702,537,YJL161W,5,0.408,0.000,1.000
1703,537,YJL022W,5,0.408,0.000,1.000
1704,537,YJL027C,5,0.408,0.000,1.000
1705,538,YHR195W,1,0.707,0.000,1.000
1706,538,YAR042W,1,0.707,0.000,1.000
1707,539,YER120W,4,0.677,0.900,0.800
1708,539,YOR086C,2,0.425,0.400,0.400
1709,540,YNL160W,2,0.707,1.000,1.000
1710,541,YDR150W,1,0.707,0.000,1.000
1711,541,YPR083W,1,0.707,0.000,1.000
1712,542,YLR215C,2,0.707,1.000,1.000
1713,543,YAL021C,1,0.707,0.000,1.000
1714,543,YNR052C,1,0.707,0.000,1.000
1715,544,YDL234C,3,0.425,0.056,0.750
1716,544,YOR070C,3,0.425,0.056,0.750
1717,544,YGR100W,3,0.425,0.056,0.750
1718,544,YFL027C,4,0.526,0.111,1.000
1719,544,YPL249C,3,0.425,0.056,0.750
1720,545,YOR069W,7,0.360,0.018,0.778
1721,545,YHR012W,9,0.398,0.166,1.000
1722,545,YJL154C,9,0.398,0.166,1.000
1723,545,YOR132W,7,0.360,0.018,0.778
1724,546,YML072C,1,0.707,0.000,1.000
1725,546,YBR086C,1,0.707,0.000,1.000
1726,547,YDL058W,0,1.000,0.000,1.000
1727,548,YKL179C,2,0.577,0.000,1.000
1728,548,YJR134C,2,0.577,0.000,1.000
1729,548,YOR216C,2,0.577,0.000,1.000
1730,549,YMR079W,0,1.000,0.000,1.000
1731,550,YLR380W,1,0.707,0.000,1.000
1732,550,YJL145W,1,0.707,0.000,1.000
1733,551,YER166W,6,0.504,0.322,1.000
1734,551,YDR093W,5,0.439,0.167,0.833
1735,552,YMR162C,1,0.707,0.000,1.000
1736,552,YNR048W,1,0.707,0.000,1.000
1737,553,YIL048W,3,0.612,0.667,1.000
1738,554,YOR107W,1,0.707,0.000,1.000
1739,554,YML104C,1,0.707,0.000,1.000
1740,555,YOR301W,3,0.557,0.167,1.000
1741,555,YLR084C,3,0.557,0.167,1.000
1742,556,YNL066W,7,0.363,0.021,0.583
1743,556,YHR143W,7,0.363,0.021,0.583
1744,556,YGL028C,7,0.363,0.021,0.583
1745,556,YNL327W,7,0.363,0.021,0.583
1746,556,YER124C,7,0.363,0.021,0.583
1747,556,YLR286C,11,0.372,0.629,0.917
1748,557,YDR306C,2,0.577,0.000,1.000
1749,557,YLR097C,2,0.577,0.000,1.000
1750,557,YBR280C,2,0.577,0.000,1.000
1751,558,YIL001W,1,0.707,0.000,1.000
1752,558,YGR003W,1,0.707,0.000,1.000
1753,559,YNL264C,1,0.707,0.000,1.000
1754,559,YPL272C,1,0.707,0.000,1.000
1755,560,YDR310C,0,1.000,0.000,1.000
1756,561,YNL333W,5,0.408,0.000,1.000
1757,561,YMR096W,5,0.408,0.000,1.000
1758,561,YNL334C,5,0.408,0.000,1.000
1759,561,YFL060C,5,0.408,0.000,1.000
1760,561,YMR095C,5,0.408,0.000,1.000
1761,561,YFL059W,5,0.408,0.000,1.000
1762,562,YGL210W,0,1.000,0.000,1.000
1763,563,YDR135C,2,0.707,1.000,1.000
1764,564,YNL086W,5,0.408,0.000,1.000
1765,564,YGL079W,5,0.408,0.000,1.000
1766,564,YEL005C,5,0.408,0.000,1.000
1767,564,YDR357C,5,0.408,0.000,1.000
1768,564,YLR408C,5,0.408,0.000,1.000
1769,564,YKL061W,5,0.408,0.000,1.000
1770,565,YDR104C,2,0.707,1.000,1.000
1771,566,YLR189C,2,0.577,0.000,1.000
1772,566,YJL036W,2,0.577,0.000,1.000
1773,566,YDL113C,2,0.577,0.000,1.000
1774,567,YHR107C,11,0.381,0.130,1.000
1775,567,YLR314C,10,0.356,0.092,0.909
1776,567,YJR076C,11,0.381,0.130,1.000
1777,568,YPR028W,4,0.479,0.056,1.000
1778,568,YDR233C,4,0.479,0.056,1.000
1779,568,YOR165W,4,0.479,0.056,1.000
1780,569,YHR076W,2,0.577,0.000,1.000
1781,569,YCR079W,2,0.577,0.000,1.000
1782,569,YOR090C,2,0.577,0.000,1.000
1783,570,YJR036C,1,0.707,0.000,1.000
1784,570,YMR247C,1,0.707,0.000,1.000
1785,571,YPL009C,3,0.470,0.083,0.750
1786,571,YKR023W,3,0.470,0.083,0.750
1787,571,YGR271W,4,0.559,0.333,1.000
1788,572,YMR241W,1,0.707,0.000,1.000
1789,572,YDL198C,1,0.707,0.000,1.000
1790,573,YKL178C,8,0.378,0.186,0.727
1791,573,YFL026W,9,0.409,0.272,0.818
1792,573,YPL187W,7,0.364,0.079,0.636
1793,574,YOR193W,2,0.707,1.000,1.000
1794,575,YPR156C,3,0.612,0.667,1.000
1795,576,YGL192W,3,0.612,0.667,1.000
1796,577,YCL027W,0,1.000,0.000,1.000
1797,578,YPL128C,2,0.707,1.000,1.000
1798,579,YLR223C,3,0.612,0.667,1.000
1799,580,YFL066C,3,0.500,0.000,1.000
1800,580,YFL065C,3,0.500,0.000,1.000
1801,580,YFL067W,3,0.500,0.000,1.000
1802,580,YFL064C,3,0.500,0.000,1.000
1803,581,YJL073W,1,0.707,0.000,1.000
1804,581,YLR104W,1,0.707,0.000,1.000
1805,582,YLR057W,1,0.707,0.000,1.000
1806,582,YJR131W,1,0.707,0.000,1.000
1807,583,YGR225W,1,0.707,0.000,1.000
1808,583,YHR184W,1,0.707,0.000,1.000
1809,584,YER175C,1,0.707,0.000,1.000
1810,584,YGL117W,1,0.707,0.000,1.000
1811,585,YOR271C,2,0.707,1.000,1.000
1812,586,YKR077W,1,0.707,0.000,1.000
1813,586,YOR066W,1,0.707,0.000,1.000
1814,587,YMR037C,0,1.000,0.000,1.000
1815,588,YGR016W,2,0.707,1.000,1.000
1816,589,YGL071W,0,1.000,0.000,1.000
1817,590,YOR383C,3,0.612,0.667,1.000
1818,591,YCR040W,4,0.436,0.083,0.800
1819,591,YCL067C,4,0.436,0.083,0.800
1820,591,YCR097W,5,0.507,0.167,1.000
1821,592,YKL189W,4,0.447,0.000,1.000
1822,592,YOR353C,4,0.447,0.000,1.000
1823,592,YFL034C-B,4,0.447,0.000,1.000
1824,592,YIL129C,4,0.447,0.000,1.000
1825,592,YHR102W,4,0.447,0.000,1.000
1826,593,YMR071C,3,0.557,0.167,1.000
1827,593,YDR100W,3,0.557,0.167,1.000
1828,594,YDL170W,3,0.707,1.000,1.000
1829,595,YNR055C,2,0.500,0.167,0.667
1830,595,YIL120W,2,0.500,0.167,0.667
1831,595,YNL065W,2,0.500,0.167,0.667
1832,595,YLL028W,2,0.500,0.167,0.667
1833,596,YML116W,1,0.707,0.000,1.000
1834,596,YBR008C,1,0.707,0.000,1.000
1835,597,YHR048W,1,0.707,0.000,1.000
1836,597,YIL121W,1,0.707,0.000,1.000
1837,598,YDR137W,2,0.386,0.000,0.286
1838,598,YLR039C,2,0.386,0.000,0.286
1839,598,YLR262C,6,0.659,0.905,0.857
1840,599,YLR047C,3,0.707,1.000,1.000
1841,600,YPL004C,8,0.508,0.333,0.889
1842,600,YGR086C,8,0.508,0.333,0.889
1843,600,YMR031C,4,0.299,0.222,0.444
1844,601,YJL056C,4,0.636,0.833,1.000
1845,601,YLR023C,2,0.473,0.000,0.500
1846,601,YOL101C,2,0.473,0.000,0.500
1847,602,YKL175W,8,0.403,0.093,0.889
1848,602,YGL255W,7,0.347,0.233,0.778
1849,602,YIL023C,8,0.403,0.093,0.889
1850,603,YOR043W,2,0.707,1.000,1.000
1851,604,YGL077C,1,0.707,0.000,1.000
1852,604,YDR497C,1,0.707,0.000,1.000
1853,605,YPL092W,1,0.707,0.000,1.000
1854,605,YGL254W,1,0.707,0.000,1.000
1855,606,YPR105C,9,0.361,0.056,1.000
1856,606,YER157W,9,0.361,0.056,1.000
1857,606,YML071C,9,0.361,0.056,1.000
1858,606,YNL041C,9,0.361,0.056,1.000
1859,607,YKL204W,2,0.707,1.000,1.000
1860,608,YGL038C,0,1.000,0.000,1.000
1861,609,YJL170C,1,0.707,0.000,1.000
1862,609,YGL032C,1,0.707,0.000,1.000
1863,610,YLL019C,1,0.707,0.000,1.000
1864,610,YMR216C,1,0.707,0.000,1.000
1865,611,YER001W,5,0.601,0.650,1.000
1866,611,YBR015C,3,0.444,0.050,0.600
1867,612,YJR075W,5,0.428,0.025,1.000
1868,612,YDR245W,5,0.428,0.025,1.000
1869,612,YJL183W,5,0.428,0.025,1.000
1870,612,YPL050C,5,0.428,0.025,1.000
1871,613,YPL053C,1,0.707,0.000,1.000
1872,613,YNR059W,1,0.707,0.000,1.000
1873,614,YDR089W,1,0.707,0.000,1.000
1874,614,YFL004W,1,0.707,0.000,1.000
1875,615,YBR056W-A,1,0.707,0.000,1.000
1876,615,YMR316W,1,0.707,0.000,1.000
1877,616,YGR070W,5,0.369,0.027,0.833
1878,616,YGR023W,5,0.369,0.027,0.833
1879,616,YOL105C,5,0.369,0.027,0.833
1880,616,YLR371W,5,0.369,0.027,0.833
1881,616,YLR332W,6,0.429,0.040,1.000
1882,616,YNL283C,5,0.369,0.027,0.833
1883,616,YOR008C,5,0.369,0.027,0.833
1884,617,YBR260C,1,0.707,0.000,1.000
1885,617,YFL047W,1,0.707,0.000,1.000
1886,618,YBR168W,1,0.707,0.000,1.000
1887,618,YHR150W,1,0.707,0.000,1.000
1888,619,YLR324W,2,0.707,1.000,1.000
1889,620,YGR184C,2,0.707,1.000,1.000
1890,621,YIL039W,1,0.707,0.000,1.000
1891,621,YCR017C,1,0.707,0.000,1.000
1892,622,YNL008C,2,0.577,0.000,1.000
1893,622,YNL159C,2,0.577,0.000,1.000
1894,622,YMR119W,2,0.577,0.000,1.000
1895,623,YDL212W,1,0.707,0.000,1.000
1896,623,YKR039W,1,0.707,0.000,1.000
1897,624,YLL044W,1,0.707,0.000,1.000
1898,624,YLL038C,1,0.707,0.000,1.000
1899,625,YLR080W,1,0.707,0.000,1.000
1900,625,YFL048C,1,0.707,0.000,1.000
1901,626,YGL198W,5,0.490,0.183,1.000
1902,626,YGR172C,5,0.490,0.183,1.000
1903,627,YBR187W,1,0.707,0.000,1.000
1904,627,YMR034C,1,0.707,0.000,1.000
1905,628,YJL151C,1,0.707,0.000,1.000
1906,628,YDR525W-A,1,0.707,0.000,1.000
1907,629,YPR109W,1,0.707,0.000,1.000
1908,629,YOL073C,1,0.707,0.000,1.000
1909,630,YGR143W,1,0.707,0.000,1.000
1910,630,YDR072C,1,0.707,0.000,1.000
1911,631,YOL042W,1,0.707,0.000,1.000
1912,631,YML118W,1,0.707,0.000,1.000
1913,632,YGR178C,5,0.653,0.900,1.000
1914,632,YDL053C,2,0.431,0.000,0.400
1915,632,YHR121W,2,0.431,0.000,0.400
1916,633,YBR271W,0,1.000,0.000,1.000
1917,634,YBR053C,2,0.707,1.000,1.000
1918,635,YML086C,2,0.707,1.000,1.000
1919,636,YGR250C,1,0.707,0.000,1.000
1920,636,YIR001C,1,0.707,0.000,1.000
1921,637,YDR017C,4,0.463,0.333,0.667
1922,637,YDR173C,5,0.537,0.533,0.833
1923,638,YPR201W,2,0.577,0.000,1.000
1924,638,YPR199C,2,0.577,0.000,1.000
1925,638,YPR200C,2,0.577,0.000,1.000
1926,639,YBR030W,3,0.500,0.000,1.000
1927,639,YDR257C,3,0.500,0.000,1.000
1928,639,YPL208W,3,0.500,0.000,1.000
1929,639,YDR198C,3,0.500,0.000,1.000
1930,640,YOR051C,1,0.707,0.000,1.000
1931,640,YER049W,1,0.707,0.000,1.000
1932,641,YNL078W,2,0.577,0.000,1.000
1933,641,YOL070C,2,0.577,0.000,1.000
1934,641,YPL158C,2,0.577,0.000,1.000
1935,642,YFL057C,2,0.577,0.000,1.000
1936,642,YFL056C,2,0.577,0.000,1.000
1937,642,YDL243C,2,0.577,0.000,1.000
1938,643,YAL004W,1,0.707,0.000,1.000
1939,643,YOR053W,1,0.707,0.000,1.000
1940,644,YDR545W,1,0.707,0.000,1.000
1941,644,YDR545C-A,1,0.707,0.000,1.000
1942,645,YOR396C-A,2,0.707,1.000,1.000
1943,646,YPL058C,1,0.707,0.000,1.000
1944,646,YML076C,1,0.707,0.000,1.000
1945,647,YMR204C,1,0.707,0.000,1.000
1946,647,YMR163C,1,0.707,0.000,1.000
1947,648,YLR343W,1,0.354,0.000,0.250
1948,648,YOL030W,1,0.354,0.000,0.250
1949,648,YOR386W,4,0.707,1.000,1.000
1950,648,YOL132W,1,0.354,0.000,0.250
1951,648,YMR215W,1,0.354,0.000,0.250
1952,649,YOR252W,1,0.707,0.000,1.000
1953,649,YDR514C,1,0.707,0.000,1.000
1954,650,YOL110W,1,0.707,0.000,1.000
1955,650,YLR246W,1,0.707,0.000,1.000
1956,651,YER071C,1,0.707,0.000,1.000
1957,651,YIR003W,1,0.707,0.000,1.000
1958,652,YKR093W,2,0.707,1.000,1.000
1959,653,YDL144C,1,0.707,0.000,1.000
1960,653,YFR018C,1,0.707,0.000,1.000
1961,654,YOR242C,1,0.707,0.000,1.000
1962,654,YOR255W,1,0.707,0.000,1.000
1963,655,YJL059W,0,1.000,0.000,1.000
1964,656,YCL001W-A,2,0.577,0.000,1.000
1965,656,YCL042W,2,0.577,0.000,1.000
1966,656,YCR024C-B,2,0.577,0.000,1.000
1967,657,YBL049W,1,0.707,0.000,1.000
1968,657,YBL048W,1,0.707,0.000,1.000
1969,658,YGL140C,2,0.707,1.000,1.000
1970,659,YHR101C,1,0.707,0.000,1.000
1971,659,YMR200W,1,0.707,0.000,1.000
1972,660,YDR186C,1,0.707,0.000,1.000
1973,660,YLR065C,1,0.707,0.000,1.000
1974,661,YNL199C,2,0.707,1.000,1.000
1975,662,YJL223C,20,0.239,0.016,1.000
1976,662,YIR041W,20,0.239,0.016,1.000
1977,662,YFL020C,20,0.239,0.016,1.000
1978,662,YMR325W,20,0.239,0.016,1.000
1979,662,YCR104W,20,0.239,0.016,1.000
1980,662,YIL176C,20,0.239,0.016,1.000
1981,663,YNL149C,1,0.707,0.000,1.000
1982,663,YNL158W,1,0.707,0.000,1.000
1983,664,YCR089W,1,0.707,0.000,1.000
1984,664,YNR044W,1,0.707,0.000,1.000
1985,665,YPL006W,2,0.707,1.000,1.000
1986,666,YGL222C,1,0.707,0.000,1.000
1987,666,YER035W,1,0.707,0.000,1.000
1988,667,YDR403W,2,0.707,1.000,1.000
1989,668,YLL056C,2,0.707,1.000,1.000
1990,669,YKL164C,1,0.707,0.000,1.000
1991,669,YJL159W,1,0.707,0.000,1.000
1992,670,YDR250C,1,0.707,0.000,1.000
1993,670,YGR045C,1,0.707,0.000,1.000
1994,671,YER039C,1,0.707,0.000,1.000
1995,671,YER039C-A,1,0.707,0.000,1.000
1996,672,YBL109W,3,0.500,0.000,1.000
1997,672,YBL113W-A,3,0.500,0.000,1.000
1998,672,YBL113C,3,0.500,0.000,1.000
1999,672,YBL111C,3,0.500,0.000,1.000
2000,673,YEL004W,1,0.707,0.000,1.000
2001,673,YML038C,1,0.707,0.000,1.000
2002,674,YDR085C,1,0.707,0.000,1.000
2003,674,YER158C,1,0.707,0.000,1.000
2004,675,YPL199C,1,0.707,0.000,1.000
2005,675,YKL047W,1,0.707,0.000,1.000
2006,676,YLR465C,1,0.707,0.000,1.000
2007,676,YLR463C,1,0.707,0.000,1.000
2008,677,YLR467C-A,1,0.707,0.000,1.000
2009,677,YLR466C-B,1,0.707,0.000,1.000
2010,678,YNL101W,2,0.602,0.667,0.667
2011,678,YCL038C,2,0.602,0.667,0.667
2012,679,YGL102C,2,0.707,1.000,1.000
2013,680,YHR217C,2,0.473,0.000,0.500
2014,680,YDR543C,4,0.636,0.833,1.000
2015,681,YHR219W,0,1.000,0.000,1.000
2016,682,YJR162C,3,0.524,0.083,0.750
2017,682,YNL337W,4,0.583,0.583,1.000
2018,683,YER188C-A,2,0.577,0.000,1.000
2019,683,YER190W,2,0.577,0.000,1.000
2020,683,YER189W,2,0.577,0.000,1.000
2021,684,YHL049C,0,1.000,0.000,1.000
2022,685,YCL012C,1,0.707,0.000,1.000
2023,685,YHL050W-A,1,0.707,0.000,1.000
2024,686,YNL033W,3,0.500,0.250,0.750
2025,686,YNL019C,3,0.500,0.250,0.750
2026,687,YIL088C,1,0.707,0.000,1.000
2027,687,YKL146W,1,0.707,0.000,1.000
