,cluster,protein,degree,eigenvector_centrality,betweenness_centrality,degree_centrality
576,105,YMR101C,5,0.276,0.052,0.500
577,105,YDR410C,5,0.310,0.006,0.500
578,105,YJR117W,5,0.310,0.006,0.500
579,105,YBR002C,5,0.276,0.052,0.500
580,106,YLR201C,9,0.321,0.004,0.750
581,106,YML110C,9,0.321,0.004,0.750
582,106,YBR003W,9,0.321,0.004,0.750
583,106,YDR204W,9,0.321,0.004,0.750
584,107,YIL031W,8,0.331,0.000,0.800
585,107,YEL019C,8,0.331,0.000,0.800
586,107,YDR409W,8,0.331,0.000,0.800
587,107,YDL064W,8,0.331,0.000,0.800
588,107,YDR510W,8,0.331,0.000,0.800
589,107,YPR180W,8,0.331,0.000,0.800
590,108,YKL068W,25,0.192,0.009,0.694
591,108,YER107C,24,0.186,0.006,0.667
592,108,YDL116W,26,0.196,0.009,0.722
593,108,YER105C,25,0.193,0.005,0.694
594,108,YBL079W,27,0.197,0.033,0.750
595,108,YDL207W,24,0.188,0.004,0.667
596,108,YMR047C,25,0.197,0.003,0.694
597,108,YJR042W,25,0.193,0.005,0.694
598,108,YJL039C,26,0.199,0.007,0.722
599,108,YJL041W,28,0.194,0.040,0.778
600,109,YBR082C,2,0.577,0.000,1.000
601,109,YDR177W,2,0.577,0.000,1.000
602,109,YDR059C,2,0.577,0.000,1.000
603,110,YBR088C,0,1.000,0.000,1.000
604,111,YDR451C,3,0.470,0.083,0.750
605,111,YML027W,3,0.470,0.083,0.750
606,112,YMR076C,10,0.253,0.013,0.625
607,112,YFL008W,13,0.306,0.070,0.812
608,112,YIL026C,12,0.282,0.054,0.750
609,112,YDL105W,10,0.243,0.028,0.625
610,112,YFR027W,10,0.253,0.013,0.625
611,113,YPL247C,1,0.500,0.000,0.500
612,113,YJL142C,1,0.500,0.000,0.500
613,114,YOL004W,21,0.240,0.074,0.840
614,114,YKR029C,19,0.227,0.046,0.760
615,114,YGL194C,20,0.224,0.072,0.800
616,114,YAL013W,17,0.226,0.004,0.680
617,114,YBR095C,18,0.235,0.006,0.720
618,114,YMR263W,17,0.226,0.004,0.680
619,115,YGL183C,7,0.248,0.013,0.350
620,115,YLR394W,6,0.213,0.019,0.300
621,115,YGL251C,7,0.251,0.017,0.350
622,115,YDR285W,8,0.228,0.091,0.400
623,115,YBR186W,7,0.246,0.018,0.350
624,115,YPL164C,6,0.232,0.002,0.300
625,116,YDL102W,33,0.131,0.010,0.579
626,116,YLL004W,30,0.131,0.002,0.526
627,116,YJL072C,34,0.144,0.005,0.596
628,116,YIL150C,34,0.147,0.004,0.596
629,116,YOL146W,32,0.136,0.004,0.561
630,116,YPR162C,30,0.131,0.002,0.526
631,116,YML065W,32,0.139,0.003,0.561
632,116,YDR013W,37,0.154,0.008,0.649
633,116,YJR068W,35,0.143,0.007,0.614
634,116,YDR489W,35,0.148,0.005,0.614
635,116,YDR052C,30,0.132,0.003,0.526
636,116,YMR048W,34,0.138,0.016,0.596
637,116,YBR060C,36,0.153,0.006,0.632
638,116,YNL261W,35,0.150,0.005,0.614
639,117,YOR185C,1,0.707,0.000,1.000
640,117,YLR293C,1,0.707,0.000,1.000
641,118,YDR325W,10,0.300,0.012,0.833
642,118,YNL088W,10,0.300,0.012,0.833
643,118,YGR188C,10,0.285,0.037,0.833
644,118,YBL063W,10,0.300,0.012,0.833
645,118,YJL013C,10,0.285,0.037,0.833
646,119,YEL012W,1,0.707,0.000,1.000
647,119,YKL210W,1,0.707,0.000,1.000
648,120,YGL100W,7,0.319,0.000,0.500
649,120,YOL138C,7,0.319,0.000,0.500
650,120,YHL023C,7,0.319,0.000,0.500
651,120,YJR138W,7,0.319,0.000,0.500
652,121,YLR247C,1,0.707,0.000,1.000
653,121,YDR092W,1,0.707,0.000,1.000
654,122,YML011C,1,0.707,0.000,1.000
655,122,YDR314C,1,0.707,0.000,1.000
656,123,YNL021W,2,0.577,0.000,1.000
657,123,YDR295C,2,0.577,0.000,1.000
658,123,YPR179C,2,0.577,0.000,1.000
659,124,YNL118C,6,0.380,0.017,0.667
660,124,YJL124C,6,0.380,0.017,0.667
661,124,YGL173C,6,0.380,0.017,0.667
662,125,YDR091C,2,0.577,0.000,1.000
663,125,YJR067C,2,0.577,0.000,1.000
664,125,YNL260C,2,0.577,0.000,1.000
665,126,YLL026W,3,0.557,0.083,0.750
666,126,YDR258C,2,0.435,0.000,0.500
667,126,YNL064C,2,0.435,0.000,0.500
668,126,YNL007C,3,0.557,0.083,0.750
669,127,YDR111C,6,0.327,0.002,0.600
670,127,YAL062W,7,0.364,0.011,0.700
671,127,YOR375C,7,0.364,0.011,0.700
672,127,YDL215C,7,0.364,0.011,0.700
673,127,YLR089C,6,0.327,0.002,0.600
674,128,YDL021W,11,0.244,0.013,0.733
675,128,YOL056W,11,0.244,0.013,0.733
676,128,YDR050C,13,0.279,0.041,0.867
677,128,YHR174W,12,0.268,0.022,0.800
678,128,YGR254W,12,0.268,0.022,0.800
679,129,YEL046C,1,0.500,0.000,0.500
680,129,YPL113C,1,0.500,0.000,0.500
681,130,YOL140W,5,0.378,0.000,0.833
682,130,YHR018C,6,0.415,0.067,1.000
683,130,YJL071W,5,0.378,0.000,0.833
684,130,YJL088W,5,0.378,0.000,0.833
685,130,YMR062C,6,0.415,0.067,1.000
686,130,YER069W,6,0.415,0.067,1.000
687,131,YPL262W,3,0.557,0.167,1.000
688,131,YOR142W,3,0.557,0.167,1.000
689,132,YDR035W,5,0.297,0.000,0.357
690,132,YDR127W,5,0.297,0.000,0.357
691,132,YBR249C,5,0.297,0.000,0.357
692,132,YNR033W,4,0.219,0.011,0.286
693,132,YER090W,5,0.241,0.027,0.357
694,133,YCL030C,3,0.557,0.167,1.000
695,133,YIL116W,3,0.557,0.167,1.000
696,134,YGL026C,0,1.000,0.000,1.000
697,135,YMR300C,1,0.707,0.000,1.000
698,135,YGR061C,1,0.707,0.000,1.000
699,136,YKL109W,3,0.500,0.000,1.000
700,136,YBL021C,3,0.500,0.000,1.000
701,136,YOR358W,3,0.500,0.000,1.000
702,136,YGL237C,3,0.500,0.000,1.000
703,137,YIR029W,2,0.523,0.000,0.667
704,137,YIR028W,2,0.523,0.000,0.667
705,138,YEL026W,0,1.000,0.000,1.000
706,139,YKR084C,0,1.000,0.000,1.000
707,140,YFR030W,6,0.372,0.028,0.600
708,140,YJR137C,6,0.372,0.028,0.600
709,140,YNL277W,5,0.333,0.000,0.500
710,141,YNL103W,4,0.479,0.056,1.000
711,141,YIR017C,4,0.479,0.056,1.000
712,141,YJR060W,4,0.479,0.056,1.000
713,142,YER091C,10,0.299,0.064,0.833
714,142,YLR303W,10,0.318,0.008,0.833
715,142,YML082W,10,0.318,0.008,0.833
716,142,YAL012W,10,0.318,0.008,0.833
717,142,YGR155W,9,0.293,0.004,0.750
718,142,YLL058W,10,0.318,0.008,0.833
719,143,YLR092W,2,0.577,0.000,1.000
720,143,YGR125W,2,0.577,0.000,1.000
721,143,YBR294W,2,0.577,0.000,1.000
722,144,YKR069W,0,1.000,0.000,1.000
723,145,YGR093W,1,0.707,0.000,1.000
724,145,YKL149C,1,0.707,0.000,1.000
725,146,YGR287C,2,0.250,0.028,0.200
726,146,YJL216C,3,0.297,0.117,0.300
727,146,YIL172C,2,0.250,0.028,0.200
728,146,YOL157C,3,0.297,0.117,0.300
729,147,YBR298C,3,0.439,0.000,0.750
730,147,YBR297W,3,0.439,0.000,0.750
731,147,YBR299W,4,0.510,0.167,1.000
732,147,YGR292W,4,0.510,0.167,1.000
733,148,YMR099C,5,0.429,0.032,0.714
734,148,YCL040W,5,0.429,0.032,0.714
735,148,YGL253W,4,0.376,0.000,0.571
736,148,YLR446W,4,0.376,0.000,0.571
737,149,YEL011W,4,0.510,0.167,1.000
738,149,YER067W,4,0.510,0.167,1.000
739,149,YLR258W,3,0.439,0.000,0.750
740,150,YGR044C,1,0.500,0.000,0.500
741,150,YMR139W,1,0.500,0.000,0.500
742,151,YJL137C,3,0.315,0.000,0.375
743,151,YGR032W,3,0.315,0.000,0.375
744,151,YMR306W,3,0.315,0.000,0.375
745,152,YDR074W,13,0.151,0.033,0.302
746,152,YIL136W,13,0.188,0.003,0.302
747,152,YBR072W,10,0.139,0.003,0.233
748,152,YKL151C,9,0.127,0.006,0.209
749,152,YPL186C,8,0.128,0.000,0.186
750,152,YNL274C,8,0.126,0.002,0.186
751,152,YER150W,7,0.117,0.000,0.163
752,152,YPR184W,11,0.146,0.027,0.256
753,152,YMR196W,8,0.130,0.000,0.186
754,152,YDR001C,11,0.117,0.026,0.256
755,152,YFL014W,8,0.126,0.000,0.186
756,153,YIL068C,11,0.291,0.014,0.579
757,153,YBR102C,11,0.288,0.014,0.579
758,153,YJL085W,11,0.288,0.014,0.579
759,153,YDR164C,10,0.276,0.001,0.526
760,153,YDR166C,11,0.291,0.014,0.579
761,154,YMR264W,9,0.215,0.000,0.333
762,154,YDR057W,10,0.227,0.002,0.370
763,154,YML029W,10,0.233,0.000,0.370
764,154,YMR022W,11,0.236,0.035,0.407
765,154,YKL213C,8,0.159,0.004,0.296
766,154,YBL058W,10,0.177,0.018,0.370
767,154,YMR067C,9,0.156,0.025,0.333
768,155,YNL219C,6,0.305,0.000,0.545
769,155,YBL082C,6,0.305,0.000,0.545
770,155,YNR030W,7,0.343,0.007,0.636
771,155,YPL227C,7,0.343,0.007,0.636
772,156,YKR028W,3,0.297,0.000,0.429
773,156,YIL109C,6,0.455,0.095,0.857
774,156,YJL098W,3,0.297,0.000,0.429
775,156,YNL049C,6,0.455,0.095,0.857
776,156,YFR040W,3,0.297,0.000,0.429
777,156,YGL229C,3,0.297,0.000,0.429
778,157,YBL040C,0,1.000,0.000,1.000
779,158,YPR181C,0,1.000,0.000,1.000
780,159,YDR221W,1,0.500,0.000,0.500
781,159,YNL322C,1,0.500,0.000,0.500
782,160,YPL219W,12,0.183,0.013,0.308
783,160,YDL155W,7,0.131,0.002,0.179
784,160,YAL040C,12,0.172,0.038,0.308
785,160,YER111C,13,0.156,0.026,0.333
786,160,YER059W,12,0.183,0.013,0.308
787,160,YGL003C,11,0.156,0.055,0.282
788,160,YLR210W,7,0.131,0.002,0.179
789,160,YDR146C,10,0.147,0.008,0.256
790,160,YLR182W,13,0.147,0.043,0.333
791,160,YPR120C,11,0.163,0.015,0.282
792,161,YMR044W,5,0.405,0.000,0.833
793,161,YGL133W,5,0.405,0.000,0.833
794,161,YLR095C,5,0.405,0.000,0.833
795,161,YJL065C,5,0.405,0.000,0.833
796,161,YFR013W,5,0.405,0.000,0.833
797,162,YJR057W,4,0.419,0.000,0.800
798,162,YER070W,4,0.419,0.000,0.800
799,162,YGR180C,4,0.419,0.000,0.800
800,163,YER116C,2,0.577,0.000,1.000
801,163,YDL013W,2,0.577,0.000,1.000
802,163,YFL009W,2,0.577,0.000,1.000
803,164,YIL106W,7,0.297,0.030,0.538
804,164,YHR152W,7,0.282,0.045,0.538
805,164,YAL024C,7,0.301,0.027,0.538
806,165,YMR001C,1,0.707,0.000,1.000
807,165,YGR098C,1,0.707,0.000,1.000
808,166,YBR156C,3,0.439,0.000,0.750
809,166,YHR199C-A,3,0.439,0.000,0.750
810,166,YPL209C,4,0.510,0.167,1.000
811,166,YJR089W,4,0.510,0.167,1.000
812,167,YAL034W-A,16,0.196,0.029,0.471
813,167,YDR016C,12,0.130,0.014,0.353
814,167,YPR046W,15,0.219,0.021,0.441
815,167,YKL089W,9,0.153,0.000,0.265
816,167,YGR113W,12,0.127,0.006,0.353
817,167,YJR135C,14,0.206,0.019,0.412
818,167,YLR315W,12,0.197,0.000,0.353
819,167,YDR383C,12,0.197,0.000,0.353
820,167,YKL052C,13,0.136,0.035,0.382
821,168,YOR074C,0,1.000,0.000,1.000
822,169,YLR442C,1,0.707,0.000,0.500
823,169,YDL042C,1,0.707,0.000,0.500
824,170,YMR110C,0,0.408,0.000,0.000
825,170,YPL061W,0,0.408,0.000,0.000
826,170,YOR374W,0,0.408,0.000,0.000
827,170,YER073W,0,0.408,0.000,0.000
828,170,YMR169C,0,0.408,0.000,0.000
829,170,YMR170C,0,0.408,0.000,0.000
830,171,YOL059W,4,0.468,0.033,0.800
831,171,YDL022W,4,0.468,0.033,0.800
832,172,YJL102W,1,0.707,0.000,1.000
833,172,YOR187W,1,0.707,0.000,1.000
834,173,YGR193C,3,0.454,0.100,0.600
835,174,YKR087C,1,0.408,0.000,0.333
836,174,YKR066C,1,0.408,0.000,0.333
837,174,YPL246C,1,0.408,0.000,0.333
838,175,YGR231C,2,0.577,0.000,1.000
839,175,YIL114C,2,0.577,0.000,1.000
840,175,YGR132C,2,0.577,0.000,1.000
841,176,YJR077C,0,1.000,0.000,1.000
842,177,YLL006W,13,0.170,0.009,0.406
843,177,YNL026W,16,0.186,0.015,0.500
844,177,YJL143W,16,0.198,0.017,0.500
845,177,YDL217C,15,0.189,0.015,0.469
846,177,YIL022W,16,0.198,0.017,0.500
847,177,YPR133W-A,12,0.162,0.005,0.375
848,177,YMR060C,14,0.168,0.006,0.438
849,177,YHR083W,15,0.174,0.009,0.469
850,177,YAL010C,15,0.170,0.067,0.469
851,178,YGL105W,16,0.165,0.006,0.421
852,178,YIL078W,20,0.190,0.024,0.526
853,178,YPR033C,19,0.175,0.067,0.500
854,178,YHR019C,15,0.156,0.003,0.395
855,178,YGR094W,18,0.172,0.016,0.474
856,178,YOR335C,18,0.188,0.006,0.474
857,178,YBR121C,17,0.180,0.004,0.447
858,178,YDR341C,18,0.177,0.009,0.474
859,178,YNL073W,17,0.167,0.010,0.447
860,178,YOL097C,18,0.178,0.012,0.474
861,179,YNL117W,8,0.308,0.054,0.571
862,179,YIR031C,8,0.308,0.054,0.571
863,179,YBL015W,7,0.305,0.001,0.500
864,179,YNL071W,7,0.305,0.001,0.500
865,180,YPL029W,1,0.707,0.000,1.000
866,180,YOR017W,1,0.707,0.000,1.000
867,181,YOR257W,1,0.707,0.000,1.000
868,181,YOL072W,1,0.707,0.000,1.000
869,182,YHR167W,8,0.312,0.015,0.667
870,182,YDL084W,10,0.364,0.053,0.833
871,182,YNL139C,10,0.364,0.053,0.833
872,182,YNL253W,6,0.261,0.000,0.500
873,182,YDR138W,10,0.364,0.053,0.833
874,182,YML062C,6,0.261,0.000,0.500
875,183,YEL037C,0,1.000,0.000,1.000
876,184,YLR376C,5,0.370,0.000,0.714
877,184,YHL006C,5,0.370,0.000,0.714
878,184,YDR078C,5,0.370,0.000,0.714
879,184,YIL132C,5,0.370,0.000,0.714
880,185,YNL126W,5,0.365,0.012,0.714
881,185,YKL042W,6,0.395,0.095,0.857
882,185,YHR172W,5,0.365,0.012,0.714
883,186,YJR084W,1,0.707,0.000,1.000
884,186,YPR045C,1,0.707,0.000,1.000
885,187,YLR457C,3,0.470,0.083,0.750
886,187,YLL003W,3,0.470,0.083,0.750
887,188,YLR253W,1,0.408,0.000,0.333
888,188,YHR105W,1,0.408,0.000,0.333
889,188,YLL040C,1,0.408,0.000,0.333
890,189,YCL029C,5,0.387,0.024,0.625
891,189,YGL216W,4,0.343,0.000,0.500
892,189,YPR141C,6,0.404,0.125,0.750
893,190,YKL192C,0,1.000,0.000,1.000
894,191,YHR109W,1,0.500,0.000,0.500
895,191,YOR037W,1,0.500,0.000,0.500
896,192,YJR135W-A,10,0.307,0.012,0.769
897,192,YDR031W,10,0.307,0.012,0.769
898,192,YGR181W,10,0.301,0.014,0.769
899,192,YHR005C-A,10,0.301,0.014,0.769
900,193,YBR257W,11,0.303,0.009,1.000
901,193,YHR062C,11,0.303,0.009,1.000
902,193,YBR167C,11,0.303,0.009,1.000
903,193,YNL221C,11,0.303,0.009,1.000
904,193,YGR030C,11,0.303,0.009,1.000
905,193,YBL018C,11,0.303,0.009,1.000
906,193,YAL033W,11,0.303,0.009,1.000
907,194,YGR021W,1,0.500,0.000,0.500
908,194,YDR270W,1,0.500,0.000,0.500
909,195,YBR263W,10,0.298,0.047,0.714
910,195,YGL125W,9,0.286,0.014,0.643
911,195,YGR204W,10,0.301,0.022,0.714
912,195,YBR084W,10,0.301,0.022,0.714
913,195,YPL023C,9,0.286,0.014,0.643
914,196,YBR115C,0,1.000,0.000,1.000
915,197,YDR511W,1,0.707,0.000,1.000
916,197,YDR493W,1,0.707,0.000,1.000
917,198,YER061C,5,0.336,0.030,0.556
918,198,YBR026C,4,0.295,0.007,0.444
919,198,YKL055C,5,0.336,0.030,0.556
920,198,YHR067W,4,0.295,0.007,0.444
921,199,YGL080W,1,0.500,0.000,0.500
922,199,YOR100C,1,0.500,0.000,0.500
923,200,YGR277C,6,0.398,0.018,0.750
924,200,YKL088W,6,0.398,0.018,0.750
925,200,YIL083C,6,0.398,0.018,0.750
926,200,YOR054C,5,0.354,0.000,0.625
927,200,YKR072C,5,0.354,0.000,0.625
928,201,YPR001W,10,0.287,0.154,0.667
929,201,YCR005C,8,0.275,0.006,0.533
930,201,YJL200C,7,0.257,0.000,0.467
931,201,YNR001C,10,0.320,0.027,0.667
932,202,YDL174C,1,0.707,0.000,1.000
933,202,YML054C,1,0.707,0.000,1.000
934,203,YLR259C,0,0.707,0.000,0.000
935,203,YBR044C,0,0.707,0.000,0.000
936,204,YIL134W,3,0.500,0.000,1.000
937,204,YDR236C,3,0.500,0.000,1.000
938,204,YMR178W,3,0.500,0.000,1.000
939,204,YDL045C,3,0.500,0.000,1.000
940,205,YNR045W,2,0.577,0.000,1.000
941,205,YER153C,2,0.577,0.000,1.000
942,205,YGR222W,2,0.577,0.000,1.000
943,206,YMR257C,1,0.707,0.000,1.000
944,206,YMR150C,1,0.707,0.000,1.000
945,207,YOL114C,1,0.707,0.000,1.000
946,207,YGL143C,1,0.707,0.000,1.000
947,208,YFL018C,0,1.000,0.000,1.000
948,209,YJR058C,8,0.291,0.008,0.571
949,209,YKR001C,8,0.270,0.028,0.571
950,209,YKL135C,7,0.267,0.004,0.500
951,209,YHR161C,8,0.264,0.038,0.571
952,210,YCR051W,1,0.500,0.000,0.500
953,210,YPR169W,1,0.500,0.000,0.500
954,211,YHR077C,1,0.707,0.000,1.000
955,211,YDR021W,1,0.707,0.000,1.000
956,212,YLR271W,1,0.707,0.000,1.000
957,212,YGR218W,1,0.707,0.000,1.000
958,213,YBL024W,5,0.393,0.000,0.625
959,213,YJL125C,5,0.393,0.000,0.625
960,213,YDL201W,5,0.393,0.000,0.625
961,213,YML080W,5,0.393,0.000,0.625
962,213,YOL124C,5,0.393,0.000,0.625
963,214,YGR072W,2,0.577,0.000,1.000
964,214,YBR143C,2,0.577,0.000,1.000
965,214,YDR172W,2,0.577,0.000,1.000
966,215,YLR249W,0,1.000,0.000,1.000
967,216,YKL025C,2,0.281,0.000,0.222
968,216,YGL094C,2,0.281,0.000,0.222
969,216,YJL138C,2,0.281,0.000,0.222
970,216,YPR163C,2,0.281,0.000,0.222
971,217,YGL178W,1,0.500,0.000,0.500
972,217,YPR129W,1,0.500,0.000,0.500
973,218,YDR432W,0,1.000,0.000,1.000
974,219,YGR162W,2,0.577,0.000,1.000
975,219,YGL049C,2,0.577,0.000,1.000
976,219,YNL016W,2,0.577,0.000,1.000
977,220,YER044C-A,4,0.440,0.000,0.800
978,220,YHR157W,4,0.440,0.000,0.800
979,220,YLR329W,4,0.440,0.000,0.800
980,220,YMR133W,4,0.440,0.000,0.800
981,221,YPL157W,1,0.707,0.000,1.000
982,221,YNR004W,1,0.707,0.000,1.000
983,222,YGR102C,2,0.523,0.000,0.667
984,222,YMR293C,2,0.523,0.000,0.667
985,223,YLR125W,2,0.523,0.000,0.667
986,223,YLR283W,2,0.523,0.000,0.667
987,224,YGR243W,0,1.000,0.000,1.000
988,225,YNL123W,3,0.557,0.167,1.000
989,225,YOR197W,3,0.557,0.167,1.000
990,226,YKR079C,1,0.707,0.000,1.000
991,226,YER168C,1,0.707,0.000,1.000
992,227,YNR074C,0,1.000,0.000,1.000
993,228,YMR115W,2,0.473,0.000,0.500
994,228,YCL044C,2,0.473,0.000,0.500
995,229,YMR111C,1,0.707,0.000,1.000
996,229,YFR006W,1,0.707,0.000,1.000
997,230,YGR019W,0,1.000,0.000,1.000
998,231,YJR104C,0,1.000,0.000,1.000
999,232,YKL067W,0,1.000,0.000,1.000
1000,233,YLR136C,0,1.000,0.000,1.000
1001,234,YJR095W,1,0.707,0.000,1.000
1002,234,YLR174W,1,0.707,0.000,1.000
1003,235,YLR355C,5,0.448,0.067,1.000
1004,235,YJR148W,5,0.448,0.067,1.000
1005,235,YJR016C,5,0.448,0.067,1.000
1006,236,YGR194C,4,0.479,0.056,1.000
1007,236,YLR354C,4,0.479,0.056,1.000
1008,237,YDL130W-A,2,0.500,0.500,0.500
1009,237,YNL015W,1,0.354,0.000,0.250
1010,237,YHR138C,1,0.354,0.000,0.250
1011,238,YDR256C,2,0.577,0.000,1.000
1012,238,YKL026C,2,0.577,0.000,1.000
1013,238,YGR088W,2,0.577,0.000,1.000
1014,239,YLR109W,8,0.294,0.038,0.667
1015,239,YML028W,9,0.324,0.083,0.750
1016,239,YLR043C,7,0.292,0.009,0.583
1017,239,YDR353W,8,0.302,0.040,0.667
1018,240,YNL329C,16,0.254,0.015,0.696
1019,240,YJL210W,14,0.236,0.003,0.609
1020,240,YNL214W,15,0.243,0.012,0.652
1021,240,YDR265W,16,0.254,0.015,0.696
1022,240,YDR329C,16,0.242,0.034,0.696
1023,240,YKL197C,14,0.234,0.004,0.609
1024,240,YDR244W,16,0.254,0.016,0.696
1025,241,YLR151C,7,0.319,0.023,0.700
1026,241,YBR041W,6,0.286,0.011,0.600
1027,241,YJR019C,8,0.349,0.051,0.800
1028,242,YJR078W,5,0.431,0.044,0.833
1029,242,YLR231C,5,0.431,0.044,0.833
1030,242,YDR428C,4,0.372,0.000,0.667
1031,242,YJL060W,4,0.372,0.000,0.667
1032,243,YHR008C,2,0.577,0.000,1.000
1033,243,YHR050W,2,0.577,0.000,1.000
1034,243,YGR257C,2,0.577,0.000,1.000
1035,244,YOL067C,3,0.500,0.000,1.000
1036,244,YBL103C,3,0.500,0.000,1.000
1037,244,YNL076W,3,0.500,0.000,1.000
1038,244,YGL252C,3,0.500,0.000,1.000
1039,245,YJL101C,0,1.000,0.000,1.000
1040,246,YAR015W,0,1.000,0.000,1.000
1041,247,YBR068C,1,0.707,0.000,1.000
1042,247,YCL018W,1,0.707,0.000,1.000
1043,248,YBR185C,0,1.000,0.000,1.000
1044,249,YER017C,1,0.707,0.000,1.000
1045,249,YMR089C,1,0.707,0.000,1.000
1046,250,YOR020C,0,1.000,0.000,1.000
1047,251,YBR112C,3,0.565,0.500,0.750
1048,251,YCR084C,3,0.565,0.500,0.750
1049,251,YPR065W,2,0.491,0.000,0.500
1050,252,YIL104C,1,0.500,0.000,0.500
1051,252,YLR262C-A,1,0.500,0.000,0.500
1052,253,YKR036C,3,0.439,0.000,0.750
1053,253,YOR211C,4,0.510,0.167,1.000
1054,253,YJL112W,3,0.439,0.000,0.750
1055,254,YDR096W,1,0.408,0.000,0.333
1056,254,YGL131C,1,0.408,0.000,0.333
1057,254,YER169W,1,0.408,0.000,0.333
1058,255,YJR133W,2,0.577,0.000,1.000
1059,255,YNL141W,2,0.577,0.000,1.000
1060,255,YDL238C,2,0.577,0.000,1.000
1061,256,YJR047C,1,0.707,0.000,1.000
1062,256,YHR068W,1,0.707,0.000,1.000
1063,257,YIL011W,2,0.523,0.000,0.667
1064,257,YJR150C,2,0.523,0.000,0.667
1065,258,YOL022C,1,0.707,0.000,1.000
1066,258,YJR070C,1,0.707,0.000,1.000
1067,259,YER086W,1,0.500,0.000,0.500
1068,259,YCL064C,1,0.500,0.000,0.500
1069,260,YOR251C,1,0.707,0.000,1.000
1070,260,YOR285W,1,0.707,0.000,1.000
1071,261,YLR168C,2,0.523,0.000,0.667
1072,261,YLR193C,2,0.523,0.000,0.667
1073,262,YGR235C,5,0.408,0.000,1.000
1074,262,YFR011C,5,0.408,0.000,1.000
1075,262,YKR016W,5,0.408,0.000,1.000
1076,262,YNL100W,5,0.408,0.000,1.000
1077,262,YCL057C-A,5,0.408,0.000,1.000
1078,262,YBR262C,5,0.408,0.000,1.000
1079,263,YKR071C,0,1.000,0.000,1.000
1080,264,YJL130C,0,1.000,0.000,1.000
1081,265,YDL171C,1,0.707,0.000,1.000
1082,265,YPR035W,1,0.707,0.000,1.000
1083,266,YOL058W,0,1.000,0.000,1.000
1084,267,YJR109C,2,0.577,0.000,1.000
1085,267,YOR302W,2,0.577,0.000,1.000
1086,267,YOR303W,2,0.577,0.000,1.000
1087,268,YJR103W,1,0.707,0.000,1.000
1088,268,YMR217W,1,0.707,0.000,1.000
1089,269,YLR160C,1,0.354,0.000,0.250
1090,269,YLR158C,1,0.354,0.000,0.250
1091,269,YLR157C,1,0.354,0.000,0.250
1092,269,YLR155C,1,0.354,0.000,0.250
1093,270,YNL220W,11,0.313,0.067,0.733
1094,270,YDR399W,9,0.277,0.022,0.600
1095,270,YLR028C,10,0.290,0.041,0.667
1096,270,YMR120C,10,0.290,0.041,0.667
1097,271,YMR085W,1,0.707,0.000,0.500
1098,271,YMR084W,1,0.707,0.000,0.500
1099,272,YBR218C,1,0.500,0.000,0.500
1100,272,YNL036W,1,0.500,0.000,0.500
1101,273,YBR145W,5,0.428,0.689,0.500
1102,273,YAL060W,4,0.386,0.200,0.400
1103,273,YDL080C,3,0.139,0.356,0.300
1104,274,YDL223C,7,0.318,0.012,0.636
1105,274,YBR116C,6,0.285,0.004,0.545
1106,274,YPL223C,7,0.320,0.012,0.636
1107,275,YGL037C,0,1.000,0.000,1.000
1108,276,YMR020W,0,1.000,0.000,1.000
1109,277,YML042W,2,0.577,0.000,1.000
1110,277,YER024W,2,0.577,0.000,1.000
1111,277,YAR035W,2,0.577,0.000,1.000
1112,278,YPR054W,3,0.156,0.006,0.167
1113,278,YNL167C,5,0.267,0.045,0.278
1114,278,YER089C,2,0.157,0.000,0.111
1115,278,YER045C,3,0.178,0.019,0.167
1116,278,YMR172W,3,0.173,0.005,0.167
1117,279,YDR248C,5,0.377,0.050,0.833
1118,279,YNL241C,5,0.377,0.050,0.833
1119,280,YNL111C,1,0.500,0.000,0.500
1120,280,YIL043C,1,0.500,0.000,0.500
1121,281,YEL022W,9,0.251,0.035,0.529
1122,281,YDL137W,10,0.265,0.056,0.588
1123,281,YER122C,9,0.274,0.018,0.529
1124,281,YPL010W,7,0.235,0.000,0.412
1125,281,YFR051C,7,0.235,0.000,0.412
1126,282,YGR207C,2,0.577,0.000,1.000
1127,282,YOR356W,2,0.577,0.000,1.000
1128,282,YPR004C,2,0.577,0.000,1.000
1129,283,YOL017W,1,0.500,0.000,0.500
1130,283,YOR304W,1,0.500,0.000,0.500
1131,284,YKR048C,1,0.707,0.000,1.000
1132,284,YER030W,1,0.707,0.000,1.000
1133,285,YPL016W,1,0.707,0.000,1.000
1134,285,YER161C,1,0.707,0.000,1.000
1135,286,YGL208W,6,0.327,0.000,0.353
1136,286,YGL035C,3,0.137,0.004,0.176
1137,286,YKL048C,3,0.175,0.000,0.176
1138,286,YDR422C,6,0.327,0.000,0.353
1139,286,YER027C,6,0.327,0.000,0.353
1140,287,YIR038C,3,0.384,0.250,0.375
1141,287,YLL048C,3,0.384,0.250,0.375
1142,287,YER040W,2,0.317,0.000,0.250
1143,287,YFL021W,2,0.317,0.000,0.250
1144,288,YBR128C,9,0.226,0.015,0.429
1145,288,YLR386W,7,0.199,0.000,0.333
1146,288,YNL325C,9,0.241,0.001,0.429
1147,288,YLR360W,9,0.244,0.001,0.429
1148,288,YLR211C,9,0.244,0.001,0.429
1149,288,YNL054W,9,0.241,0.001,0.429
1150,289,YJL005W,4,0.479,0.056,1.000
1151,289,YNL098C,4,0.479,0.056,1.000
